model,region,sale_month,monthly_revenue,monthly_units
IX,Asia,2025-02-01,3672967.87,43
IX,Asia,2025-03-01,8361940.57,96
IX,Asia,2025-04-01,9584029.94,111
IX,Asia,2025-05-01,6390439.8,74
IX,Asia,2025-06-01,9982563.39,114
IX,Asia,2025-07-01,6227433.29,71
IX,Asia,2025-08-01,6082486.61,70
IX,Asia,2025-09-01,5351346.17,62
IX,Asia,2025-10-01,10470200.9,123
IX,Asia,2025-11-01,9534208.01,110
IX,Asia,2025-12-01,6616649.93,76
IX,Asia,2026-01-01,4176212.9,48
IX,Asia,2026-02-01,2765310.8200000003,32
IX,Asia,2026-03-01,6475269.37,75
IX,Asia,2026-04-01,5963708.36,69
IX,Asia,2026-05-01,2894254.4699999997,34
IX,Asia,2026-06-01,7618160.29,88
IX,Asia,2026-07-01,9235841.07,105
IX,Asia,2026-08-01,5394613.649999999,61
IX,Asia,2026-09-01,7286294.23,84
IX,Asia,2026-10-01,6749559.1,78
IX,Asia,2026-11-01,9193807.37,105
IX,Asia,2026-12-01,7652511.3100000005,88
IX,Europe,2024-01-01,5128876.220000001,59
IX,Europe,2024-02-01,3214156.5100000002,38
IX,Europe,2024-03-01,3666378.6,42
IX,Europe,2024-04-01,3310835.91,39
IX,Europe,2024-05-01,2758678.58,32
IX,Europe,2024-06-01,5852420.27,68
IX,Europe,2024-07-01,5986730.61,70
IX,Europe,2024-08-01,6771386.05,78
IX,Europe,2024-09-01,4237230.15,49
IX,Europe,2024-10-01,5216347.85,59
IX,Europe,2024-11-01,4160226.72,49
IX,Europe,2024-12-01,4369422.42,50
IX,Europe,2025-01-01,8160144.14,93
IX,Europe,2025-02-01,5254341.56,60
IX,Europe,2025-03-01,3660676.92,43
IX,Europe,2025-04-01,2531337.74,29
IX,Europe,2025-05-01,7979466.17,92
IX,Europe,2025-06-01,6922115.27,80
IX,Europe,2025-07-01,3611453.36,42
IX,Europe,2025-08-01,4600788.2,53
IX,Europe,2025-09-01,4592953.76,52
IX,Europe,2025-10-01,2209360.89,25
IX,Europe,2025-11-01,5740730.03,67
IX,Europe,2025-12-01,4458973.76,51
IX,Europe,2026-01-01,7315469.59,85
IX,Europe,2026-02-01,6133777.86,69
IX,Europe,2026-03-01,7144976.39,84
IX,Europe,2026-04-01,3718907.99,44
IX,Europe,2026-05-01,6971885.79,81
IX,Europe,2026-06-01,5921588.54,68
IX,Europe,2026-07-01,5137594.01,59
IX,Europe,2026-08-01,1249459.22,14
IX,Europe,2026-09-01,4689795.96,54
IX,Europe,2026-10-01,2727109.31,32
IX,Europe,2026-11-01,7216748.34,84
IX,Europe,2026-12-01,5552144.74,65
IX,Middle East,2024-01-01,609657.54,7
IX,Middle East,2024-02-01,1855843.1199999999,21
IX,Middle East,2024-03-01,2290189.8,26
IX,Middle East,2024-04-01,1326491.06,15
IX,Middle East,2024-05-01,1136594.3399999999,13
IX,Middle East,2024-06-01,1140124.82,13
IX,Middle East,2024-07-01,1155076.86,13
IX,Middle East,2024-08-01,1807115.4,21
IX,Middle East,2024-09-01,1748559.6,20
IX,Middle East,2024-10-01,1646987.6600000001,19
IX,Middle East,2024-11-01,2449274.45,28
IX,Middle East,2024-12-01,2055419.1300000001,24
IX,Middle East,2025-01-01,5889078.7299999995,67
IX,Middle East,2025-02-01,246497.88,3
IX,Middle East,2025-03-01,1941902.38,22
IX,Middle East,2025-04-01,1584644.1099999999,18
IX,Middle East,2025-05-01,593030.49,7
IX,Middle East,2025-06-01,1987011.36,23
IX,Middle East,2025-07-01,4151197.2399999998,48
IX,Middle East,2025-08-01,2763868.4,32
IX,Middle East,2025-09-01,3980145.46,46
IX,Middle East,2025-10-01,1552403.35,18
IX,Middle East,2025-11-01,1668016.4500000002,19
IX,Middle East,2025-12-01,1204620.64,14
IX,Middle East,2026-01-01,2399766.76,28
IX,Middle East,2026-03-01,4980123.49,57
IX,Middle East,2026-04-01,6369858.0200000005,71
IX,Middle East,2026-05-01,1241320.77,15
IX,Middle East,2026-06-01,1732871.75,20
IX,Middle East,2026-07-01,521492.39999999997,6
IX,Middle East,2026-08-01,4078446.65,47
IX,Middle East,2026-09-01,532249.98,6
IX,Middle East,2026-10-01,3711896.79,43
IX,Middle East,2026-11-01,2026208.19,23
IX,Middle East,2026-12-01,1150597.53,13
IX,North America,2024-01-01,6056841.78,69
IX,North America,2024-02-01,4260630.43,49
IX,North America,2024-03-01,3807239.41,43
IX,North America,2024-04-01,5883613.93,67
IX,North America,2024-05-01,1743837.52,21
IX,North America,2024-06-01,3475119.9800000004,40
IX,North America,2024-07-01,9604468.82,108
IX,North America,2024-08-01,3464166.74,41
IX,North America,2024-09-01,3479133.99,41
IX,North America,2024-10-01,4558956.1,53
IX,North America,2024-11-01,3136132.19,36
IX,North America,2024-12-01,3394587.8699999996,38
IX,North America,2025-01-01,3576603.55,40
IX,North America,2025-02-01,8592397.36,99
IX,North America,2025-03-01,3485557.3,40
IX,North America,2025-04-01,3531150.73,40
IX,North America,2025-05-01,6566377.6,76
IX,North America,2025-06-01,3073740.7800000003,36
IX,North America,2025-07-01,8421262.72,94
IX,North America,2025-08-01,4386519.04,50
IX,North America,2025-09-01,3251868.99,37
IX,North America,2025-10-01,4152488.15,49
IX,North America,2025-11-01,6673585.33,75
IX,North America,2025-12-01,6993168.550000001,81
IX,North America,2026-01-01,9507642.52,111
IX,North America,2026-02-01,5107704.73,58
IX,North America,2026-03-01,8283592.13,95
IX,North America,2026-04-01,3964154.26,45
IX,North America,2026-05-01,6732055.15,80
IX,North America,2026-06-01,5481654.390000001,64
IX,North America,2026-07-01,10458074.290000001,119
IX,North America,2026-08-01,5124738.46,59
IX,North America,2026-09-01,5191392.31,60
IX,North America,2026-10-01,4533278.47,52
IX,North America,2026-11-01,2517252.19,30
IX,North America,2026-12-01,4625502.2,53
IX,Oceania,2024-01-01,1420331.0099999998,16
IX,Oceania,2024-02-01,347368.56,4
IX,Oceania,2024-03-01,615342.14,7
IX,Oceania,2024-04-01,248906.16,3
IX,Oceania,2024-05-01,3478396.8899999997,41
IX,Oceania,2024-06-01,428379.55000000005,5
IX,Oceania,2024-07-01,2272793.76,26
IX,Oceania,2024-08-01,2156142.09,25
IX,Oceania,2024-09-01,931747.92,11
IX,Oceania,2024-10-01,1872314.5699999998,21
IX,Oceania,2024-11-01,1463058.19,17
IX,Oceania,2024-12-01,1549330.16,18
IX,Oceania,2025-01-01,506801.33999999997,6
IX,Oceania,2025-02-01,699513.3200000001,8
IX,Oceania,2025-03-01,1043058.4,12
IX,Oceania,2025-04-01,1927196.62,22
IX,Oceania,2025-05-01,2093782.54,24
IX,Oceania,2025-06-01,1613640.8199999998,19
IX,Oceania,2025-07-01,1036393.0800000001,12
IX,Oceania,2025-08-01,2440225.96,27
IX,Oceania,2025-09-01,1699702.1,19
IX,Oceania,2025-10-01,948230.63,11
IX,Oceania,2025-11-01,756571.71,9
IX,Oceania,2025-12-01,1046183.6400000001,12
IX,Oceania,2026-01-01,2122463.5,24
IX,Oceania,2026-02-01,596405.39,7
IX,Oceania,2026-04-01,2639452.21,29
IX,Oceania,2026-05-01,1657083.89,20
IX,Oceania,2026-06-01,1698596.46,20
IX,Oceania,2026-07-01,1520784.57,17
IX,Oceania,2026-08-01,260972.91,3
IX,Oceania,2026-09-01,610853.27,7
IX,Oceania,2026-10-01,685655.42,8
IX,Oceania,2026-11-01,1492150.15,17
IX,Oceania,2026-12-01,1362565.62,16
X1,Africa,2024-01-01,1418327.5499999998,32
X1,Africa,2024-02-01,398718.89999999997,9
X1,Africa,2024-03-01,2906396.89,65
X1,Africa,2024-04-01,1541257.8199999998,35
X1,Africa,2024-05-01,3425559.38,76
X1,Africa,2024-06-01,2475307.34,55
X1,Africa,2024-08-01,1204523.5,26
X1,Africa,2024-09-01,481426.0,10
X1,Africa,2024-10-01,932118.83,21
X1,Africa,2024-11-01,1463463.07,33
X1,Africa,2024-12-01,1310276.82,29
X1,Africa,2025-01-01,1511559.35,34
X1,Africa,2025-02-01,2740613.14,61
X1,Africa,2025-03-01,1815283.5899999999,42
X1,Africa,2025-04-01,2228272.75,51
X1,Africa,2025-05-01,3168993.2,70
X1,Africa,2025-06-01,608467.6,13
X1,Africa,2025-07-01,1025150.3300000001,23
X1,Africa,2025-08-01,1315695.01,30
X1,Africa,2025-09-01,730200.83,16
X1,Africa,2025-10-01,1713601.06,38
X1,Africa,2025-11-01,2310967.9,52
X1,Africa,2025-12-01,1863963.2800000003,41
X1,Africa,2026-01-01,405554.30999999994,9
X1,Africa,2026-02-01,359029.28,8
X1,Africa,2026-03-01,2914519.2199999997,65
X1,Africa,2026-04-01,1791054.05,40
X1,Africa,2026-05-01,2504878.24,55
X1,Africa,2026-06-01,666283.24,14
X1,Africa,2026-07-01,1913222.8,42
X1,Africa,2026-08-01,858945.4299999999,19
X1,Africa,2026-09-01,893305.94,19
X1,Africa,2026-10-01,1147441.8900000001,26
X1,Africa,2026-11-01,1059848.1600000001,23
X1,Africa,2026-12-01,259957.44,6
X1,Asia,2024-01-01,17338869.49,381
X1,Asia,2024-02-01,22128007.53,501
X1,Asia,2024-03-01,11413336.77,254
X1,Asia,2024-04-01,10641578.950000001,237
X1,Asia,2024-05-01,13987800.26,308
X1,Asia,2024-06-01,25642252.15,569
X1,Asia,2024-07-01,13401829.709999999,298
X1,Asia,2024-08-01,11426924.299999999,254
X1,Asia,2024-09-01,15907443.870000001,355
X1,Asia,2024-10-01,10314833.06,229
X1,Asia,2024-11-01,11453200.33,253
X1,Asia,2024-12-01,8234920.18,185
X1,Asia,2025-01-01,16729202.73,365
X1,Asia,2025-02-01,18668885.53,412
X1,Asia,2025-03-01,19477060.93,435
X1,Asia,2025-04-01,17719281.53,395
X1,Asia,2025-05-01,15841589.75,357
X1,Asia,2025-06-01,13985793.65,312
X1,Asia,2025-07-01,15739230.44,350
X1,Asia,2025-08-01,11689371.08,263
X1,Asia,2025-09-01,17525752.15,395
X1,Asia,2025-10-01,12360104.790000001,273
X1,Asia,2025-11-01,10720384.64,238
X1,Asia,2025-12-01,19622094.919999998,435
X1,Asia,2026-01-01,16644345.46,372
X1,Asia,2026-02-01,13239097.58,295
X1,Asia,2026-03-01,30140334.88,675
X1,Asia,2026-04-01,20520719.34,455
X1,Asia,2026-05-01,25101770.32,561
X1,Asia,2026-06-01,13190965.36,288
X1,Asia,2026-07-01,18535887.54,415
X1,Asia,2026-08-01,18157109.580000002,396
X1,Asia,2026-09-01,22336967.02,494
X1,Asia,2026-10-01,11567673.66,258
X1,Asia,2026-11-01,16275294.88,367
X1,Asia,2026-12-01,18959466.35,423
X1,Europe,2024-01-01,14045480.03,311
X1,Europe,2024-02-01,9035751.530000001,203
X1,Europe,2024-03-01,16094173.91,359
X1,Europe,2024-04-01,14066848.54,313
X1,Europe,2024-05-01,14395565.95,317
X1,Europe,2024-06-01,17331807.85,384
X1,Europe,2024-07-01,10594695.71,237
X1,Europe,2024-08-01,12639546.43,284
X1,Europe,2024-09-01,8351243.09,186
X1,Europe,2024-10-01,9168403.74,205
X1,Europe,2024-11-01,6893496.29,153
X1,Europe,2024-12-01,9585157.23,214
X1,Europe,2025-01-01,13741437.99,306
X1,Europe,2025-02-01,18841838.46,417
X1,Europe,2025-03-01,18642745.12,413
X1,Europe,2025-04-01,11005391.06,240
X1,Europe,2025-05-01,8955120.73,205
X1,Europe,2025-06-01,13456906.31,297
X1,Europe,2025-07-01,15141586.74,337
X1,Europe,2025-08-01,7322139.29,164
X1,Europe,2025-09-01,12930501.94,288
X1,Europe,2025-10-01,13220225.75,294
X1,Europe,2025-11-01,16540582.78,368
X1,Europe,2025-12-01,12617441.98,282
X1,Europe,2026-01-01,10315930.43,236
X1,Europe,2026-02-01,13685788.59,306
X1,Europe,2026-03-01,13510739.77,301
X1,Europe,2026-04-01,12651960.86,281
X1,Europe,2026-05-01,24422517.69,541
X1,Europe,2026-06-01,8617216.15,194
X1,Europe,2026-07-01,13542743.18,302
X1,Europe,2026-08-01,11931226.79,266
X1,Europe,2026-09-01,7846883.2,173
X1,Europe,2026-10-01,11577252.03,258
X1,Europe,2026-11-01,14211657.31,315
X1,Europe,2026-12-01,18841512.08,421
X1,Middle East,2024-01-01,4718736.109999999,106
X1,Middle East,2024-02-01,7212017.58,160
X1,Middle East,2024-03-01,7442938.44,171
X1,Middle East,2024-04-01,4809478.26,109
X1,Middle East,2024-05-01,8575368.91,191
X1,Middle East,2024-06-01,9859191.54,216
X1,Middle East,2024-07-01,6123478.76,135
X1,Middle East,2024-08-01,6066830.75,137
X1,Middle East,2024-09-01,8724505.4,195
X1,Middle East,2024-10-01,3989092.89,91
X1,Middle East,2024-11-01,7814960.5600000005,172
X1,Middle East,2024-12-01,4806936.93,108
X1,Middle East,2025-01-01,5196266.6899999995,114
X1,Middle East,2025-02-01,8648255.81,190
X1,Middle East,2025-03-01,5141580.66,112
X1,Middle East,2025-04-01,7879440.38,179
X1,Middle East,2025-05-01,6186059.17,136
X1,Middle East,2025-06-01,6855031.0200000005,150
X1,Middle East,2025-07-01,6401681.69,142
X1,Middle East,2025-08-01,6052054.59,135
X1,Middle East,2025-09-01,8192394.01,180
X1,Middle East,2025-10-01,5070755.34,110
X1,Middle East,2025-11-01,5795326.28,128
X1,Middle East,2025-12-01,6515076.78,144
X1,Middle East,2026-01-01,2577833.0,58
X1,Middle East,2026-02-01,8144334.25,182
X1,Middle East,2026-03-01,9862039.96,219
X1,Middle East,2026-04-01,3527782.4099999997,80
X1,Middle East,2026-05-01,6908336.47,152
X1,Middle East,2026-06-01,6771361.31,151
X1,Middle East,2026-07-01,4890046.44,109
X1,Middle East,2026-08-01,6342864.49,141
X1,Middle East,2026-09-01,6867983.06,152
X1,Middle East,2026-10-01,2552188.3,57
X1,Middle East,2026-11-01,4256110.46,96
X1,Middle East,2026-12-01,4797400.44,107
X1,North America,2024-01-01,15119063.0,338
X1,North America,2024-02-01,11858378.78,260
X1,North America,2024-03-01,11288419.25,252
X1,North America,2024-04-01,15950908.8,356
X1,North America,2024-05-01,13354675.47,294
X1,North America,2024-06-01,10865056.41,243
X1,North America,2024-07-01,12441746.77,274
X1,North America,2024-08-01,11636999.0,258
X1,North America,2024-09-01,7283543.44,159
X1,North America,2024-10-01,9074768.02,203
X1,North America,2024-11-01,10389008.09,232
X1,North America,2024-12-01,13899434.7,307
X1,North America,2025-01-01,15779978.5,353
X1,North America,2025-02-01,10511954.07,238
X1,North America,2025-03-01,12129368.44,266
X1,North America,2025-04-01,12490050.98,278
X1,North America,2025-05-01,12655124.75,279
X1,North America,2025-06-01,8094178.3100000005,182
X1,North America,2025-07-01,12649591.05,281
X1,North America,2025-08-01,15066969.18,332
X1,North America,2025-09-01,16443941.82,363
X1,North America,2025-10-01,9904931.33,222
X1,North America,2025-11-01,3164032.6100000003,71
X1,North America,2025-12-01,14591350.58,320
X1,North America,2026-01-01,17633172.38,391
X1,North America,2026-02-01,13798099.38,308
X1,North America,2026-03-01,15591351.35,349
X1,North America,2026-04-01,22804105.57,505
X1,North America,2026-05-01,15115054.0,339
X1,North America,2026-06-01,17697886.52,394
X1,North America,2026-07-01,18465456.580000002,410
X1,North America,2026-08-01,15109807.4,333
X1,North America,2026-09-01,10808384.61,241
X1,North America,2026-10-01,8272159.1,185
X1,North America,2026-11-01,9307271.69,210
X1,North America,2026-12-01,18230392.06,403
X1,Oceania,2024-01-01,4153730.03,93
X1,Oceania,2024-02-01,4216826.3100000005,96
X1,Oceania,2024-03-01,2117013.07,47
X1,Oceania,2024-04-01,2772890.68,62
X1,Oceania,2024-05-01,4051404.05,90
X1,Oceania,2024-06-01,3101109.8,68
X1,Oceania,2024-07-01,7221759.71,159
X1,Oceania,2024-08-01,1543609.37,35
X1,Oceania,2024-09-01,3550306.24,80
X1,Oceania,2024-10-01,3729643.9,83
X1,Oceania,2024-11-01,2924197.37,65
X1,Oceania,2024-12-01,2041559.0499999998,45
X1,Oceania,2025-01-01,4541244.22,100
X1,Oceania,2025-02-01,457418.30000000005,10
X1,Oceania,2025-03-01,2234371.4,50
X1,Oceania,2025-04-01,5481838.73,120
X1,Oceania,2025-05-01,3549889.07,80
X1,Oceania,2025-06-01,3584220.77,79
X1,Oceania,2025-07-01,4704668.4399999995,107
X1,Oceania,2025-08-01,6735993.239999999,149
X1,Oceania,2025-09-01,3356350.9,75
X1,Oceania,2025-10-01,733655.65,17
X1,Oceania,2025-11-01,4791837.93,105
X1,Oceania,2025-12-01,2419853.5300000003,53
X1,Oceania,2026-01-01,5159073.6,112
X1,Oceania,2026-02-01,6442206.9399999995,142
X1,Oceania,2026-03-01,2822228.28,65
X1,Oceania,2026-04-01,2736389.93,62
X1,Oceania,2026-05-01,2909763.74,64
X1,Oceania,2026-06-01,4823947.87,107
X1,Oceania,2026-07-01,2968379.9400000004,65
X1,Oceania,2026-08-01,2142760.49,47
X1,Oceania,2026-09-01,3740962.37,83
X1,Oceania,2026-10-01,2202615.2800000003,48
X1,Oceania,2026-11-01,3540631.52,78
X1,Oceania,2026-12-01,4222317.82,93
X3,Africa,2024-01-01,2344660.81,43
X3,Africa,2024-02-01,2117330.96,37
X3,Africa,2024-03-01,1760292.46,32
X3,Africa,2024-04-01,3085775.69,58
X3,Africa,2024-05-01,2861328.15,52
X3,Africa,2024-06-01,1686076.87,29
X3,Africa,2024-07-01,3224644.54,59
X3,Africa,2024-08-01,1020951.8999999999,18
X3,Africa,2024-09-01,1187477.04,21
X3,Africa,2024-10-01,3273696.12,60
X3,Africa,2024-11-01,1122443.46,21
X3,Africa,2024-12-01,3116011.5,57
X3,Africa,2025-01-01,632910.4099999999,11
X3,Africa,2025-02-01,2432101.52,43
X3,Africa,2025-03-01,3829092.67,69
X3,Africa,2025-05-01,4212958.02,75
X3,Africa,2025-06-01,559820.3,10
X3,Africa,2025-07-01,819171.99,15
X3,Africa,2025-08-01,2651527.77,48
X3,Africa,2025-09-01,1484049.05,26
X3,Africa,2025-10-01,996924.27,18
X3,Africa,2025-11-01,4432134.140000001,78
X3,Africa,2026-01-01,1173777.04,20
X3,Africa,2026-02-01,1302976.28,24
X3,Africa,2026-03-01,2570727.55,45
X3,Africa,2026-04-01,3709965.4699999997,65
X3,Africa,2026-05-01,2251841.69,40
X3,Africa,2026-06-01,3353163.15,61
X3,Africa,2026-07-01,3656731.95,65
X3,Africa,2026-08-01,2489201.85,45
X3,Africa,2026-09-01,992620.2799999999,18
X3,Africa,2026-10-01,1038605.8,19
X3,Africa,2026-11-01,858192.96,16
X3,Africa,2026-12-01,421456.49,7
X3,Asia,2024-01-01,15826192.86,286
X3,Asia,2024-02-01,20679509.39,370
X3,Asia,2024-03-01,19262253.46,342
X3,Asia,2024-04-01,11518836.77,206
X3,Asia,2024-05-01,21823457.16,383
X3,Asia,2024-06-01,20557253.04,367
X3,Asia,2024-07-01,21887591.16,393
X3,Asia,2024-08-01,20485777.88,367
X3,Asia,2024-09-01,15650879.15,281
X3,Asia,2024-10-01,14926778.92,266
X3,Asia,2024-11-01,12856333.95,226
X3,Asia,2024-12-01,13013873.32,236
X3,Asia,2025-01-01,24339808.55,437
X3,Asia,2025-02-01,13944386.0,252
X3,Asia,2025-03-01,24837932.8,449
X3,Asia,2025-04-01,27482149.46,488
X3,Asia,2025-05-01,17239338.12,307
X3,Asia,2025-06-01,19267799.23,344
X3,Asia,2025-07-01,25281258.55,452
X3,Asia,2025-08-01,13567217.06,240
X3,Asia,2025-09-01,15097638.55,268
X3,Asia,2025-10-01,18506791.07,330
X3,Asia,2025-11-01,15518797.52,278
X3,Asia,2025-12-01,26579177.900000002,471
X3,Asia,2026-01-01,29867493.64,533
X3,Asia,2026-02-01,16922180.49,302
X3,Asia,2026-03-01,22446197.17,404
X3,Asia,2026-04-01,16193287.75,286
X3,Asia,2026-05-01,16463290.379999999,292
X3,Asia,2026-06-01,14063263.65,252
X3,Asia,2026-07-01,13597049.06,239
X3,Asia,2026-08-01,25613665.2,454
X3,Asia,2026-09-01,16764736.77,302
X3,Asia,2026-10-01,17488812.830000002,312
X3,Asia,2026-11-01,14372488.08,256
X3,Asia,2026-12-01,19831511.51,355
X3,Europe,2024-01-01,14382397.22,257
X3,Europe,2024-02-01,11730707.879999999,212
X3,Europe,2024-03-01,16403816.57,292
X3,Europe,2024-04-01,10029855.79,178
X3,Europe,2024-05-01,15832113.53,282
X3,Europe,2024-06-01,15748263.48,281
X3,Europe,2024-07-01,7995716.54,143
X3,Europe,2024-08-01,11666263.09,211
X3,Europe,2024-09-01,10422704.93,185
X3,Europe,2024-10-01,13953581.5,248
X3,Europe,2024-11-01,13088032.01,232
X3,Europe,2024-12-01,10832702.23,196
X3,Europe,2025-01-01,14544261.26,261
X3,Europe,2025-02-01,8116100.75,145
X3,Europe,2025-03-01,20273586.35,362
X3,Europe,2025-04-01,11718203.37,211
X3,Europe,2025-05-01,18930588.53,337
X3,Europe,2025-06-01,13955060.12,249
X3,Europe,2025-07-01,9223294.05,162
X3,Europe,2025-08-01,18315206.43,330
X3,Europe,2025-09-01,15705955.74,280
X3,Europe,2025-10-01,11535960.36,207
X3,Europe,2025-11-01,11871810.5,217
X3,Europe,2025-12-01,9248574.74,163
X3,Europe,2026-01-01,16052294.25,291
X3,Europe,2026-02-01,14628216.87,260
X3,Europe,2026-03-01,17896414.29,316
X3,Europe,2026-04-01,13140154.620000001,235
X3,Europe,2026-05-01,21363903.77,380
X3,Europe,2026-06-01,17616799.08,315
X3,Europe,2026-07-01,13724599.35,249
X3,Europe,2026-08-01,18460334.97,330
X3,Europe,2026-09-01,17203383.64,308
X3,Europe,2026-10-01,14634135.15,262
X3,Europe,2026-11-01,17176308.02,304
X3,Europe,2026-12-01,13386392.02,237
X3,Middle East,2024-01-01,9188002.3,165
X3,Middle East,2024-02-01,5265132.56,93
X3,Middle East,2024-03-01,7895711.12,141
X3,Middle East,2024-04-01,5996378.14,106
X3,Middle East,2024-05-01,9499638.82,173
X3,Middle East,2024-06-01,10569276.49,189
X3,Middle East,2024-07-01,7421207.82,132
X3,Middle East,2024-08-01,3758216.92,67
X3,Middle East,2024-09-01,6285835.2700000005,112
X3,Middle East,2024-10-01,3920725.65,72
X3,Middle East,2024-11-01,6219474.65,114
X3,Middle East,2024-12-01,2854830.4899999998,52
X3,Middle East,2025-01-01,3509233.09,62
X3,Middle East,2025-02-01,3823580.27,68
X3,Middle East,2025-03-01,8065061.41,143
X3,Middle East,2025-04-01,10210837.48,182
X3,Middle East,2025-05-01,6719514.93,118
X3,Middle East,2025-06-01,10759287.0,191
X3,Middle East,2025-07-01,6367361.73,114
X3,Middle East,2025-08-01,4914015.22,88
X3,Middle East,2025-09-01,4363541.55,78
X3,Middle East,2025-10-01,4009173.65,72
X3,Middle East,2025-11-01,5630042.08,102
X3,Middle East,2025-12-01,6348118.68,113
X3,Middle East,2026-01-01,11136695.61,199
X3,Middle East,2026-02-01,5168184.51,92
X3,Middle East,2026-03-01,5861423.63,107
X3,Middle East,2026-04-01,7641665.7299999995,137
X3,Middle East,2026-05-01,16230159.67,291
X3,Middle East,2026-06-01,7652588.69,136
X3,Middle East,2026-07-01,7774751.05,138
X3,Middle East,2026-08-01,5319568.91,95
X3,Middle East,2026-09-01,2247109.37,41
X3,Middle East,2026-10-01,6843364.109999999,122
X3,Middle East,2026-11-01,2290238.04,42
X3,Middle East,2026-12-01,8110898.1,142
X3,North America,2024-01-01,16797098.93,297
X3,North America,2024-02-01,11078282.39,197
X3,North America,2024-03-01,21684916.27,386
X3,North America,2024-04-01,10507749.28,189
X3,North America,2024-05-01,16164468.5,290
X3,North America,2024-06-01,14191272.4,254
X3,North America,2024-07-01,13563383.73,247
X3,North America,2024-08-01,8669249.91,156
X3,North America,2024-09-01,11009560.209999999,198
X3,North America,2024-10-01,9317742.02,165
X3,North America,2024-11-01,9298970.46,165
X3,North America,2024-12-01,9099671.31,162
X3,North America,2025-01-01,18065556.86,319
X3,North America,2025-02-01,12642948.62,227
X3,North America,2025-03-01,18714518.23,333
X3,North America,2025-04-01,18712570.66,337
X3,North America,2025-05-01,16860701.06,300
X3,North America,2025-06-01,7711966.46,137
X3,North America,2025-07-01,17170628.4,305
X3,North America,2025-08-01,10732244.15,189
X3,North America,2025-09-01,13419285.5,235
X3,North America,2025-10-01,16300475.71,293
X3,North America,2025-11-01,8178980.720000001,146
X3,North America,2025-12-01,10542992.02,187
X3,North America,2026-01-01,13022641.66,233
X3,North America,2026-02-01,11894522.92,209
X3,North America,2026-03-01,14477353.7,258
X3,North America,2026-04-01,25121009.66,449
X3,North America,2026-05-01,17753038.150000002,316
X3,North America,2026-06-01,14919103.620000001,264
X3,North America,2026-07-01,14059498.89,251
X3,North America,2026-08-01,17866145.06,316
X3,North America,2026-09-01,8700716.31,154
X3,North America,2026-10-01,9195063.65,165
X3,North America,2026-11-01,12840017.62,228
X3,North America,2026-12-01,17093052.28,302
X3,Oceania,2024-01-01,2028423.2000000002,37
X3,Oceania,2024-02-01,5516227.05,99
X3,Oceania,2024-03-01,4633661.46,82
X3,Oceania,2024-04-01,2162709.23,38
X3,Oceania,2024-05-01,2724183.81,48
X3,Oceania,2024-06-01,6265600.79,109
X3,Oceania,2024-07-01,5526603.11,99
X3,Oceania,2024-08-01,4965884.33,86
X3,Oceania,2024-09-01,4500209.05,80
X3,Oceania,2024-10-01,4301066.28,78
X3,Oceania,2024-11-01,6137184.35,109
X3,Oceania,2024-12-01,4297542.02,76
X3,Oceania,2025-01-01,2183319.9,39
X3,Oceania,2025-02-01,2606316.99,47
X3,Oceania,2025-03-01,6613281.09,115
X3,Oceania,2025-04-01,4639504.26,82
X3,Oceania,2025-05-01,3978413.16,70
X3,Oceania,2025-06-01,5141537.98,93
X3,Oceania,2025-07-01,5276780.1,93
X3,Oceania,2025-08-01,4535891.24,80
X3,Oceania,2025-09-01,4462671.34,80
X3,Oceania,2025-10-01,2253104.42,40
X3,Oceania,2025-11-01,3643709.87,64
X3,Oceania,2025-12-01,5866622.12,106
X3,Oceania,2026-01-01,4162795.45,73
X3,Oceania,2026-02-01,4601134.53,83
X3,Oceania,2026-03-01,1872423.08,34
X3,Oceania,2026-04-01,4015955.34,73
X3,Oceania,2026-05-01,2220232.23,39
X3,Oceania,2026-06-01,5065678.92,90
X3,Oceania,2026-07-01,4543322.76,80
X3,Oceania,2026-08-01,6235566.54,112
X3,Oceania,2026-09-01,2614424.87,46
X3,Oceania,2026-10-01,1096761.59,19
X3,Oceania,2026-11-01,5135657.23,92
X3,Oceania,2026-12-01,5049831.79,91
X5,Africa,2024-01-01,1464973.5799999998,18
X5,Africa,2024-02-01,831961.1799999999,11
X5,Africa,2024-03-01,2656386.13,34
X5,Africa,2024-04-01,1406718.0,18
X5,Africa,2024-05-01,1438625.1,19
X5,Africa,2024-06-01,430406.82,6
X5,Africa,2024-07-01,154916.8,2
X5,Africa,2024-08-01,1005507.53,13
X5,Africa,2024-10-01,1459251.85,19
X5,Africa,2024-11-01,789707.26,10
X5,Africa,2024-12-01,830452.71,11
X5,Africa,2025-01-01,1235855.33,16
X5,Africa,2025-02-01,1555303.3900000001,20
X5,Africa,2025-03-01,893400.0,12
X5,Africa,2025-04-01,1201878.63,15
X5,Africa,2025-05-01,309687.76,4
X5,Africa,2025-06-01,894787.94,11
X5,Africa,2025-07-01,1061534.5099999998,13
X5,Africa,2025-08-01,457928.82,6
X5,Africa,2025-09-01,785329.2200000001,10
X5,Africa,2025-10-01,480506.22,6
X5,Africa,2025-11-01,1123108.4,14
X5,Africa,2025-12-01,244094.25,3
X5,Africa,2026-01-01,1163535.13,15
X5,Africa,2026-02-01,2023131.25,25
X5,Africa,2026-03-01,975528.07,13
X5,Africa,2026-04-01,1588372.5,20
