event_id,vehicle_id,timestamp,speed,battery_level,temperature,odometer,fault_code
EVT02609,BMW114,2026-09-04 17:08:27.809208,139,97,53,67010,F002
EVT02610,BMW191,2026-07-08 12:08:27.809220,31,69,97,106861,F004
EVT02611,BMW164,2026-05-17 23:08:27.809229,89,36,93,51250,F002
EVT02612,BMW099,2026-05-14 19:08:27.809238,61,72,103,96343,F002
EVT02613,BMW147,2026-05-28 02:08:27.809247,116,93,57,247811,
EVT02614,BMW149,2026-03-03 22:08:27.809257,150,30,106,233691,
EVT02615,BMW061,2026-07-21 07:08:27.809266,33,66,84,213222,F001
EVT02616,BMW026,2026-07-14 04:08:27.809275,90,26,61,169092,F005
EVT02617,BMW032,2026-09-04 02:08:27.809284,58,41,60,110618,F001
EVT02618,BMW096,2026-05-08 18:08:27.809294,60,99,75,179860,F004
EVT02619,BMW164,2026-05-07 07:08:27.809305,135,84,106,227273,F002
EVT02620,BMW080,2026-08-08 11:08:27.809316,1,82,63,59515,F001
EVT02621,BMW006,2026-03-16 00:08:27.809326,14,57,59,192107,F005
EVT02622,BMW025,2026-07-14 02:08:27.809336,135,25,76,28342,F003
EVT02623,BMW127,2026-06-02 05:08:27.809345,155,53,69,126830,F004
EVT02624,BMW179,2026-04-30 17:08:27.809355,109,13,91,200330,
EVT02625,BMW120,2026-06-15 07:08:27.809366,65,38,64,124461,F004
EVT02626,BMW007,2026-09-13 08:08:27.809376,84,41,76,75003,
EVT02627,BMW111,2026-08-17 19:08:27.809385,66,57,54,65030,F003
EVT02628,BMW117,2026-03-07 14:08:27.809395,24,92,78,124157,F002
EVT02629,BMW181,2026-05-17 16:08:27.809404,153,83,50,43026,F003
EVT02630,BMW064,2026-05-01 05:08:27.809417,87,89,105,101279,F004
EVT02631,BMW030,2026-06-21 10:08:27.809427,37,70,68,190025,F001
EVT02632,BMW132,2026-04-21 20:08:27.809437,88,16,77,135456,F003
EVT02633,BMW089,2026-04-12 13:08:27.809447,136,48,64,192217,F003
EVT02634,BMW145,2026-06-13 16:08:27.809457,155,11,65,158760,F005
EVT02635,BMW043,2026-06-19 03:08:27.809466,35,16,110,211565,F003
EVT02636,BMW040,2026-07-07 10:08:27.809475,5,81,60,27143,F001
EVT02637,BMW167,2026-07-27 14:08:27.809484,120,13,62,205739,F001
EVT02638,BMW144,2026-08-25 22:08:27.809494,111,51,105,195399,F001
EVT02639,BMW172,2026-05-06 05:08:27.809597,163,20,83,143044,F003
EVT02640,BMW185,2026-06-22 01:08:27.809610,127,54,93,117943,F001
EVT02641,BMW032,2026-08-08 14:08:27.809620,13,89,87,95879,F002
EVT02642,BMW080,2026-07-20 18:08:27.809666,81,15,85,216286,
EVT02643,BMW019,2026-04-12 19:08:27.809677,18,16,72,138459,F002
EVT02644,BMW058,2026-06-25 03:08:27.809686,52,89,65,179006,F003
EVT02645,BMW013,2026-06-10 19:08:27.809696,143,78,87,65966,
EVT02646,BMW074,2026-03-16 13:08:27.809707,168,59,101,86644,
EVT02647,BMW103,2026-07-18 08:08:27.809716,76,40,100,114149,F002
EVT02648,BMW022,2026-08-14 00:08:27.809725,3,97,64,187145,
EVT02649,BMW041,2026-06-29 05:08:27.809738,2,87,76,130736,
EVT02650,BMW176,2026-05-31 11:08:27.809748,171,73,57,117128,F005
EVT02651,BMW138,2026-07-23 02:08:27.809758,1,53,82,38062,
EVT02652,BMW199,2026-03-16 19:08:27.809767,148,82,79,233642,F003
EVT02653,BMW117,2026-05-17 10:08:27.809777,25,32,75,193796,F005
EVT02654,BMW194,2026-07-07 19:08:27.809787,56,46,81,246229,F004
EVT02655,BMW018,2026-06-17 09:08:27.809797,68,45,50,12425,F001
EVT02656,BMW164,2026-09-15 21:08:27.809806,69,50,87,180341,F003
EVT02657,BMW104,2026-06-23 22:08:27.809816,151,49,66,26301,F004
EVT02658,BMW066,2026-06-10 03:08:27.809825,117,29,76,75475,F002
EVT02659,BMW073,2026-08-26 12:08:27.814213,106,44,66,180406,F004
EVT02660,BMW156,2026-08-12 05:08:27.814236,172,33,62,101421,F002
EVT02661,BMW124,2026-09-04 06:08:27.814248,174,59,61,96569,F005
EVT02662,BMW050,2026-03-17 11:08:27.814258,10,84,72,72885,F002
EVT02663,BMW053,2026-03-07 15:08:27.814268,105,54,59,186495,F004
EVT02664,BMW197,2026-08-15 12:08:27.814278,56,97,110,214547,F005
EVT02665,BMW019,2026-07-01 17:08:27.814288,68,11,73,124335,F004
EVT02666,BMW107,2026-04-13 11:08:27.814297,166,39,104,183887,F005
EVT02667,BMW036,2026-02-25 20:08:27.814306,31,58,63,86404,F002
EVT02668,BMW184,2026-08-23 07:08:27.814316,8,82,86,158866,F002
EVT02669,BMW103,2026-08-11 11:08:27.814330,115,82,83,131558,F005
EVT02670,BMW074,2026-09-12 02:08:27.814339,117,63,87,73480,F001
EVT02671,BMW036,2026-04-15 20:08:27.814350,176,56,85,40637,F002
EVT02672,BMW001,2026-07-09 00:08:27.814359,0,35,97,65020,F003
EVT02673,BMW040,2026-06-23 07:08:27.814369,23,38,52,224169,F004
EVT02674,BMW092,2026-07-05 12:08:27.814378,49,57,73,191829,F004
EVT02675,BMW180,2026-08-09 02:08:27.814388,163,72,63,37673,F001
EVT02676,BMW004,2026-03-02 10:08:27.814398,60,66,57,112761,F003
EVT02677,BMW040,2026-05-10 21:08:27.814407,33,88,105,98206,
EVT02678,BMW065,2026-03-30 08:08:27.814417,29,32,104,21649,
EVT02679,BMW142,2026-03-14 06:08:27.814428,88,39,86,180611,F002
EVT02680,BMW051,2026-04-25 20:08:27.814438,152,72,110,120328,F005
EVT02681,BMW103,2026-02-27 08:08:27.814448,23,21,99,216446,F005
EVT02682,BMW106,2026-06-26 18:08:27.814457,131,13,102,183700,F005
EVT02683,BMW034,2026-03-25 09:08:27.814468,103,82,68,139971,F005
EVT02684,BMW096,2026-03-14 13:08:27.814479,133,92,101,130963,
EVT02685,BMW164,2026-08-29 23:08:27.814489,23,44,97,69404,F003
EVT02686,BMW089,2026-05-15 23:08:27.814532,113,60,93,247949,F004
EVT02687,BMW026,2026-07-24 11:08:27.814556,39,85,58,12123,F001
EVT02688,BMW156,2026-04-21 05:08:27.814570,97,19,84,180095,F001
EVT02689,BMW121,2026-03-09 06:08:27.814580,64,70,84,11260,F004
EVT02690,BMW010,2026-03-20 23:08:27.814590,18,32,91,34992,F005
EVT02691,BMW171,2026-08-24 05:08:27.814600,80,42,66,77815,F005
EVT02692,BMW120,2026-06-26 07:08:27.814610,99,63,91,56511,F004
EVT02693,BMW008,2026-08-26 15:08:27.814619,10,43,65,111408,F004
EVT02694,BMW140,2026-07-14 23:08:27.814630,65,11,103,175523,F005
EVT02695,BMW174,2026-04-02 21:08:27.814639,141,11,89,73654,F003
EVT02696,BMW070,2026-03-10 13:08:27.814649,113,75,91,161631,
EVT02697,BMW020,2026-04-06 15:08:27.814659,176,79,60,106981,
EVT02698,BMW074,2026-04-01 16:08:27.814669,105,37,78,141081,F002
EVT02699,BMW190,2026-02-25 16:08:27.814678,169,51,73,36378,F004
EVT02700,BMW198,2026-07-26 23:08:27.814688,110,19,54,75626,F004
EVT02701,BMW166,2026-08-12 14:08:27.814699,152,51,55,173657,F001
EVT02702,BMW015,2026-05-09 23:08:27.814709,174,21,83,180821,F002
EVT02703,BMW189,2026-06-05 22:08:27.814719,117,30,91,158638,F004
EVT02704,BMW173,2026-05-27 14:08:27.814728,98,20,56,220479,F003
EVT02705,BMW140,2026-08-26 02:08:27.814738,92,76,77,120252,
EVT02706,BMW056,2026-03-19 10:08:27.814747,126,50,63,40485,F003
EVT02707,BMW100,2026-04-13 09:08:27.814757,95,89,82,192219,F001
EVT02708,BMW008,2026-08-19 19:08:27.814771,149,95,55,51092,
EVT02709,BMW048,2026-08-25 22:08:27.814781,119,37,107,58010,F001
EVT02710,BMW146,2026-06-19 11:08:27.814792,77,40,88,163086,F005
EVT02711,BMW023,2026-05-21 07:08:27.814802,129,34,104,150586,F005
EVT02712,BMW152,2026-05-08 06:08:27.814812,23,30,109,143283,F003
EVT02713,BMW193,2026-09-09 00:08:27.814938,164,39,59,180473,
EVT02714,BMW082,2026-05-05 14:08:27.814951,58,12,95,199829,F001
EVT02715,BMW129,2026-04-30 18:08:27.814960,170,31,107,160086,
EVT02716,BMW056,2026-04-02 08:08:27.814970,120,67,91,174623,F005
EVT02717,BMW051,2026-02-22 22:08:27.814979,84,98,99,30806,F003
EVT02718,BMW104,2026-09-01 11:08:27.814989,128,17,70,205955,F003
EVT02719,BMW193,2026-09-02 04:08:27.814999,146,43,93,241226,F004
EVT02720,BMW162,2026-03-26 22:08:27.815010,120,43,74,129550,F004
EVT02721,BMW126,2026-07-21 11:08:27.815021,29,13,94,105543,F004
EVT02722,BMW099,2026-08-03 15:08:27.815030,74,70,109,85074,F005
EVT02723,BMW073,2026-03-29 02:08:27.815040,31,64,58,205548,F003
EVT02724,BMW184,2026-02-21 20:08:27.815049,171,80,50,71061,F005
EVT02725,BMW097,2026-08-13 06:08:27.815058,135,16,100,227392,F003
EVT02726,BMW113,2026-04-25 16:08:27.815068,175,13,100,77583,F004
EVT02727,BMW065,2026-02-25 12:08:27.815081,25,87,109,175608,F002
EVT02728,BMW131,2026-06-22 00:08:27.815091,55,54,83,214512,F001
EVT02729,BMW026,2026-05-24 10:08:27.815101,105,85,50,169280,F001
EVT02730,BMW138,2026-06-06 12:08:27.815111,123,83,78,143138,F001
EVT02731,BMW192,2026-07-23 11:08:27.815121,119,73,84,52755,F003
EVT02732,BMW085,2026-09-01 05:08:27.815131,109,30,75,234843,F003
EVT02733,BMW110,2026-08-13 11:08:27.815140,176,75,91,75565,F005
EVT02734,BMW031,2026-05-22 02:08:27.815150,65,89,96,39565,F005
EVT02735,BMW164,2026-05-02 16:08:27.815160,77,98,79,99710,F004
EVT02736,BMW094,2026-08-04 18:08:27.815170,45,36,68,149189,F001
EVT02737,BMW177,2026-08-03 17:08:27.815180,4,20,70,135919,F005
EVT02738,BMW018,2026-07-28 21:08:27.815189,123,13,89,199366,F004
EVT02739,BMW096,2026-05-22 22:08:27.815200,122,52,94,240737,F002
EVT02740,BMW168,2026-09-14 23:08:27.815209,122,76,54,175418,F005
EVT02741,BMW136,2026-08-14 18:08:27.815218,168,72,98,36287,F005
EVT02742,BMW093,2026-06-24 03:08:27.815228,95,91,97,57943,F003
EVT02743,BMW019,2026-04-09 12:08:27.815236,40,55,106,188880,F005
EVT02744,BMW133,2026-04-17 12:08:27.815245,78,17,92,220226,F001
EVT02745,BMW067,2026-04-15 02:08:27.815254,16,27,79,211370,
EVT02746,BMW116,2026-05-07 22:08:27.815264,96,28,98,225323,F005
EVT02747,BMW132,2026-08-17 13:08:27.815282,154,58,68,112572,F002
EVT02748,BMW134,2026-08-08 17:08:27.815292,43,69,68,38492,F004
EVT02749,BMW020,2026-09-15 09:08:27.815301,136,95,99,223509,F001
EVT02750,BMW047,2026-07-11 06:08:27.815312,151,99,105,68677,F003
EVT02751,BMW080,2026-08-07 14:08:27.815322,25,81,84,223202,F005
EVT02752,BMW156,2026-04-05 08:08:27.815331,141,67,53,160275,F005
EVT02753,BMW198,2026-02-24 15:08:27.815341,27,14,80,76117,F001
EVT02754,BMW005,2026-07-22 01:08:27.815350,108,34,82,73315,F002
EVT02755,BMW058,2026-06-24 15:08:27.815360,50,57,76,131844,F003
EVT02756,BMW122,2026-02-27 19:08:27.815369,95,58,77,66494,F003
EVT02757,BMW132,2026-05-23 02:08:27.815378,81,81,85,24412,F004
EVT02758,BMW172,2026-09-13 01:08:27.815388,123,21,69,170046,F001
EVT02759,BMW028,2026-05-11 19:08:27.815398,41,63,108,205294,F005
EVT02760,BMW020,2026-02-26 20:08:27.815407,9,33,51,193435,F005
EVT02761,BMW151,2026-06-15 00:08:27.815417,98,58,81,100167,F001
EVT02762,BMW052,2026-04-25 20:08:27.815426,108,35,68,82060,F001
EVT02763,BMW046,2026-06-15 06:08:27.815436,117,78,103,137838,F005
EVT02764,BMW052,2026-06-28 10:08:27.815445,70,77,76,116923,F002
EVT02765,BMW032,2026-08-13 01:08:27.815455,144,63,62,238708,F001
EVT02766,BMW066,2026-08-04 12:08:27.815466,28,57,60,114668,F004
EVT02767,BMW003,2026-04-20 10:08:27.815476,10,80,87,179950,F002
EVT02768,BMW174,2026-04-09 04:08:27.815485,66,88,92,121900,F004
EVT02769,BMW063,2026-06-01 06:08:27.815494,53,64,89,136622,F004
EVT02770,BMW177,2026-03-16 20:08:27.815550,87,49,89,184104,F005
EVT02771,BMW165,2026-03-10 03:08:27.815560,172,32,57,195062,
EVT02772,BMW143,2026-05-31 07:08:27.815568,152,34,81,145417,F001
EVT02773,BMW057,2026-07-18 11:08:27.815575,51,16,99,44989,F001
EVT02774,BMW013,2026-05-03 05:08:27.815583,61,94,65,235239,
EVT02775,BMW101,2026-05-29 22:08:27.815591,119,93,72,60516,F002
EVT02776,BMW015,2026-08-23 16:08:27.815600,11,40,94,44632,F003
EVT02777,BMW136,2026-06-09 13:08:27.815608,35,99,100,64857,F004
EVT02778,BMW195,2026-09-11 19:08:27.815617,118,54,59,101991,F003
EVT02779,BMW197,2026-05-12 23:08:27.815627,42,27,73,54172,F004
EVT02780,BMW058,2026-06-20 21:08:27.815635,82,55,66,72633,F002
EVT02781,BMW173,2026-05-23 20:08:27.815644,12,68,90,203931,F002
EVT02782,BMW065,2026-08-31 12:08:27.815654,175,47,87,171260,
EVT02783,BMW026,2026-05-15 12:08:27.815663,44,72,63,179750,F002
EVT02784,BMW195,2026-06-25 01:08:27.815671,118,17,83,133079,F002
EVT02785,BMW138,2026-03-21 17:08:27.815681,112,91,84,177433,F004
EVT02786,BMW163,2026-08-26 16:08:27.815693,84,45,108,26698,F004
EVT02787,BMW200,2026-06-15 19:08:27.815703,159,88,60,198462,F002
EVT02788,BMW160,2026-09-17 00:08:27.815712,92,77,75,239483,F003
EVT02789,BMW038,2026-03-24 00:08:27.815721,134,13,61,180799,F005
EVT02790,BMW189,2026-08-30 15:08:27.815731,47,80,97,103858,F001
EVT02791,BMW013,2026-09-11 15:08:27.815740,122,71,52,236233,F002
EVT02792,BMW197,2026-02-28 09:08:27.815750,164,94,66,231418,
EVT02793,BMW025,2026-05-29 02:08:27.815760,113,84,87,153558,F001
EVT02794,BMW077,2026-06-04 04:08:27.815769,98,76,66,23236,F005
EVT02795,BMW117,2026-02-27 01:08:27.815778,103,68,81,57211,F002
EVT02796,BMW119,2026-06-14 15:08:27.815789,2,43,51,99414,F004
EVT02797,BMW087,2026-06-20 20:08:27.815799,66,40,66,138181,
EVT02798,BMW021,2026-05-27 00:08:27.815808,158,35,91,139296,F005
EVT02799,BMW152,2026-05-08 21:08:27.815818,133,34,76,88206,F002
EVT02800,BMW018,2026-05-20 00:08:27.815827,126,27,78,113213,F001
EVT02801,BMW069,2026-05-28 19:08:27.815836,121,90,68,31814,F002
EVT02802,BMW196,2026-04-10 16:08:27.815846,141,51,71,67460,F005
EVT02803,BMW060,2026-06-17 00:08:27.815855,94,81,61,194246,F004
EVT02804,BMW088,2026-09-12 18:08:27.815864,33,36,57,110977,F003
EVT02805,BMW002,2026-03-17 16:08:27.815875,129,54,106,180691,F003
EVT02806,BMW058,2026-07-20 04:08:27.815885,97,10,70,72445,F004
EVT02807,BMW094,2026-04-25 02:08:27.815894,44,75,94,124887,F004
EVT02808,BMW174,2026-06-14 04:08:27.815904,123,68,89,66274,F001
EVT02809,BMW028,2026-04-04 05:08:27.815913,56,63,54,205987,F004
EVT02810,BMW110,2026-08-25 11:08:27.815922,128,23,91,29929,F001
EVT02811,BMW009,2026-05-28 05:08:27.815931,100,15,102,121788,F004
EVT02812,BMW090,2026-04-12 16:08:27.815940,161,94,80,156369,F004
EVT02813,BMW001,2026-03-27 10:08:27.815950,25,85,64,50339,F003
EVT02814,BMW053,2026-03-15 10:08:27.815959,23,95,57,163651,F003
EVT02815,BMW095,2026-07-08 07:08:27.815968,55,12,68,25005,F001
EVT02816,BMW198,2026-03-09 19:08:27.815977,134,32,89,104263,
EVT02817,BMW020,2026-04-04 05:08:27.815986,10,28,99,105378,F001
EVT02818,BMW029,2026-09-09 07:08:27.815995,115,54,95,177951,F002
EVT02819,BMW157,2026-08-25 14:08:27.816005,80,16,62,72776,F002
EVT02820,BMW111,2026-04-12 23:08:27.816015,92,60,58,84807,F005
EVT02821,BMW128,2026-04-03 17:08:27.816024,163,53,65,111285,F002
EVT02822,BMW135,2026-08-31 19:08:27.816034,106,22,56,130351,
EVT02823,BMW182,2026-03-21 06:08:27.816044,54,34,103,217640,F002
EVT02824,BMW104,2026-08-03 10:08:27.816053,62,48,63,14917,
EVT02825,BMW145,2026-05-19 11:08:27.816066,7,88,109,16344,F003
EVT02826,BMW144,2026-04-14 05:08:27.816075,76,18,70,54417,F002
EVT02827,BMW137,2026-07-28 06:08:27.816084,19,40,91,61093,F004
EVT02828,BMW124,2026-08-03 09:08:27.816096,92,68,76,202797,
EVT02829,BMW003,2026-09-14 22:08:27.816106,168,11,72,167199,F003
EVT02830,BMW157,2026-06-11 19:08:27.816116,158,71,95,50245,F005
EVT02831,BMW153,2026-04-02 19:08:27.816126,76,86,76,207218,F003
EVT02832,BMW193,2026-08-31 11:08:27.816135,0,66,94,100212,F002
EVT02833,BMW113,2026-07-31 21:08:27.816145,5,74,55,156166,F002
EVT02834,BMW197,2026-04-25 08:08:27.816155,161,29,70,112560,F004
EVT02835,BMW066,2026-08-07 21:08:27.816165,3,30,95,16358,F004
EVT02836,BMW104,2026-08-26 06:08:27.816174,149,77,102,103501,F005
EVT02837,BMW136,2026-07-31 19:08:27.816183,64,58,109,110412,F004
EVT02838,BMW200,2026-06-23 10:08:27.816192,65,18,91,13283,F001
EVT02839,BMW141,2026-03-06 18:08:27.816202,92,65,78,220198,F001
EVT02840,BMW162,2026-05-06 17:08:27.816211,123,32,95,234054,F001
EVT02841,BMW045,2026-04-15 14:08:27.816221,25,35,85,70575,F003
EVT02842,BMW116,2026-06-24 22:08:27.816230,119,79,75,185793,F005
EVT02843,BMW142,2026-08-27 09:08:27.816240,143,42,67,168477,F005
EVT02844,BMW128,2026-06-10 20:08:27.816251,64,36,104,138881,F004
EVT02845,BMW167,2026-06-08 17:08:27.816260,151,38,52,232216,F005
EVT02846,BMW123,2026-04-17 17:08:27.816270,7,25,87,43244,
EVT02847,BMW194,2026-05-08 21:08:27.816280,97,36,72,235899,F004
EVT02848,BMW080,2026-07-23 06:08:27.816289,31,70,96,139760,F003
EVT02849,BMW005,2026-08-12 14:08:27.816298,169,55,90,192649,F002
EVT02850,BMW004,2026-04-06 09:08:27.816308,131,45,106,226328,F001
EVT02851,BMW011,2026-09-15 00:08:27.816317,99,100,81,202232,F001
EVT02852,BMW032,2026-08-05 08:08:27.816327,56,100,98,146615,F004
EVT02853,BMW065,2026-05-03 01:08:27.816337,150,80,103,220957,F003
EVT02854,BMW098,2026-08-09 22:08:27.816346,25,60,103,199700,F001
EVT02855,BMW070,2026-08-19 14:08:27.816355,24,20,73,100588,F005
EVT02856,BMW156,2026-05-23 01:08:27.816364,157,29,73,81235,F002
EVT02857,BMW141,2026-08-22 14:08:27.816374,61,59,79,235398,F005
EVT02858,BMW008,2026-03-13 10:08:27.816383,168,22,100,142086,F001
EVT02859,BMW134,2026-09-11 03:08:27.816392,67,92,59,203493,F004
EVT02860,BMW193,2026-06-04 15:08:27.816404,151,51,101,84751,F002
EVT02861,BMW180,2026-06-03 03:08:27.816414,124,51,101,71260,
EVT02862,BMW111,2026-03-14 06:08:27.816424,38,75,106,174154,F002
EVT02863,BMW021,2026-05-17 08:08:27.816433,88,72,98,141533,
EVT02864,BMW161,2026-03-04 11:08:27.816444,161,43,93,160348,F003
EVT02865,BMW144,2026-07-28 00:08:27.816453,165,26,79,206386,F003
EVT02866,BMW118,2026-05-28 08:08:27.816463,102,89,53,17070,
EVT02867,BMW013,2026-09-05 04:08:27.816472,118,78,107,94021,F002
EVT02868,BMW130,2026-03-03 12:08:27.816482,136,92,61,148843,F002
EVT02869,BMW107,2026-04-07 09:08:27.816491,23,13,79,180071,
EVT02870,BMW035,2026-09-12 18:08:27.816543,68,80,57,73297,F002
EVT02871,BMW164,2026-09-11 22:08:27.816554,3,46,103,182032,F001
EVT02872,BMW008,2026-04-20 08:08:27.816563,90,98,53,103839,F004
EVT02873,BMW043,2026-07-05 13:08:27.816577,54,50,73,55737,F004
EVT02874,BMW099,2026-07-22 00:08:27.816587,160,25,79,170149,F003
EVT02875,BMW137,2026-06-24 13:08:27.816597,93,47,88,56716,
EVT02876,BMW027,2026-03-08 23:08:27.816607,50,84,106,221406,F002
EVT02877,BMW196,2026-08-07 10:08:27.816617,134,65,65,94672,F002
EVT02878,BMW181,2026-02-22 23:08:27.816626,80,57,99,244348,F004
EVT02879,BMW065,2026-08-09 20:08:27.816636,154,35,98,121201,F002
EVT02880,BMW179,2026-08-09 07:08:27.816647,64,23,108,150513,F003
EVT02881,BMW164,2026-05-09 08:08:27.816657,76,100,67,38825,F002
EVT02882,BMW071,2026-03-10 16:08:27.816667,18,90,50,117199,F001
EVT02883,BMW030,2026-08-21 14:08:27.816679,107,77,60,204719,F005
EVT02884,BMW071,2026-06-18 00:08:27.816689,14,21,66,68799,F002
EVT02885,BMW076,2026-04-13 08:08:27.816699,127,40,76,208531,F004
EVT02886,BMW090,2026-05-24 14:08:27.816713,163,48,86,75852,F001
EVT02887,BMW127,2026-04-30 15:08:27.816724,77,55,62,144393,
EVT02888,BMW122,2026-05-06 03:08:27.816733,169,71,55,40336,F001
EVT02889,BMW022,2026-04-12 18:08:27.816743,48,29,54,87921,F003
EVT02890,BMW065,2026-05-18 20:08:27.816753,37,63,94,37497,F003
EVT02891,BMW040,2026-06-06 06:08:27.816762,37,18,100,134176,F005
EVT02892,BMW040,2026-04-23 18:08:27.816774,1,62,73,56380,F002
EVT02893,BMW158,2026-05-20 06:08:27.816783,18,45,69,229923,F002
EVT02894,BMW132,2026-06-20 01:08:27.816793,109,41,102,202521,F005
EVT02895,BMW009,2026-04-16 14:08:27.816802,44,44,75,228777,F001
EVT02896,BMW139,2026-08-31 06:08:27.816811,67,46,83,125685,F003
EVT02897,BMW074,2026-03-04 13:08:27.816821,141,85,87,202114,
EVT02898,BMW160,2026-05-21 11:08:27.816830,135,44,80,149264,F003
EVT02899,BMW127,2026-09-11 18:08:27.816840,20,99,58,115331,
EVT02900,BMW173,2026-08-01 05:08:27.816849,180,37,51,216560,F002
EVT02901,BMW057,2026-06-29 09:08:27.816859,97,29,100,57988,F005
EVT02902,BMW079,2026-04-24 07:08:27.816868,158,25,56,123558,
EVT02903,BMW161,2026-02-28 07:08:27.816879,172,73,68,201145,F001
EVT02904,BMW068,2026-07-29 03:08:27.816889,171,77,64,76260,F001
EVT02905,BMW072,2026-04-22 14:08:27.816898,94,28,89,116013,F002
EVT02906,BMW184,2026-06-18 12:08:27.816908,172,99,63,142314,
EVT02907,BMW069,2026-03-05 02:08:27.816917,125,40,81,232812,
EVT02908,BMW118,2026-06-21 22:08:27.816926,179,73,87,224374,F002
EVT02909,BMW193,2026-03-11 06:08:27.816935,175,87,97,97550,F005
EVT02910,BMW151,2026-08-26 01:08:27.816945,133,77,95,215808,F002
EVT02911,BMW157,2026-06-16 00:08:27.816955,99,40,91,242758,F001
EVT02912,BMW116,2026-09-17 09:08:27.816965,132,22,51,25437,F003
EVT02913,BMW015,2026-06-29 15:08:27.816974,131,42,67,149743,F004
EVT02914,BMW027,2026-03-04 01:08:27.816983,69,45,62,243933,F002
EVT02915,BMW051,2026-04-23 23:08:27.816993,26,60,60,123469,F003
EVT02916,BMW119,2026-08-15 16:08:27.817001,86,55,69,59571,F004
EVT02917,BMW038,2026-09-02 16:08:27.817011,137,95,99,169161,F002
EVT02918,BMW006,2026-04-26 04:08:27.817020,69,53,101,106904,F001
EVT02919,BMW116,2026-09-06 11:08:27.817030,6,28,109,121775,F003
EVT02920,BMW176,2026-03-06 21:08:27.817039,63,55,92,38276,F005
EVT02921,BMW053,2026-04-03 01:08:27.817049,112,63,102,242320,F004
EVT02922,BMW072,2026-07-06 09:08:27.817061,93,18,58,79652,F004
EVT02923,BMW162,2026-05-28 03:08:27.817071,113,68,57,173827,F005
EVT02924,BMW199,2026-08-12 16:08:27.817083,19,37,77,55001,F004
EVT02925,BMW120,2026-06-17 23:08:27.817092,103,80,104,162523,F005
EVT02926,BMW018,2026-09-12 00:08:27.817102,35,26,82,178312,
EVT02927,BMW050,2026-03-14 00:08:27.817112,16,31,84,60388,F002
EVT02928,BMW119,2026-06-04 06:08:27.817121,157,33,81,76458,F003
EVT02929,BMW106,2026-02-27 06:08:27.817131,87,17,62,53482,F005
EVT02930,BMW198,2026-07-28 14:08:27.817140,144,42,91,234227,
EVT02931,BMW074,2026-08-18 23:08:27.817149,80,37,98,133993,
EVT02932,BMW161,2026-06-02 20:08:27.817158,84,30,82,215145,
EVT02933,BMW192,2026-08-20 19:08:27.817167,26,21,60,89737,F005
EVT02934,BMW133,2026-04-11 08:08:27.817176,101,97,109,207030,F001
EVT02935,BMW167,2026-08-12 03:08:27.817185,118,57,89,179274,F004
EVT02936,BMW111,2026-08-25 22:08:27.817195,60,37,77,219050,F004
EVT02937,BMW144,2026-05-17 11:08:27.817204,167,66,77,19149,F003
EVT02938,BMW005,2026-09-05 17:08:27.817214,61,57,70,173271,F001
EVT02939,BMW031,2026-04-29 20:08:27.817224,178,56,86,49798,F003
EVT02940,BMW075,2026-06-24 23:08:27.817233,63,63,98,66152,F004
EVT02941,BMW059,2026-05-24 00:08:27.817243,37,68,101,88265,F003
EVT02942,BMW065,2026-06-17 02:08:27.817255,84,25,86,189876,F004
EVT02943,BMW011,2026-06-06 14:08:27.817264,45,44,73,57679,F002
EVT02944,BMW122,2026-08-02 07:08:27.817274,8,76,75,222513,F005
EVT02945,BMW133,2026-09-15 01:08:27.817283,166,94,55,55604,F002
EVT02946,BMW173,2026-05-21 08:08:27.817292,169,18,90,22072,F005
EVT02947,BMW174,2026-06-08 21:08:27.817302,54,93,75,225809,F001
EVT02948,BMW185,2026-06-17 20:08:27.817311,11,78,52,205300,F001
EVT02949,BMW022,2026-03-18 02:08:27.817320,45,83,53,147281,F001
EVT02950,BMW077,2026-07-18 02:08:27.817329,106,73,72,148476,F005
EVT02951,BMW108,2026-04-12 03:08:27.817338,122,92,110,150405,F004
EVT02952,BMW161,2026-07-13 13:08:27.817348,68,10,61,173061,F003
EVT02953,BMW173,2026-03-21 12:08:27.817357,60,61,69,231886,F002
EVT02954,BMW171,2026-03-01 04:08:27.817367,72,47,90,88400,F002
EVT02955,BMW174,2026-04-03 13:08:27.817377,119,46,61,170595,F004
EVT02956,BMW145,2026-03-17 13:08:27.817387,100,85,110,102117,F005
EVT02957,BMW006,2026-06-11 12:08:27.817397,125,22,61,209768,F001
EVT02958,BMW088,2026-06-03 22:08:27.817406,151,87,51,159572,F003
EVT02959,BMW071,2026-04-17 05:08:27.817416,78,34,87,12257,F001
EVT02960,BMW143,2026-03-12 04:08:27.817425,148,13,79,140053,
EVT02961,BMW026,2026-08-17 11:08:27.817436,52,68,84,66533,F003
EVT02962,BMW125,2026-09-13 22:08:27.817445,89,40,92,78208,F005
EVT02963,BMW170,2026-07-05 18:08:27.817455,49,90,87,218008,F005
EVT02964,BMW097,2026-06-15 14:08:27.817464,51,21,79,157034,
EVT02965,BMW116,2026-04-28 18:08:27.817474,143,79,107,166987,F002
EVT02966,BMW153,2026-09-07 17:08:27.817483,119,44,50,48505,F003
EVT02967,BMW120,2026-05-16 02:08:27.817492,123,41,74,236634,F001
EVT02968,BMW007,2026-03-11 03:08:27.817551,8,86,61,80699,
