sale_date,model,region,country,units_sold,unit_price,revenue
2026-04-21,X5,Europe,France,16,75920.22,1214723.52
2026-04-21,iX,Africa,Egypt,4,85831.68,343326.72
2026-04-22,X1,Middle East,Saudi Arabia,14,47930.58,671028.12
2026-04-22,5 Series,Asia,India,26,62842.33,1633900.58
2026-04-22,X1,Asia,South Korea,17,46568.04,791656.68
2026-04-23,X1,Europe,Italy,13,44211.89,574754.57
2026-04-23,i4,Asia,China,9,58727.16,528544.44
2026-04-23,X5,Asia,Japan,8,80358.57,642868.56
2026-04-23,7 Series,Asia,South Korea,4,102761.91,411047.64
2026-04-23,iX,North America,Mexico,3,86242.26,258726.78
2026-04-24,2 Series,Asia,China,16,42122.24,673955.84
2026-04-24,i4,Asia,Japan,9,56244.61,506201.49
2026-04-26,X1,Asia,India,17,43095.77,732628.09
2026-04-26,X3,Europe,France,23,59959.92,1379078.16
2026-04-26,X3,Asia,India,15,52902.02,793530.3
2026-04-26,i4,Asia,India,10,59754.23,597542.3
2026-04-26,X3,Middle East,Saudi Arabia,11,59368.45,653052.95
2026-04-27,X5,North America,USA,15,84191.81,1262877.15
2026-04-27,i4,Asia,Japan,9,59484.7,535362.3
2026-04-28,3 Series,North America,Mexico,22,47144.55,1037180.1
2026-04-28,3 Series,Middle East,UAE,9,48520.5,436684.5
2026-04-28,5 Series,Europe,UK,18,58463.48,1052342.64
2026-04-29,3 Series,Europe,Germany,18,51712.56,930826.08
2026-04-29,X3,Asia,South Korea,19,55824.59,1060667.21
2026-04-30,5 Series,Asia,Japan,13,63159.23,821069.99
2026-05-01,X3,Asia,Japan,19,56902.22,1081142.18
2026-05-01,X5,North America,Mexico,8,76303.7,610429.6
2026-05-02,X1,Oceania,Australia,7,45136.6,315956.2
2026-05-02,5 Series,Asia,India,16,59860.81,957772.96
2026-05-03,3 Series,Europe,France,12,48251.02,579012.24
2026-05-04,X5,Europe,France,13,78428.76,1019573.88
2026-05-05,X5,Europe,France,7,76074.77,532523.39
2026-05-05,X3,Middle East,Qatar,20,60472.04,1209440.8
2026-05-06,2 Series,Asia,Japan,14,43703.84,611853.76
2026-05-06,X1,North America,Mexico,14,45848.98,641885.72
2026-05-06,X5,Europe,Italy,6,79004.33,474025.98
2026-05-07,5 Series,Oceania,New Zealand,7,62328.17,436297.19
2026-05-07,X3,Asia,Japan,22,54093.38,1190054.36
2026-05-08,2 Series,Middle East,Qatar,12,43538.67,522464.04
2026-05-08,2 Series,Middle East,Saudi Arabia,10,40535.01,405350.1
2026-05-08,3 Series,Asia,Japan,16,48704.09,779265.44
2026-05-08,X5,Oceania,New Zealand,13,76886.39,999523.07
2026-05-08,3 Series,Asia,India,16,49887.04,798192.64
2026-05-09,X7,Oceania,Australia,4,118880.45,475521.8
2026-05-10,X3,Europe,UK,14,57093.26,799305.64
2026-05-10,X3,Asia,India,20,53105.21,1062104.2
2026-05-11,X3,Europe,France,12,58928.73,707144.76
2026-05-11,iX,Asia,Japan,9,87153.88,784384.92
2026-05-11,5 Series,Asia,China,17,63504.1,1079569.7
2026-05-12,5 Series,Middle East,Qatar,13,58809.04,764517.52
2026-05-12,X3,Asia,Japan,11,55265.91,607925.01
2026-05-12,X1,North America,Mexico,16,45912.38,734598.08
2026-05-12,X3,Oceania,Australia,6,59988.62,359931.72
2026-05-12,5 Series,Europe,UK,21,63841.82,1340678.22
2026-05-13,2 Series,North America,Canada,8,39787.4,318299.2
2026-05-14,X1,Africa,Morocco,6,46360.68,278164.08
2026-05-14,3 Series,Asia,Japan,17,43749.12,743735.04
2026-05-15,X5,North America,Canada,10,76335.29,763352.9
2026-05-15,3 Series,Asia,South Korea,11,47579.82,523378.02
2026-05-15,X3,North America,USA,21,54730.28,1149335.88
2026-05-16,X1,Asia,South Korea,19,43432.32,825214.08
2026-05-17,7 Series,Middle East,Qatar,5,95122.34,475611.7
2026-05-17,3 Series,Europe,France,13,46296.73,601857.49
2026-05-17,7 Series,Europe,UK,6,96556.1,579336.6
2026-05-18,iX,Europe,France,11,89336.45,982700.95
2026-05-18,3 Series,Oceania,Australia,6,48113.84,288683.04
2026-05-18,X1,Europe,UK,29,47588.55,1380067.95
2026-05-19,iX,Europe,Germany,7,84559.48,591916.36
2026-05-19,X1,Europe,UK,17,47884.1,814029.7
2026-05-19,X3,North America,USA,17,56487.9,960294.3
2026-05-20,iX,Europe,France,11,88351.62,971867.82
2026-05-20,X3,North America,USA,19,54620.75,1037794.25
2026-05-21,X7,Middle East,Saudi Arabia,4,114581.2,458324.8
2026-05-23,7 Series,Asia,China,4,100233.15,400932.6
2026-05-23,5 Series,Middle East,Qatar,10,59702.82,597028.2
2026-05-24,3 Series,Asia,India,7,49577.45,347042.15
2026-05-25,5 Series,Asia,South Korea,14,63073.27,883025.78
2026-05-26,2 Series,Asia,Japan,10,42847.16,428471.6
2026-05-26,X5,Oceania,Australia,7,77949.46,545646.22
2026-05-27,X1,Europe,UK,18,44177.64,795197.52
2026-05-27,3 Series,Europe,UK,14,48100.8,673411.2
2026-05-27,7 Series,Asia,South Korea,8,100496.05,803968.4
2026-05-28,i4,Asia,China,13,61019.18,793249.34
2026-05-28,2 Series,North America,Canada,8,44200.23,353601.84
2026-05-30,X1,Africa,Morocco,10,48437.21,484372.1
2026-05-30,X1,North America,USA,13,48782.49,634172.37
2026-05-31,X3,Europe,Germany,23,58811.25,1352658.75
2026-05-31,7 Series,Asia,China,11,98833.09,1087163.99
2026-05-31,X5,North America,Mexico,8,75366.81,602934.48
2026-05-31,i4,Europe,Germany,10,55513.38,555133.8
2026-05-31,iX,North America,Mexico,12,89770.15,1077241.8
2026-06-01,i4,North America,USA,10,58389.86,583898.6
2026-06-01,iX,North America,Canada,8,88326.8,706614.4
2026-06-01,3 Series,Oceania,New Zealand,11,49586.74,545454.14
2026-06-02,X5,Europe,Germany,14,77900.09,1090601.26
2026-06-03,i4,Asia,China,15,57859.07,867886.05
2026-06-03,2 Series,Asia,Japan,7,40337.39,282361.73
2026-06-03,X3,Europe,France,17,54545.23,927268.91
2026-06-04,X1,Europe,Italy,22,46968.01,1033296.22
2026-06-04,3 Series,Oceania,New Zealand,10,50037.79,500377.9
2026-06-04,3 Series,North America,Mexico,18,49685.11,894331.98
2026-06-05,2 Series,Europe,Germany,10,43713.9,437139.0
2026-06-05,5 Series,North America,USA,7,62581.2,438068.4
2026-06-05,7 Series,North America,USA,5,101259.11,506295.55
2026-06-05,iX,Asia,India,7,86763.01,607341.07
2026-06-05,X3,Europe,Italy,17,58639.28,996867.76
2026-06-06,7 Series,Middle East,UAE,5,90858.4,454292.0
2026-06-07,X3,Oceania,Australia,5,51111.74,255558.7
2026-06-08,X3,Asia,India,15,57119.54,856793.1
2026-06-09,2 Series,Europe,UK,19,42721.51,811708.69
2026-06-09,5 Series,Europe,Italy,12,61720.34,740644.08
2026-06-09,i4,Asia,China,11,56563.9,622202.9
2026-06-10,X5,Middle East,UAE,7,83520.54,584643.78
2026-06-10,X1,Middle East,Qatar,10,45703.82,457038.2
2026-06-11,7 Series,Europe,France,4,102479.19,409916.76
2026-06-11,i4,Europe,France,11,59248.37,651732.07
2026-06-12,X3,Africa,Egypt,7,54473.8,381316.6
2026-06-12,X1,Africa,Morocco,8,42325.18,338601.44
2026-06-12,X1,Asia,India,15,42967.01,644505.15
2026-06-13,X5,North America,USA,7,82495.74,577470.18
2026-06-13,i4,Asia,Japan,11,59733.04,657063.44
2026-06-14,i4,North America,USA,8,57433.87,459470.96
2026-06-14,X3,Middle East,Qatar,12,52606.85,631282.2
2026-06-14,5 Series,North America,Mexico,12,68332.44,819989.28
2026-06-15,X1,Asia,China,18,44690.86,804435.48
2026-06-15,X5,Middle East,Saudi Arabia,8,77770.95,622167.6
2026-06-16,3 Series,Asia,India,16,48024.0,768384.0
2026-06-16,X7,Middle East,UAE,1,115635.78,115635.78
2026-06-17,X1,North America,Mexico,10,49097.48,490974.8
2026-06-19,iX,Europe,Germany,5,87276.46,436382.3
2026-06-20,3 Series,Oceania,Australia,11,49574.54,545319.94
2026-06-20,i4,Europe,France,11,61423.79,675661.69
2026-06-21,X1,Europe,Germany,15,45101.06,676515.9
2026-06-22,X1,Asia,South Korea,16,43475.79,695612.64
2026-06-22,X1,Asia,India,21,44426.84,932963.64
2026-06-22,X7,Europe,UK,4,117663.19,470652.76
2026-06-22,3 Series,Asia,South Korea,27,49595.32,1339073.64
2026-06-24,7 Series,North America,USA,3,90917.2,272751.6
2026-06-25,3 Series,Asia,India,16,48726.25,779620.0
2026-06-26,X7,Asia,India,2,111581.45,223162.9
2026-06-26,iX,Europe,Germany,4,88002.75,352011.0
2026-06-26,i4,Middle East,UAE,8,56015.95,448127.6
2026-06-28,i4,Middle East,Qatar,7,63135.02,441945.14
2026-06-28,iX,Asia,South Korea,7,83295.43,583068.01
2026-06-28,3 Series,Oceania,New Zealand,17,48561.32,825542.44
2026-06-29,5 Series,Asia,Japan,12,59884.81,718617.72
2026-06-30,i4,Asia,China,10,58069.75,580697.5
2026-06-30,X3,Asia,China,19,55624.6,1056867.4
2026-06-30,iX,Middle East,Qatar,6,84057.78,504346.68
2026-07-01,5 Series,North America,Mexico,3,63785.22,191355.66
2026-07-01,X1,Oceania,Australia,12,45071.52,540858.24
2026-07-01,5 Series,North America,Mexico,10,64403.7,644037.0
2026-07-02,X1,Asia,India,19,45773.24,869691.56
2026-07-02,3 Series,Europe,Italy,9,48563.33,437069.97
2026-07-03,7 Series,Asia,Japan,3,97786.12,293358.36
2026-07-03,X5,Asia,South Korea,12,74069.99,888839.88
2026-07-04,X5,Europe,Germany,9,80548.23,724934.07
2026-07-04,X3,Europe,Italy,10,54791.01,547910.1
2026-07-04,iX,North America,Canada,6,83247.25,499483.5
2026-07-04,X1,Asia,Japan,27,45284.34,1222677.18
2026-07-05,X5,Europe,France,9,82866.1,745794.9
2026-07-05,3 Series,Oceania,Australia,9,49015.87,441142.83
2026-07-05,2 Series,North America,Canada,13,41730.2,542492.6
2026-07-05,2 Series,Asia,South Korea,18,41121.69,740190.42
2026-07-06,7 Series,Asia,Japan,1,95851.74,95851.74
2026-07-06,iX,Europe,Germany,3,86363.6,259090.8
2026-07-06,X7,North America,Mexico,3,120979.78,362939.34
2026-07-07,iX,Europe,Germany,12,86553.97,1038647.64
2026-07-07,3 Series,Europe,Italy,13,47949.31,623341.03
2026-07-07,X1,Asia,South Korea,11,47164.89,518813.79
2026-07-07,X5,Asia,China,7,81941.22,573588.54
2026-07-08,3 Series,Europe,UK,17,46968.27,798460.59
2026-07-10,5 Series,North America,Canada,11,61871.07,680581.77
2026-07-10,X1,Oceania,Australia,11,45127.8,496405.8
2026-07-10,X3,Europe,Germany,18,53768.77,967837.86
2026-07-10,i4,Europe,France,11,57768.46,635453.06
2026-07-11,7 Series,North America,Mexico,5,97388.88,486944.4
2026-07-12,iX,Asia,Japan,10,86685.05,866850.5
2026-07-13,5 Series,Europe,UK,13,60893.89,791620.57
2026-07-13,5 Series,North America,Canada,12,68040.8,816489.6
2026-07-13,X1,North America,Canada,21,45468.03,954828.63
2026-07-15,X3,Asia,China,16,58597.85,937565.6
2026-07-15,X1,Europe,UK,19,44617.18,847726.42
2026-07-15,iX,North America,USA,8,92686.2,741489.6
2026-07-15,i4,Asia,China,9,62243.14,560188.26
2026-07-16,X7,North America,Canada,3,114926.12,344778.36
2026-07-17,i4,Oceania,New Zealand,8,54410.07,435280.56
2026-07-17,X3,Europe,France,19,54838.98,1041940.62
2026-07-17,5 Series,Asia,South Korea,8,62366.73,498933.84
2026-07-18,X5,Asia,India,9,77694.66,699251.94
2026-07-18,X1,North America,Canada,10,45823.44,458234.4
2026-07-19,3 Series,Middle East,Qatar,7,46702.72,326919.04
2026-07-19,7 Series,Oceania,New Zealand,2,100769.92,201539.84
2026-07-20,X1,Asia,India,20,44532.86,890657.2
2026-07-21,X1,Europe,Germany,14,44180.37,618525.18
2026-07-21,X5,Middle East,UAE,6,78077.71,468466.26
2026-07-21,2 Series,Africa,South Africa,7,42878.65,300150.55
2026-07-21,7 Series,Africa,Egypt,3,99953.09,299859.27
2026-07-21,iX,Middle East,Saudi Arabia,6,87066.58,522399.48
2026-07-22,7 Series,Asia,Japan,6,94425.79,566554.74
2026-07-22,X3,Europe,Italy,21,56854.0,1193934.0
2026-07-22,X5,Europe,UK,4,79341.56,317366.24
2026-07-23,X7,Africa,Morocco,2,114382.34,228764.68
2026-07-23,iX,North America,USA,5,80089.38,400446.9
2026-07-23,X1,Asia,India,17,46050.61,782860.37
2026-07-24,X5,Oceania,Australia,7,76452.99,535170.93
2026-07-25,5 Series,Asia,India,11,60007.92,660087.12
2026-07-26,3 Series,Europe,Germany,14,44941.73,629184.22
2026-07-27,X3,North America,Canada,19,56687.47,1077061.93
2026-07-28,X7,Asia,India,7,119476.2,836333.4
2026-07-28,5 Series,Asia,China,11,55486.8,610354.8
2026-07-30,X5,Europe,France,8,83681.99,669455.92
2026-07-31,2 Series,North America,Canada,14,41424.3,579940.2
2026-07-31,5 Series,Middle East,Qatar,11,61209.49,673304.39
2026-08-01,X3,North America,Canada,15,55393.79,830906.85
2026-08-01,3 Series,Oceania,New Zealand,12,46779.07,561348.84
2026-08-01,5 Series,Asia,Japan,12,63457.22,761486.64
2026-08-01,i4,Asia,China,7,60523.77,423666.39
2026-08-04,X3,North America,Mexico,22,58068.68,1277510.96
2026-08-06,X1,Asia,China,20,47948.0,958960.0
2026-08-06,7 Series,Oceania,Australia,2,97247.38,194494.76
2026-08-07,5 Series,Oceania,Australia,6,60460.71,362764.26
2026-08-07,i4,Europe,Italy,8,61282.77,490262.16
2026-08-07,X3,Europe,UK,14,56444.3,790220.2
2026-08-08,X3,Asia,Japan,22,55668.52,1224707.44
2026-08-09,5 Series,North America,Mexico,10,61655.73,616557.3
2026-08-09,X3,Europe,Germany,14,54940.86,769172.04
2026-08-10,X1,North America,Mexico,16,45367.04,725872.64
2026-08-11,2 Series,Asia,China,11,42784.22,470626.42
2026-08-12,5 Series,Europe,Italy,9,65182.39,586641.51
2026-08-12,X1,Asia,India,22,46397.82,1020752.04
2026-08-12,5 Series,Asia,China,18,62456.93,1124224.74
2026-08-12,X3,North America,Mexico,18,55654.04,1001772.72
2026-08-13,7 Series,Europe,Germany,4,98550.57,394202.28
2026-08-13,5 Series,Asia,China,9,62905.75,566151.75
2026-08-14,X3,Oceania,Australia,16,56817.9,909086.4
2026-08-14,3 Series,North America,Mexico,15,47974.28,719614.2
2026-08-14,X1,Asia,Japan,29,44579.49,1292805.21
2026-08-15,X1,North America,Canada,18,43314.81,779666.58
2026-08-15,3 Series,Asia,Japan,17,45867.59,779749.03
2026-08-15,X1,North America,Mexico,17,45798.56,778575.52
2026-08-16,2 Series,Europe,Italy,11,42560.7,468167.7
2026-08-17,5 Series,Oceania,Australia,7,60666.92,424668.44
2026-08-17,iX,Africa,Egypt,2,82337.07,164674.14
2026-08-17,X1,Europe,Italy,16,45685.5,730968.0
2026-08-17,3 Series,Europe,Germany,13,51057.5,663747.5
2026-08-18,X1,North America,USA,13,48047.16,624613.08
2026-08-18,3 Series,Middle East,Qatar,14,52523.2,735324.8
2026-08-19,5 Series,Europe,Italy,7,63148.08,442036.56
2026-08-19,2 Series,Europe,Italy,12,41844.49,502133.88
2026-08-19,2 Series,North America,USA,5,40531.01,202655.05
2026-08-19,7 Series,Asia,Japan,5,101729.97,508649.85
2026-08-20,X1,North America,USA,19,45843.35,871023.65
2026-08-20,X5,North America,Canada,10,75547.66,755476.6
2026-08-21,iX,North America,USA,8,86500.07,692000.56
2026-08-21,i4,North America,USA,8,59956.62,479652.96
2026-08-22,5 Series,Asia,Japan,10,65232.87,652328.7
2026-08-22,X5,Europe,France,9,76389.55,687505.95
2026-08-23,X5,Oceania,Australia,9,79902.77,719124.93
2026-08-24,3 Series,North America,USA,12,46419.08,557028.96
2026-08-24,i4,Europe,Germany,6,57391.38,344348.28
2026-08-24,X3,Europe,UK,12,54535.14,654421.68
2026-08-25,2 Series,North America,Canada,9,42866.0,385794.0
2026-08-25,5 Series,Europe,UK,6,65407.14,392442.84
2026-08-25,5 Series,Middle East,Saudi Arabia,9,63921.7,575295.3
2026-08-26,i4,North America,Mexico,6,63344.14,380064.84
2026-08-27,X3,Europe,UK,17,57892.59,984174.03
2026-08-28,X1,Asia,South Korea,19,43383.92,824294.48
2026-08-28,X1,Middle East,Qatar,14,43976.29,615668.06
2026-08-29,X5,Asia,Japan,5,73834.74,369173.7
2026-08-29,X3,North America,Canada,12,55377.05,664524.6
2026-08-29,3 Series,Middle East,Saudi Arabia,15,45629.86,684447.9
2026-08-29,iX,Europe,UK,2,90606.06,181212.12
2026-08-29,i4,North America,Canada,8,57493.81,459950.48
2026-08-29,2 Series,North America,Mexico,19,41646.76,791288.44
2026-08-30,5 Series,Middle East,Saudi Arabia,7,60568.66,423980.62
2026-08-31,X3,Oceania,New Zealand,10,55615.2,556152.0
2026-09-01,i4,Asia,India,9,57138.08,514242.72
2026-09-01,iX,Asia,India,8,91677.6,733420.8
2026-09-01,3 Series,North America,Mexico,16,48256.47,772103.52
2026-09-01,7 Series,Asia,Japan,3,104301.73,312905.19
2026-09-01,X1,North America,Mexico,15,46728.25,700923.75
2026-09-01,X1,Middle East,UAE,15,42398.98,635984.7
2026-09-02,i4,Europe,UK,10,59623.85,596238.5
2026-09-04,5 Series,North America,Canada,11,60521.4,665735.4
2026-09-04,2 Series,Oceania,Australia,16,43931.8,702908.8
2026-09-05,X1,Asia,India,18,45104.1,811873.8
2026-09-05,3 Series,North America,USA,17,48236.62,820022.54
2026-09-05,5 Series,North America,Mexico,14,60135.23,841893.22
2026-09-05,3 Series,Africa,Egypt,10,49767.0,497670.0
2026-09-06,X3,North America,USA,13,57420.67,746468.71
2026-09-06,X5,Europe,Italy,13,77816.02,1011608.26
2026-09-06,i4,North America,USA,5,57250.67,286253.35
2026-09-07,2 Series,Asia,India,12,40988.0,491856.0
2026-09-07,X7,Europe,France,4,117724.9,470899.6
2026-09-07,X3,Asia,India,13,58981.81,766763.53
2026-09-08,X1,Asia,South Korea,18,43413.58,781444.44
2026-09-09,2 Series,Asia,South Korea,14,41327.2,578580.8
2026-09-09,X3,Asia,China,19,52015.32,988291.08
2026-09-09,X1,Europe,Germany,15,44933.65,674004.75
2026-09-09,X5,North America,Canada,7,81381.26,569668.82
2026-09-10,5 Series,North America,Canada,14,62643.11,877003.54
2026-09-11,2 Series,Asia,South Korea,13,41514.65,539690.45
2026-09-11,X5,Asia,India,11,75267.98,827947.78
2026-09-11,X3,Asia,China,10,61207.73,612077.3
2026-09-13,iX,North America,Canada,4,89524.2,358096.8
2026-09-13,X3,Africa,South Africa,5,51317.21,256586.05
2026-09-13,3 Series,North America,Mexico,15,44953.77,674306.55
2026-09-13,iX,Middle East,Qatar,4,84959.5,339838.0
2026-09-14,X7,Asia,South Korea,3,120193.77,360581.31
2026-09-14,3 Series,Asia,China,10,45325.2,453252.0
2026-09-15,iX,North America,Mexico,11,95049.68,1045546.48
2026-09-17,7 Series,Europe,UK,2,93942.27,187884.54
2026-09-17,3 Series,Europe,Germany,15,45156.21,677343.15
2026-09-17,X3,Africa,South Africa,11,55771.35,613484.85
2026-09-17,5 Series,North America,USA,10,62298.05,622980.5
2026-09-18,2 Series,Asia,South Korea,7,42274.68,295922.76
2026-09-18,2 Series,Europe,France,20,40625.79,812515.8
2026-09-19,7 Series,Asia,India,3,99546.84,298640.52
2026-09-20,7 Series,Asia,India,5,100808.37,504041.85
2026-09-20,X5,Asia,South Korea,13,78384.62,1019000.06
2026-09-20,X1,Middle East,Saudi Arabia,16,43232.09,691713.44
2026-09-21,X7,Oceania,New Zealand,5,110673.53,553367.65
2026-09-22,7 Series,Asia,India,2,97813.63,195627.26
2026-09-23,X3,Oceania,Australia,12,56412.32,676947.84
2026-09-24,X3,Europe,Italy,9,56820.55,511384.95
2026-09-24,iX,Asia,South Korea,9,85640.95,770768.55
2026-09-25,X3,Europe,Italy,16,58019.95,928319.2
2026-09-25,X1,Oceania,New Zealand,5,46610.34,233051.7
2026-09-25,5 Series,North America,Canada,11,66081.25,726893.75
2026-09-26,3 Series,Asia,India,12,45590.73,547088.76
2026-09-26,2 Series,Asia,India,11,42299.62,465295.82
2026-09-26,7 Series,Asia,South Korea,6,97226.0,583356.0
2026-09-27,2 Series,North America,Canada,7,45722.61,320058.27
2026-09-28,5 Series,Asia,China,8,63527.42,508219.36
2026-09-28,2 Series,Europe,UK,17,42147.36,716505.12
2026-09-29,X1,Asia,India,21,44249.83,929246.43
2026-09-29,X5,Europe,UK,3,83436.44,250309.32
2026-09-29,7 Series,Oceania,New Zealand,3,104001.05,312003.15
2026-09-30,iX,Europe,Germany,7,88652.91,620570.37
2026-09-30,X1,Asia,South Korea,13,43104.96,560364.48
2026-09-30,X3,Asia,India,18,54719.47,984950.46
2026-10-01,3 Series,North America,USA,7,49537.23,346760.61
2026-10-01,7 Series,Europe,UK,2,96473.83,192947.66
2026-10-01,5 Series,Europe,France,8,65015.44,520123.52
2026-10-01,5 Series,North America,Mexico,8,61370.62,490964.96
2026-10-02,2 Series,North America,USA,14,41704.69,583865.66
2026-10-02,X1,Asia,India,9,44543.28,400889.52
2026-10-02,X5,Europe,Italy,10,75926.09,759260.9
2026-10-02,2 Series,Asia,India,9,40671.25,366041.25
2026-10-03,X3,Asia,Japan,14,60938.26,853135.64
2026-10-03,X3,Asia,India,20,56516.83,1130336.6
2026-10-04,X5,Asia,Japan,9,82081.18,738730.62
2026-10-05,X1,Europe,France,15,46932.58,703988.7
2026-10-06,7 Series,Asia,South Korea,6,101054.49,606326.94
2026-10-08,X5,Africa,South Africa,1,77649.84,77649.84
2026-10-08,3 Series,Africa,Egypt,10,48243.94,482439.4
2026-10-09,2 Series,Oceania,Australia,8,44457.08,355656.64
2026-10-09,5 Series,Middle East,Qatar,12,63948.96,767387.52
2026-10-10,3 Series,Europe,Germany,16,47934.5,766952.0
2026-10-11,3 Series,North America,Mexico,18,46320.93,833776.74
2026-10-11,2 Series,Middle East,Saudi Arabia,10,42002.64,420026.4
2026-10-12,X3,Asia,South Korea,14,55451.57,776321.98
2026-10-13,X1,North America,Mexico,16,43539.1,696625.6
2026-10-13,2 Series,Asia,China,11,41398.58,455384.38
2026-10-14,3 Series,North America,Mexico,11,48182.64,530009.04
2026-10-15,2 Series,North America,Mexico,15,41730.55,625958.25
2026-10-15,X1,North America,Mexico,14,43540.95,609573.3
2026-10-15,X3,North America,USA,14,53948.85,755283.9
2026-10-15,X3,Asia,South Korea,17,55603.14,945253.38
2026-10-16,i4,Middle East,Saudi Arabia,5,58740.87,293704.35
2026-10-16,X5,Oceania,Australia,9,79811.75,718305.75
2026-10-16,X1,Europe,UK,11,45469.97,500169.67
2026-10-16,X5,Asia,China,14,79293.18,1110104.52
2026-10-17,2 Series,Middle East,UAE,8,40488.67,323909.36
2026-10-17,3 Series,Europe,Italy,11,47095.47,518050.17
2026-10-17,X3,Europe,Germany,13,57564.26,748335.38
2026-10-17,X1,Asia,Japan,12,44860.96,538331.52
2026-10-18,5 Series,Africa,Egypt,4,66000.21,264000.84
2026-10-18,i4,North America,Mexico,6,54587.78,327526.68
2026-10-18,X1,Europe,Germany,14,45136.98,631917.72
2026-10-19,5 Series,Europe,France,9,62129.23,559163.07
2026-10-19,X7,Europe,Italy,3,113765.21,341295.63
2026-10-19,X5,North America,Canada,11,82588.94,908478.34
2026-10-19,3 Series,North America,Canada,10,51212.17,512121.7
2026-10-21,3 Series,Africa,Egypt,9,48479.09,436311.81
2026-10-21,X1,Middle East,Saudi Arabia,17,44053.23,748904.91
2026-10-21,X1,Europe,UK,8,45375.12,363000.96
2026-10-23,X5,Africa,Egypt,6,77742.37,466454.22
2026-10-23,i4,North America,USA,12,57941.98,695303.76
2026-10-24,X3,Asia,China,10,61043.79,610437.9
2026-10-25,iX,Asia,China,7,90106.05,630742.35
2026-10-25,5 Series,Asia,Japan,13,61867.62,804279.06
2026-10-25,X1,Asia,Japan,11,44474.77,489222.47
2026-10-25,7 Series,Asia,India,6,97247.88,583487.28
2026-10-25,7 Series,Asia,China,4,99540.11,398160.44
2026-10-25,X3,Asia,Japan,11,55547.83,611026.13
2026-10-26,i4,Asia,China,9,58129.62,523166.58
2026-10-26,2 Series,North America,Canada,14,41783.15,584964.1
2026-10-27,X1,Asia,India,7,44653.19,312572.33
2026-10-27,X3,Asia,China,20,57194.11,1143882.2
2026-10-27,7 Series,Europe,UK,6,99161.04,594966.24
2026-10-28,iX,Asia,China,5,85740.26,428701.3
2026-10-29,2 Series,North America,USA,14,42155.31,590174.34
2026-10-30,5 Series,Europe,Germany,8,60949.34,487594.72
2026-10-31,i4,Europe,France,5,57156.97,285784.85
2026-10-31,iX,Europe,Germany,4,89035.49,356141.96
2026-11-01,X3,Oceania,Australia,11,57012.14,627133.54
2026-11-01,X5,North America,Mexico,9,84729.12,762562.08
2026-11-01,X1,Africa,South Africa,12,45955.99,551471.88
2026-11-01,X3,Europe,France,9,56621.61,509594.49
2026-11-01,3 Series,Middle East,UAE,7,47476.81,332337.67
2026-11-01,2 Series,Asia,Japan,18,43582.27,784480.86
2026-11-02,X1,North America,Canada,20,44457.28,889145.6
2026-11-02,X3,North America,Canada,13,56445.18,733787.34
2026-11-02,iX,Asia,Japan,8,87387.0,699096.0
2026-11-04,X5,Africa,Morocco,9,77842.73,700584.57
2026-11-04,5 Series,North America,Canada,10,61805.36,618053.6
2026-11-04,i4,Asia,India,13,54267.94,705483.22
2026-11-04,3 Series,Europe,Italy,11,45293.51,498228.61
2026-11-05,5 Series,Europe,UK,6,59641.46,357848.76
2026-11-05,2 Series,North America,Canada,20,40510.85,810217.0
2026-11-05,X3,Europe,Italy,14,60488.02,846832.28
2026-11-06,X3,Europe,France,12,57013.22,684158.64
2026-11-06,X3,Middle East,Saudi Arabia,12,58413.51,700962.12
2026-11-06,X5,Asia,India,10,76746.68,767466.8
2026-11-07,2 Series,North America,Mexico,12,39588.81,475065.72
2026-11-07,3 Series,Africa,Morocco,10,50359.63,503596.3
2026-11-07,X5,Africa,Egypt,5,77330.33,386651.65
2026-11-09,7 Series,Asia,Japan,4,93469.23,373876.92
2026-11-09,X1,Europe,France,11,44115.55,485271.05
2026-11-09,iX,North America,Mexico,1,87477.71,87477.71
2026-11-10,X3,North America,Mexico,18,56041.6,1008748.8
2026-11-10,X1,North America,USA,14,43365.07,607110.98
2026-11-11,X3,Asia,South Korea,13,58033.67,754437.71
2026-11-11,i4,Europe,Germany,7,57133.34,399933.38
2026-11-11,i4,North America,USA,4,56024.32,224097.28
2026-11-11,X1,Europe,Italy,13,44868.04,583284.52
2026-11-12,X3,North America,Canada,11,56075.9,616834.9
2026-11-12,3 Series,Asia,South Korea,12,49618.47,595421.64
2026-11-12,X1,Asia,India,21,43815.16,920118.36
2026-11-12,X1,Asia,Japan,15,42622.23,639333.45
2026-11-12,X5,Europe,Germany,8,81293.77,650350.16
2026-11-13,X1,North America,USA,11,43882.08,482702.88
2026-11-14,X3,Europe,France,7,56279.99,393959.93
2026-11-14,5 Series,North America,Mexico,14,63710.22,891943.08
2026-11-15,X3,Europe,France,17,53944.56,917057.52
2026-11-15,X1,Asia,India,19,43738.81,831037.39
2026-11-15,5 Series,Asia,China,8,61733.04,493864.32
2026-11-16,i4,North America,Canada,4,60589.19,242356.76
2026-11-16,X3,Asia,India,16,58597.95,937567.2
2026-11-16,2 Series,Asia,Japan,18,42908.59,772354.62
2026-11-17,5 Series,Asia,India,8,61399.32,491194.56
2026-11-18,X5,North America,USA,8,73616.87,588934.96
2026-11-18,X1,Asia,South Korea,14,43578.94,610105.16
2026-11-18,X5,Oceania,New Zealand,7,79412.89,555890.23
