vehicle_id,vin,model,model_year,region,status
BMW00964,WBA00000000000964,7 Series,2025,Europe,Active
BMW00965,WBA00000000000965,iX,2025,Middle East,Active
BMW00966,WBA00000000000966,X5,2025,North America,Active
BMW00967,WBA00000000000967,X7,2022,Asia,Active
BMW00968,WBA00000000000968,X1,2023,Asia,Active
BMW00969,WBA00000000000969,iX,2025,Middle East,Active
BMW00970,WBA00000000000970,3 Series,2021,Middle East,Active
BMW00971,WBA00000000000971,7 Series,2025,Middle East,Active
BMW00972,WBA00000000000972,X3,2026,Europe,Active
BMW00973,WBA00000000000973,X3,2024,North America,Active
BMW00974,WBA00000000000974,X3,2022,Oceania,Active
BMW00975,WBA00000000000975,5 Series,2023,Europe,Active
BMW00976,WBA00000000000976,7 Series,2020,North America,Active
BMW00977,WBA00000000000977,3 Series,2026,North America,Active
BMW00978,WBA00000000000978,X5,2022,Oceania,Active
BMW00979,WBA00000000000979,X1,2020,Asia,Active
BMW00980,WBA00000000000980,X5,2025,North America,Inactive
BMW00981,WBA00000000000981,X5,2024,Middle East,Active
BMW00982,WBA00000000000982,i4,2024,Europe,Active
BMW00983,WBA00000000000983,X5,2020,Oceania,Active
BMW00984,WBA00000000000984,X7,2025,Oceania,Active
BMW00985,WBA00000000000985,X5,2024,Middle East,Active
BMW00986,WBA00000000000986,X7,2025,Middle East,Active
BMW00987,WBA00000000000987,X7,2025,Middle East,Active
BMW00988,WBA00000000000988,X1,2021,Middle East,Active
BMW00989,WBA00000000000989,7 Series,2021,Oceania,Active
BMW00990,WBA00000000000990,i4,2026,North America,Active
BMW00991,WBA00000000000991,X1,2023,North America,Inactive
BMW00992,WBA00000000000992,X5,2023,Middle East,Active
BMW00993,WBA00000000000993,5 Series,2022,Europe,Active
BMW00994,WBA00000000000994,X3,2024,Oceania,Inactive
BMW00995,WBA00000000000995,X5,2025,Middle East,Active
BMW00996,WBA00000000000996,X7,2020,Middle East,Active
BMW00997,WBA00000000000997,X5,2023,Asia,Active
BMW00998,WBA00000000000998,X1,2026,Asia,Active
BMW00999,WBA00000000000999,iX,2021,North America,Active
BMW01000,WBA00000000001000,X5,2021,Middle East,Active
