dealer_id,service_id,vehicle_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code,repair_cost,dealer_name,city,region,capacity,rating
D0034,SVC0034150,VEH749994,2025-05-15,Oil Change,148024,11910,6639,FC103,18549,BMW_Ahmedabad_34,Ahmedabad,West,374,3.1
D0289,SVC0034152,VEH111617,2023-03-24,Battery Check,285825,24970,397,NONE,25367,BMW_Jaipur_289,Jaipur,North,828,4.0
D0329,SVC0034153,VEH502476,2024-07-21,Engine Repair,272150,38512,5991,FC106,44503,BMW_Kochi_329,Kochi,South,395,4.4
D0272,SVC0034157,VEH575744,2025-05-08,Wheel Alignment,269324,44568,10105,FC103,54673,BMW_Jaipur_272,Jaipur,North,948,3.9
D0486,SVC0034163,VEH461499,2023-12-03,Tire Replacement,251007,15363,10648,FC106,26011,BMW_Gurugram_486,Gurugram,North,321,4.6
D0210,SVC0034165,VEH739917,2025-01-31,Battery Check,137438,28152,7460,FC107,35612,BMW_Chennai_210,Chennai,South,567,3.3
D0087,SVC0034168,VEH789233,2024-12-23,Tire Replacement,184265,6258,12768,FC108,19026,BMW_Jaipur_87,Jaipur,North,769,5.0
D0023,SVC0034177,VEH359992,2024-02-03,Engine Repair,11150,48514,12220,FC101,60734,BMW_Chennai_23,Chennai,South,489,3.6
D0391,SVC0034189,VEH619498,2025-05-14,AC Repair,130920,10108,10256,FC104,20364,BMW_Chandigarh_391,Chandigarh,North,930,3.8
D0334,SVC0034191,VEH740590,2023-08-28,Tire Replacement,148831,13301,2365,FC105,15666,BMW_Ahmedabad_334,Ahmedabad,West,217,4.1
D0184,SVC0034193,VEH490247,2025-12-31,Tire Replacement,108343,31522,10752,FC108,42274,BMW_Chandigarh_184,Chandigarh,North,402,4.1
D0143,SVC0034194,VEH918926,2025-03-05,Oil Change,254984,9718,12039,FC106,21757,BMW_Chennai_143,Chennai,South,177,4.9
D0272,SVC0034205,VEH946703,2023-11-25,Wheel Alignment,104696,768,13246,FC106,14014,BMW_Jaipur_272,Jaipur,North,948,3.9
D0178,SVC0034211,VEH443272,2023-11-30,Software Update,289074,1401,9526,NONE,10927,BMW_Chandigarh_178,Chandigarh,North,859,4.5
D0261,SVC0034213,VEH732419,2023-11-15,Software Update,236612,36301,774,FC101,37075,BMW_Patna_261,Patna,East,484,3.8
D0050,SVC0034219,VEH188749,2026-03-14,Tire Replacement,63955,19250,9001,FC106,28251,BMW_Patna_50,Patna,East,649,4.5
D0316,SVC0034230,VEH784061,2025-01-29,Software Update,178014,23572,14788,FC107,38360,BMW_Mumbai_316,Mumbai,West,187,5.0
D0091,SVC0034236,VEH980883,2025-08-31,Wheel Alignment,8315,32935,13947,FC102,46882,BMW_Surat_91,Surat,West,243,3.8
D0434,SVC0034239,VEH883278,2025-05-28,Tire Replacement,63002,36265,522,FC105,36787,BMW_Chandigarh_434,Chandigarh,North,608,4.7
D0443,SVC0034243,VEH877195,2023-09-03,AC Repair,80290,20768,7244,FC101,28012,BMW_Pune_443,Pune,West,849,3.3
D0369,SVC0034245,VEH793459,2024-10-30,Tire Replacement,198930,7117,10166,FC105,17283,BMW_Delhi_369,Delhi,North,114,4.1
D0471,SVC0034253,VEH328303,2023-10-29,Battery Check,221372,7332,7954,FC103,15286,BMW_Ahmedabad_471,Ahmedabad,West,701,4.5
D0041,SVC0034259,VEH950948,2025-10-07,Tire Replacement,79435,43678,2159,NONE,45837,BMW_Ahmedabad_41,Ahmedabad,West,470,3.4
D0060,SVC0034262,VEH437009,2023-06-07,Wheel Alignment,184996,31971,560,FC108,32531,BMW_Gurugram_60,Gurugram,North,431,4.0
D0422,SVC0034270,VEH720166,2024-03-28,Brake Service,227067,4165,1697,FC102,5862,BMW_Mumbai_422,Mumbai,West,793,4.1
D0389,SVC0034279,VEH411555,2024-06-03,Wheel Alignment,198296,44894,14164,FC101,59058,BMW_Kochi_389,Kochi,South,976,4.6
D0168,SVC0034296,VEH344876,2024-12-29,Tire Replacement,169174,48064,1314,FC106,49378,BMW_Bhubaneswar_168,Bhubaneswar,East,649,3.7
D0179,SVC0034299,VEH343403,2025-10-13,Tire Replacement,177910,12535,1522,FC101,14057,BMW_Kochi_179,Kochi,South,472,3.9
D0014,SVC0034306,VEH939279,2023-10-03,Battery Check,244316,29939,10908,FC107,40847,BMW_Ahmedabad_14,Ahmedabad,West,199,3.7
D0499,SVC0034308,VEH752618,2026-05-24,Battery Check,173552,19318,3769,FC105,23087,BMW_Kochi_499,Kochi,South,729,3.1
D0316,SVC0034314,VEH695994,2025-06-05,Wheel Alignment,166117,24076,6924,FC108,31000,BMW_Mumbai_316,Mumbai,West,187,5.0
D0003,SVC0034316,VEH914521,2023-01-17,Wheel Alignment,218114,14601,3158,NONE,17759,BMW_Chandigarh_3,Chandigarh,North,204,4.4
D0462,SVC0034333,VEH102913,2023-02-27,Tire Replacement,190579,6525,2904,FC103,9429,BMW_Delhi_462,Delhi,North,435,4.8
D0266,SVC0034334,VEH570359,2026-01-18,Engine Repair,299016,18015,12459,NONE,30474,BMW_Chennai_266,Chennai,South,915,5.0
D0466,SVC0034344,VEH260364,2024-06-24,Oil Change,58252,19643,9285,NONE,28928,BMW_Hyderabad_466,Hyderabad,South,146,4.9
D0190,SVC0034349,VEH773138,2024-11-01,Oil Change,99011,27783,2075,FC103,29858,BMW_Kolkata_190,Kolkata,East,693,4.2
D0389,SVC0034350,VEH908707,2024-06-04,Oil Change,108154,23325,14578,FC103,37903,BMW_Kochi_389,Kochi,South,976,4.6
D0411,SVC0034357,VEH934040,2025-01-30,AC Repair,273843,16049,9632,FC103,25681,BMW_Chandigarh_411,Chandigarh,North,406,4.8
D0388,SVC0034371,VEH748725,2026-06-04,Wheel Alignment,135072,2328,8097,FC102,10425,BMW_Chandigarh_388,Chandigarh,North,344,4.1
D0292,SVC0034378,VEH620304,2025-07-15,Wheel Alignment,209877,32032,11753,FC102,43785,BMW_Mumbai_292,Mumbai,West,779,4.2
D0102,SVC0034379,VEH614003,2025-05-18,Engine Repair,297650,36383,11335,FC105,47718,BMW_Kolkata_102,Kolkata,East,565,3.6
D0439,SVC0034381,VEH305992,2026-05-17,Battery Check,182043,26693,10852,FC102,37545,BMW_Kolkata_439,Kolkata,East,775,4.4
D0397,SVC0034398,VEH828770,2023-08-08,Wheel Alignment,71012,42240,3303,FC106,45543,BMW_Patna_397,Patna,East,567,3.0
D0360,SVC0034402,VEH880361,2024-05-25,AC Repair,227438,7559,2530,NONE,10089,BMW_Bhubaneswar_360,Bhubaneswar,East,101,4.3
D0102,SVC0034413,VEH320166,2023-03-05,Brake Service,258850,25946,1529,FC107,27475,BMW_Kolkata_102,Kolkata,East,565,3.6
D0462,SVC0034414,VEH581948,2024-12-29,Software Update,298126,10934,6850,FC103,17784,BMW_Delhi_462,Delhi,North,435,4.8
D0276,SVC0034417,VEH412758,2023-08-23,Battery Check,188086,3558,4512,FC103,8070,BMW_Surat_276,Surat,West,546,4.7
D0234,SVC0034422,VEH993160,2025-01-10,Tire Replacement,22378,22948,9959,NONE,32907,BMW_Chandigarh_234,Chandigarh,North,659,4.6
D0221,SVC0034426,VEH570342,2023-07-09,Wheel Alignment,74016,29892,3210,FC108,33102,BMW_Chandigarh_221,Chandigarh,North,392,3.5
D0112,SVC0034430,VEH100089,2025-03-31,Brake Service,71802,13386,14524,FC105,27910,BMW_Jaipur_112,Jaipur,North,982,3.5
D0492,SVC0034433,VEH617348,2023-02-06,AC Repair,208081,14290,13545,FC106,27835,BMW_Hyderabad_492,Hyderabad,South,115,3.7
D0293,SVC0034438,VEH660511,2026-02-13,Tire Replacement,166294,19874,13364,FC106,33238,BMW_Surat_293,Surat,West,666,4.1
D0477,SVC0034441,VEH912087,2023-10-18,Tire Replacement,111253,35265,13562,FC103,48827,BMW_Jaipur_477,Jaipur,North,476,4.1
D0326,SVC0034442,VEH336446,2026-01-23,Brake Service,159552,1995,3519,FC101,5514,BMW_Hyderabad_326,Hyderabad,South,665,3.2
D0457,SVC0034445,VEH105387,2026-02-10,Wheel Alignment,276045,46247,9309,FC107,55556,BMW_Delhi_457,Delhi,North,226,3.9
D0165,SVC0034446,VEH825434,2026-07-21,Oil Change,188233,14863,7753,FC106,22616,BMW_Ahmedabad_165,Ahmedabad,West,436,3.6
D0428,SVC0034452,VEH915154,2024-12-19,Engine Repair,178661,11084,7780,FC108,18864,BMW_Kochi_428,Kochi,South,490,4.1
D0138,SVC0034455,VEH174755,2023-12-09,Software Update,250374,45096,12626,FC103,57722,BMW_Jaipur_138,Jaipur,North,533,4.7
D0281,SVC0034490,VEH463139,2026-06-11,Tire Replacement,150129,23691,4896,FC108,28587,BMW_Ahmedabad_281,Ahmedabad,West,444,3.1
D0364,SVC0034495,VEH872387,2024-03-25,Wheel Alignment,252813,10817,14680,FC107,25497,BMW_Kolkata_364,Kolkata,East,152,3.4
D0279,SVC0034502,VEH384424,2025-01-23,Software Update,60757,42614,7118,FC102,49732,BMW_Mumbai_279,Mumbai,West,561,3.5
D0321,SVC0034504,VEH939664,2026-05-04,Brake Service,105210,675,6674,FC104,7349,BMW_Gurugram_321,Gurugram,North,539,3.6
D0338,SVC0034505,VEH749230,2024-11-25,Wheel Alignment,168040,13625,1538,FC101,15163,BMW_Chandigarh_338,Chandigarh,North,944,4.1
D0384,SVC0034517,VEH961151,2026-07-04,Battery Check,189362,25626,14327,NONE,39953,BMW_Surat_384,Surat,West,986,3.3
D0287,SVC0034522,VEH111857,2024-05-07,Tire Replacement,103365,43761,12271,FC101,56032,BMW_Chandigarh_287,Chandigarh,North,516,4.0
D0436,SVC0034525,VEH969138,2024-01-26,AC Repair,35075,7437,14446,FC101,21883,BMW_Kochi_436,Kochi,South,721,4.6
D0186,SVC0034538,VEH733556,2025-04-11,Oil Change,70635,11570,5167,FC103,16737,BMW_Ahmedabad_186,Ahmedabad,West,793,4.5
D0210,SVC0034546,VEH665840,2024-04-25,Software Update,268207,19272,11157,FC101,30429,BMW_Chennai_210,Chennai,South,567,3.3
D0253,SVC0034554,VEH268106,2024-11-16,Wheel Alignment,80802,45968,7791,NONE,53759,BMW_Bengaluru_253,Bengaluru,South,736,3.3
D0424,SVC0034555,VEH904446,2025-05-17,AC Repair,293822,47686,11102,FC104,58788,BMW_Gurugram_424,Gurugram,North,406,4.3
D0474,SVC0034558,VEH141844,2023-07-28,Oil Change,172934,35772,3787,FC106,39559,BMW_Mumbai_474,Mumbai,West,133,4.4
D0181,SVC0034573,VEH566423,2023-10-16,Battery Check,287514,42154,10882,FC106,53036,BMW_Jaipur_181,Jaipur,North,968,3.2
D0472,SVC0034574,VEH660126,2025-04-05,Software Update,12679,49136,9926,FC103,59062,BMW_Hyderabad_472,Hyderabad,South,524,4.3
D0249,SVC0034579,VEH437322,2026-02-12,AC Repair,293295,35356,14996,FC105,50352,BMW_Chandigarh_249,Chandigarh,North,652,3.1
D0456,SVC0034587,VEH825666,2025-03-18,AC Repair,104491,574,1284,FC108,1858,BMW_Kolkata_456,Kolkata,East,504,3.0
D0382,SVC0034591,VEH316684,2023-05-31,Tire Replacement,217062,36923,2437,FC103,39360,BMW_Mumbai_382,Mumbai,West,843,3.6
D0469,SVC0034592,VEH313619,2023-10-19,Oil Change,173096,49669,2092,FC103,51761,BMW_Surat_469,Surat,West,479,4.3
D0001,SVC0034593,VEH857464,2024-06-23,Oil Change,115078,16166,7554,NONE,23720,BMW_Jaipur_1,Jaipur,North,214,3.1
D0438,SVC0034595,VEH459185,2023-01-12,AC Repair,247226,40988,8074,FC107,49062,BMW_Mumbai_438,Mumbai,West,794,4.5
D0447,SVC0034599,VEH309806,2023-10-25,AC Repair,167556,47606,1201,FC101,48807,BMW_Pune_447,Pune,West,643,4.0
D0116,SVC0034606,VEH991294,2026-06-24,Oil Change,79698,43074,4592,FC105,47666,BMW_Delhi_116,Delhi,North,423,4.9
D0133,SVC0034610,VEH156016,2026-04-18,Battery Check,34653,25680,1927,FC106,27607,BMW_Hyderabad_133,Hyderabad,South,378,3.6
D0218,SVC0034615,VEH611057,2025-06-15,Engine Repair,149388,44542,2238,FC108,46780,BMW_Bhubaneswar_218,Bhubaneswar,East,752,3.6
D0138,SVC0034620,VEH685513,2023-07-06,Wheel Alignment,179336,22656,5712,FC104,28368,BMW_Jaipur_138,Jaipur,North,533,4.7
D0075,SVC0034632,VEH197157,2023-01-23,Battery Check,209362,26183,6828,FC102,33011,BMW_Bengaluru_75,Bengaluru,South,702,4.1
D0385,SVC0034635,VEH858000,2026-02-04,Engine Repair,64561,29772,6729,FC104,36501,BMW_Delhi_385,Delhi,North,595,3.7
D0175,SVC0034637,VEH826406,2024-02-03,Battery Check,191079,36603,7565,FC103,44168,BMW_Gurugram_175,Gurugram,North,294,3.5
D0392,SVC0034648,VEH508732,2023-04-25,Brake Service,284533,43446,9723,NONE,53169,BMW_Jaipur_392,Jaipur,North,911,4.6
D0436,SVC0034653,VEH663204,2026-03-04,Oil Change,285151,996,12911,FC108,13907,BMW_Kochi_436,Kochi,South,721,4.6
D0134,SVC0034654,VEH389068,2024-11-12,Engine Repair,136233,45981,12459,NONE,58440,BMW_Kochi_134,Kochi,South,834,3.7
D0494,SVC0034660,VEH270927,2024-05-13,Brake Service,86995,10640,3301,FC108,13941,BMW_Bengaluru_494,Bengaluru,South,278,3.5
D0476,SVC0034664,VEH295528,2024-12-20,Oil Change,21724,44280,7707,NONE,51987,BMW_Kochi_476,Kochi,South,975,3.7
D0438,SVC0034665,VEH790109,2023-03-23,Software Update,261958,29179,13574,FC102,42753,BMW_Mumbai_438,Mumbai,West,794,4.5
D0432,SVC0034671,VEH133919,2025-03-21,Brake Service,287030,43676,14452,FC101,58128,BMW_Gurugram_432,Gurugram,North,985,4.4
D0016,SVC0034699,VEH811874,2024-07-10,AC Repair,70048,3351,2304,FC105,5655,BMW_Bengaluru_16,Bengaluru,South,847,3.9
D0388,SVC0034705,VEH183810,2023-05-21,Battery Check,190411,2011,12169,FC105,14180,BMW_Chandigarh_388,Chandigarh,North,344,4.1
D0430,SVC0034709,VEH403327,2024-10-11,Brake Service,243019,32499,8931,FC106,41430,BMW_Mumbai_430,Mumbai,West,122,5.0
D0429,SVC0034711,VEH882130,2024-02-23,Battery Check,201536,14914,7380,NONE,22294,BMW_Gurugram_429,Gurugram,North,402,5.0
D0244,SVC0034719,VEH704586,2024-11-03,Wheel Alignment,264503,34188,11806,NONE,45994,BMW_Bengaluru_244,Bengaluru,South,366,3.8
D0405,SVC0034720,VEH385526,2025-06-02,Tire Replacement,163435,29092,7705,FC106,36797,BMW_Surat_405,Surat,West,993,4.1
D0083,SVC0034738,VEH343363,2026-01-23,Battery Check,77610,34241,14370,FC107,48611,BMW_Kolkata_83,Kolkata,East,584,4.6
D0104,SVC0034743,VEH177251,2025-12-09,Battery Check,115559,6055,12162,FC104,18217,BMW_Delhi_104,Delhi,North,777,4.4
D0254,SVC0034751,VEH952444,2023-11-12,Engine Repair,150861,46284,7960,FC106,54244,BMW_Hyderabad_254,Hyderabad,South,584,4.3
D0263,SVC0034753,VEH570207,2024-07-03,Software Update,100270,42046,3808,FC107,45854,BMW_Chandigarh_263,Chandigarh,North,950,4.3
D0214,SVC0034757,VEH642047,2026-03-03,Oil Change,160859,41488,10612,FC107,52100,BMW_Chandigarh_214,Chandigarh,North,616,3.9
D0025,SVC0034761,VEH952073,2023-09-05,Oil Change,8259,32182,5177,FC104,37359,BMW_Pune_25,Pune,West,463,3.4
D0484,SVC0034763,VEH512479,2023-03-19,AC Repair,78208,19365,2540,FC104,21905,BMW_Kolkata_484,Kolkata,East,678,3.4
D0170,SVC0034770,VEH969515,2023-12-19,Engine Repair,76830,14065,6955,FC101,21020,BMW_Mumbai_170,Mumbai,West,282,4.2
D0175,SVC0034771,VEH108769,2024-02-12,Battery Check,60543,12199,7630,FC108,19829,BMW_Gurugram_175,Gurugram,North,294,3.5
D0480,SVC0034792,VEH145929,2025-09-16,Wheel Alignment,66882,14493,418,FC106,14911,BMW_Bhubaneswar_480,Bhubaneswar,East,943,3.9
D0088,SVC0034794,VEH224010,2024-07-21,Battery Check,5828,48568,8379,FC107,56947,BMW_Chennai_88,Chennai,South,162,3.8
D0334,SVC0034795,VEH272919,2023-10-13,AC Repair,280238,7131,1462,FC106,8593,BMW_Ahmedabad_334,Ahmedabad,West,217,4.1
D0261,SVC0034796,VEH161553,2023-09-05,Brake Service,291872,6294,7098,FC106,13392,BMW_Patna_261,Patna,East,484,3.8
D0493,SVC0034801,VEH130212,2026-03-02,AC Repair,166858,48293,14980,FC105,63273,BMW_Kolkata_493,Kolkata,East,343,4.2
D0433,SVC0034802,VEH250116,2025-09-04,Brake Service,219111,14025,8947,FC106,22972,BMW_Chandigarh_433,Chandigarh,North,150,4.8
D0302,SVC0034805,VEH124437,2026-06-16,AC Repair,163753,42053,8238,NONE,50291,BMW_Mumbai_302,Mumbai,West,202,4.7
D0169,SVC0034809,VEH265758,2023-12-06,Wheel Alignment,260291,9972,11315,FC107,21287,BMW_Bengaluru_169,Bengaluru,South,218,4.8
D0215,SVC0034817,VEH590199,2025-12-25,Battery Check,177159,47573,13440,FC108,61013,BMW_Patna_215,Patna,East,661,3.9
D0113,SVC0034819,VEH726477,2025-01-21,Oil Change,157930,17252,2200,FC107,19452,BMW_Chennai_113,Chennai,South,683,3.5
D0307,SVC0034821,VEH342499,2024-09-14,Tire Replacement,56798,10393,5445,FC104,15838,BMW_Hyderabad_307,Hyderabad,South,753,4.7
D0057,SVC0034841,VEH409619,2026-03-18,Wheel Alignment,233347,40030,4242,FC101,44272,BMW_Gurugram_57,Gurugram,North,303,3.3
D0400,SVC0034844,VEH370311,2023-12-31,Battery Check,91609,8755,3114,FC102,11869,BMW_Mumbai_400,Mumbai,West,446,4.2
D0438,SVC0034852,VEH399714,2025-08-09,Software Update,173860,728,2314,FC103,3042,BMW_Mumbai_438,Mumbai,West,794,4.5
D0258,SVC0034853,VEH883460,2025-04-04,Brake Service,42438,26625,10912,FC104,37537,BMW_Chandigarh_258,Chandigarh,North,217,4.6
D0011,SVC0034858,VEH399172,2023-10-04,Wheel Alignment,186837,28639,1699,NONE,30338,BMW_Kolkata_11,Kolkata,East,263,4.4
D0393,SVC0034862,VEH194962,2023-10-10,Engine Repair,157865,1819,14101,FC108,15920,BMW_Hyderabad_393,Hyderabad,South,607,4.9
D0016,SVC0034866,VEH761254,2024-06-03,Wheel Alignment,43919,20760,981,FC102,21741,BMW_Bengaluru_16,Bengaluru,South,847,3.9
D0064,SVC0034876,VEH655108,2023-05-01,Wheel Alignment,281147,14099,9388,FC108,23487,BMW_Chennai_64,Chennai,South,187,4.5
D0238,SVC0034878,VEH397159,2026-02-13,Engine Repair,216086,47372,3005,FC105,50377,BMW_Kolkata_238,Kolkata,East,514,4.4
D0180,SVC0034884,VEH517476,2025-03-06,Tire Replacement,97566,49594,12043,FC104,61637,BMW_Jaipur_180,Jaipur,North,438,4.2
D0499,SVC0034890,VEH819143,2023-10-14,AC Repair,93236,1642,9295,FC108,10937,BMW_Kochi_499,Kochi,South,729,3.1
D0480,SVC0034898,VEH430193,2025-01-24,Software Update,7517,11968,4096,FC101,16064,BMW_Bhubaneswar_480,Bhubaneswar,East,943,3.9
D0285,SVC0034899,VEH833385,2023-06-18,Software Update,153152,29865,12070,FC108,41935,BMW_Chandigarh_285,Chandigarh,North,382,4.1
D0061,SVC0034900,VEH527191,2024-12-26,Brake Service,19176,1706,9827,FC108,11533,BMW_Chennai_61,Chennai,South,471,4.8
D0473,SVC0034910,VEH246318,2025-04-18,Wheel Alignment,270618,18350,5434,FC105,23784,BMW_Bhubaneswar_473,Bhubaneswar,East,601,4.2
D0458,SVC0034918,VEH570715,2023-02-22,Oil Change,163193,48692,3294,FC106,51986,BMW_Jaipur_458,Jaipur,North,866,4.3
D0165,SVC0034924,VEH116814,2024-09-14,Brake Service,124107,40879,8130,FC104,49009,BMW_Ahmedabad_165,Ahmedabad,West,436,3.6
D0284,SVC0034936,VEH308716,2023-02-05,AC Repair,233974,40582,1118,FC101,41700,BMW_Pune_284,Pune,West,386,4.8
D0286,SVC0034943,VEH861093,2024-12-07,Brake Service,238321,30816,3743,FC105,34559,BMW_Delhi_286,Delhi,North,295,3.2
D0216,SVC0034946,VEH543715,2024-08-06,Software Update,31030,29837,4005,NONE,33842,BMW_Hyderabad_216,Hyderabad,South,861,4.7
D0162,SVC0034958,VEH491558,2023-05-25,Battery Check,274735,5385,12471,FC103,17856,BMW_Patna_162,Patna,East,571,3.7
D0141,SVC0034972,VEH159364,2025-10-28,Battery Check,204300,34728,9078,FC101,43806,BMW_Hyderabad_141,Hyderabad,South,859,3.9
D0006,SVC0034988,VEH434829,2026-05-09,Tire Replacement,200926,48572,10459,FC105,59031,BMW_Kochi_6,Kochi,South,338,4.0
D0332,SVC0034990,VEH582591,2025-10-23,Tire Replacement,245541,26280,4712,NONE,30992,BMW_Kolkata_332,Kolkata,East,910,4.3
D0284,SVC0034994,VEH183835,2025-10-09,AC Repair,193928,12953,3890,FC103,16843,BMW_Pune_284,Pune,West,386,4.8
D0035,SVC0035003,VEH879715,2024-11-15,Oil Change,194266,7903,830,FC105,8733,BMW_Patna_35,Patna,East,680,4.8
D0281,SVC0035005,VEH988786,2024-01-01,AC Repair,72195,792,10287,FC106,11079,BMW_Ahmedabad_281,Ahmedabad,West,444,3.1
D0355,SVC0035007,VEH524270,2023-01-26,Oil Change,232643,5959,5823,FC106,11782,BMW_Ahmedabad_355,Ahmedabad,West,810,4.0
D0081,SVC0035011,VEH446132,2023-02-25,AC Repair,104569,16702,1764,FC103,18466,BMW_Hyderabad_81,Hyderabad,South,840,4.9
D0050,SVC0035012,VEH507207,2024-06-22,AC Repair,39362,5667,10785,FC104,16452,BMW_Patna_50,Patna,East,649,4.5
D0303,SVC0035015,VEH346469,2025-07-13,AC Repair,20465,16435,1229,FC106,17664,BMW_Mumbai_303,Mumbai,West,332,3.7
D0136,SVC0035020,VEH618936,2025-03-05,Tire Replacement,5334,795,13400,NONE,14195,BMW_Delhi_136,Delhi,North,600,3.5
D0381,SVC0035022,VEH757668,2023-10-05,Brake Service,66092,33369,3908,FC103,37277,BMW_Delhi_381,Delhi,North,373,4.6
D0451,SVC0035038,VEH601501,2025-04-25,Oil Change,101606,35307,7658,FC108,42965,BMW_Pune_451,Pune,West,923,3.2
D0011,SVC0035044,VEH668392,2024-11-10,Battery Check,141923,13202,6825,FC108,20027,BMW_Kolkata_11,Kolkata,East,263,4.4
D0457,SVC0035068,VEH733029,2023-11-06,Software Update,176984,2377,9587,FC103,11964,BMW_Delhi_457,Delhi,North,226,3.9
D0279,SVC0035071,VEH323033,2023-03-10,Oil Change,97877,4070,3493,NONE,7563,BMW_Mumbai_279,Mumbai,West,561,3.5
D0380,SVC0035073,VEH815770,2023-03-30,Software Update,287170,5025,14241,FC101,19266,BMW_Ahmedabad_380,Ahmedabad,West,448,4.9
D0410,SVC0035078,VEH403138,2024-03-28,Wheel Alignment,286101,12552,6184,FC105,18736,BMW_Bhubaneswar_410,Bhubaneswar,East,202,3.9
D0367,SVC0035080,VEH141857,2024-11-20,Tire Replacement,52636,34608,3728,FC108,38336,BMW_Bengaluru_367,Bengaluru,South,745,4.2
D0004,SVC0035088,VEH955089,2024-05-04,Engine Repair,193040,3861,9441,FC102,13302,BMW_Patna_4,Patna,East,658,3.2
D0023,SVC0035090,VEH942944,2026-07-01,Engine Repair,26797,1297,2863,FC102,4160,BMW_Chennai_23,Chennai,South,489,3.6
D0469,SVC0035097,VEH370833,2026-02-17,Engine Repair,74113,44844,10575,FC105,55419,BMW_Surat_469,Surat,West,479,4.3
D0488,SVC0035115,VEH291219,2025-06-21,Battery Check,83667,34226,12687,FC108,46913,BMW_Kolkata_488,Kolkata,East,710,3.0
D0050,SVC0035116,VEH122744,2026-05-17,Oil Change,123626,49635,2630,FC102,52265,BMW_Patna_50,Patna,East,649,4.5
D0280,SVC0035117,VEH703174,2024-07-02,Brake Service,98410,19464,9016,FC106,28480,BMW_Surat_280,Surat,West,683,4.2
D0472,SVC0035118,VEH198483,2023-05-09,Oil Change,187420,22160,3747,FC103,25907,BMW_Hyderabad_472,Hyderabad,South,524,4.3
D0147,SVC0035121,VEH100139,2025-12-04,Engine Repair,53007,18689,2647,FC106,21336,BMW_Mumbai_147,Mumbai,West,473,4.8
D0244,SVC0035125,VEH298074,2025-12-31,Brake Service,165633,41395,8141,FC105,49536,BMW_Bengaluru_244,Bengaluru,South,366,3.8
D0403,SVC0035135,VEH411345,2023-02-09,Battery Check,130438,18262,9251,FC105,27513,BMW_Delhi_403,Delhi,North,489,4.9
D0111,SVC0035137,VEH791895,2026-01-22,AC Repair,49868,44708,5370,FC108,50078,BMW_Hyderabad_111,Hyderabad,South,170,4.2
D0349,SVC0035150,VEH436679,2024-04-04,Software Update,44634,31641,11571,NONE,43212,BMW_Hyderabad_349,Hyderabad,South,581,4.0
D0472,SVC0035157,VEH232998,2024-10-31,Wheel Alignment,175665,41292,10524,FC102,51816,BMW_Hyderabad_472,Hyderabad,South,524,4.3
D0488,SVC0035158,VEH507900,2023-05-27,Engine Repair,40271,27160,10494,FC107,37654,BMW_Kolkata_488,Kolkata,East,710,3.0
D0021,SVC0035159,VEH160375,2024-03-16,Brake Service,245407,38766,4737,FC107,43503,BMW_Jaipur_21,Jaipur,North,333,4.5
D0063,SVC0035173,VEH103963,2024-04-06,AC Repair,25932,4043,4611,NONE,8654,BMW_Bengaluru_63,Bengaluru,South,346,4.8
D0093,SVC0035180,VEH323812,2023-10-28,Software Update,66918,8993,9230,FC107,18223,BMW_Patna_93,Patna,East,177,3.9
D0186,SVC0035200,VEH861241,2025-12-28,Oil Change,201699,2429,11992,FC106,14421,BMW_Ahmedabad_186,Ahmedabad,West,793,4.5
D0349,SVC0035201,VEH630822,2025-01-21,Oil Change,80079,36939,12658,FC103,49597,BMW_Hyderabad_349,Hyderabad,South,581,4.0
D0019,SVC0035205,VEH521327,2025-06-11,Brake Service,35990,47072,2183,FC105,49255,BMW_Patna_19,Patna,East,982,3.7
D0348,SVC0035206,VEH413249,2025-12-11,Oil Change,180823,7806,4807,FC107,12613,BMW_Gurugram_348,Gurugram,North,141,4.5
D0346,SVC0035209,VEH129650,2025-06-16,AC Repair,15895,42932,8336,FC104,51268,BMW_Gurugram_346,Gurugram,North,701,4.9
D0252,SVC0035216,VEH154903,2025-02-17,Software Update,88289,29542,13123,FC105,42665,BMW_Bengaluru_252,Bengaluru,South,353,3.4
D0232,SVC0035217,VEH349603,2025-06-01,Battery Check,292877,40885,11772,FC103,52657,BMW_Ahmedabad_232,Ahmedabad,West,973,4.8
D0440,SVC0035229,VEH241843,2023-06-08,Tire Replacement,240701,47691,7166,FC105,54857,BMW_Hyderabad_440,Hyderabad,South,743,3.2
D0058,SVC0035232,VEH188934,2025-07-13,Software Update,204783,18603,6993,FC108,25596,BMW_Kolkata_58,Kolkata,East,265,4.1
D0076,SVC0035238,VEH929513,2023-08-06,Software Update,59591,49775,13415,NONE,63190,BMW_Gurugram_76,Gurugram,North,325,3.0
D0384,SVC0035240,VEH411963,2025-09-06,Battery Check,254423,6750,11030,FC102,17780,BMW_Surat_384,Surat,West,986,3.3
D0452,SVC0035247,VEH808205,2024-11-11,Battery Check,281083,17023,9039,NONE,26062,BMW_Chennai_452,Chennai,South,244,4.5
D0422,SVC0035265,VEH970744,2025-07-16,Oil Change,111172,45692,10792,FC107,56484,BMW_Mumbai_422,Mumbai,West,793,4.1
D0008,SVC0035268,VEH983708,2024-07-17,AC Repair,97579,30363,2350,FC107,32713,BMW_Jaipur_8,Jaipur,North,818,4.1
