service_id,vehicle_id,dealer_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code,repair_cost
SVC0055567,VEH842184,D0470,2025-09-14,Oil Change,132258,29077,3293,FC102,32370
SVC0055576,VEH317783,D0194,2023-10-09,Oil Change,231845,40139,3931,FC105,44070
SVC0055579,VEH995492,D0222,2023-11-27,Software Update,6621,20519,2810,FC108,23329
SVC0055582,VEH361683,D0369,2023-09-03,Tire Replacement,123529,25292,2939,FC107,28231
SVC0055584,VEH152994,D0240,2024-11-14,Tire Replacement,69998,15916,7312,FC107,23228
SVC0055600,VEH596138,D0367,2025-01-13,Tire Replacement,96216,30096,13447,NONE,43543
SVC0055602,VEH325672,D0126,2024-03-09,Wheel Alignment,64215,2155,1201,FC104,3356
SVC0055606,VEH173264,D0237,2023-08-16,Tire Replacement,35694,652,5408,NONE,6060
SVC0055613,VEH571777,D0292,2024-09-21,Brake Service,168740,41534,5512,FC107,47046
SVC0055621,VEH728573,D0212,2025-06-26,Brake Service,299624,30939,7883,FC101,38822
SVC0055631,VEH401804,D0222,2023-01-12,Tire Replacement,228739,48567,14881,FC105,63448
SVC0055641,VEH285886,D0476,2026-05-15,Wheel Alignment,145959,30590,396,FC104,30986
SVC0055642,VEH135228,D0453,2024-06-17,Software Update,186396,3880,11585,FC105,15465
SVC0055646,VEH997974,D0064,2024-09-20,Oil Change,69023,7229,746,FC106,7975
SVC0055649,VEH805665,D0336,2023-12-24,Tire Replacement,10131,33955,6424,FC105,40379
SVC0055653,VEH148085,D0281,2023-05-27,AC Repair,178764,33834,10782,FC106,44616
SVC0055668,VEH963724,D0302,2024-10-05,AC Repair,146982,19542,2737,FC103,22279
SVC0055676,VEH716813,D0463,2023-05-19,Tire Replacement,178103,14725,8460,FC106,23185
SVC0055677,VEH197417,D0090,2024-11-11,AC Repair,3711,47233,14052,FC106,61285
SVC0055683,VEH841913,D0312,2026-02-15,Battery Check,164597,31951,13045,FC107,44996
SVC0055697,VEH264847,D0074,2026-03-22,Tire Replacement,177579,14436,5050,FC107,19486
SVC0055703,VEH631912,D0079,2024-09-15,Tire Replacement,298945,44192,4667,FC107,48859
SVC0055709,VEH211593,D0066,2025-06-23,Oil Change,81803,11980,7154,FC104,19134
SVC0055713,VEH297504,D0054,2025-07-19,AC Repair,125190,4468,1574,FC107,6042
SVC0055714,VEH666657,D0221,2023-08-17,AC Repair,179852,40660,11879,FC102,52539
SVC0055715,VEH887071,D0236,2024-11-10,Software Update,78605,49107,14442,FC108,63549
SVC0055735,VEH567606,D0044,2023-07-30,Wheel Alignment,246779,40959,8208,NONE,49167
SVC0055736,VEH446769,D0322,2025-09-07,Battery Check,57463,48492,757,FC105,49249
SVC0055740,VEH678319,D0344,2025-06-06,AC Repair,269787,11101,785,NONE,11886
SVC0055743,VEH602723,D0180,2023-01-07,Software Update,10133,42067,3638,FC103,45705
SVC0055760,VEH846311,D0494,2026-06-11,Wheel Alignment,206334,16925,3267,FC103,20192
SVC0055761,VEH400985,D0379,2025-03-23,Battery Check,161549,31274,13876,NONE,45150
SVC0055777,VEH411098,D0003,2026-03-08,Engine Repair,242855,48554,4910,FC103,53464
SVC0055782,VEH449067,D0257,2023-08-17,Software Update,3629,11571,4063,FC103,15634
SVC0055786,VEH619129,D0160,2025-09-15,Oil Change,171783,19142,6496,FC103,25638
SVC0055790,VEH171287,D0305,2025-01-03,Brake Service,65317,44620,13628,FC103,58248
SVC0055802,VEH505384,D0220,2024-01-17,Wheel Alignment,281395,41773,3110,FC105,44883
SVC0055804,VEH837815,D0324,2025-01-08,Engine Repair,72685,31020,11327,FC102,42347
SVC0055805,VEH956700,D0391,2023-03-13,AC Repair,262251,44435,10223,FC108,54658
SVC0055806,VEH693829,D0431,2023-07-10,Tire Replacement,125931,12644,6738,NONE,19382
SVC0055811,VEH927398,D0174,2026-03-04,Software Update,205478,1092,3909,FC103,5001
SVC0055828,VEH514356,D0249,2024-08-06,Software Update,61852,30851,7940,FC105,38791
SVC0055830,VEH385262,D0017,2025-07-10,Battery Check,116474,20527,6315,NONE,26842
SVC0055834,VEH246456,D0212,2023-10-03,Tire Replacement,24244,19393,11154,FC107,30547
SVC0055846,VEH470280,D0187,2025-08-05,Engine Repair,99171,735,1281,FC103,2016
SVC0055848,VEH716430,D0227,2025-06-01,Software Update,105181,29464,10605,FC106,40069
SVC0055856,VEH236799,D0175,2025-08-08,Battery Check,152800,25967,991,FC104,26958
SVC0055858,VEH608216,D0317,2024-10-03,Engine Repair,234379,9438,6807,NONE,16245
SVC0055861,VEH147263,D0358,2023-08-23,Battery Check,221309,36541,1890,FC108,38431
SVC0055869,VEH160206,D0252,2025-01-08,Wheel Alignment,120680,47954,4526,NONE,52480
SVC0055875,VEH671603,D0431,2024-05-11,Engine Repair,21015,918,3897,FC105,4815
SVC0055879,VEH610331,D0075,2023-03-12,Battery Check,272612,2175,4354,FC106,6529
SVC0055880,VEH262797,D0442,2023-12-30,Battery Check,247407,22780,1184,FC106,23964
SVC0055884,VEH249677,D0268,2024-04-08,Engine Repair,163009,17874,11051,FC102,28925
SVC0055904,VEH191172,D0481,2023-10-07,AC Repair,184977,41671,12422,NONE,54093
SVC0055908,VEH420457,D0051,2025-11-18,Oil Change,202457,35548,6715,NONE,42263
SVC0055910,VEH513267,D0330,2026-01-13,Battery Check,150489,31397,4751,FC102,36148
SVC0055912,VEH684048,D0129,2025-07-02,Engine Repair,255649,39684,7035,FC106,46719
SVC0055914,VEH126819,D0069,2024-01-14,Battery Check,173252,13001,6322,FC104,19323
SVC0055921,VEH720387,D0429,2026-07-10,Software Update,146274,39498,13800,FC106,53298
SVC0055923,VEH444374,D0080,2023-05-10,Engine Repair,164041,7355,1517,FC108,8872
SVC0055930,VEH322736,D0164,2024-09-03,Battery Check,195662,30584,2741,NONE,33325
SVC0055933,VEH408342,D0252,2024-06-17,Battery Check,140237,49970,622,FC106,50592
SVC0055941,VEH152740,D0495,2024-11-29,Brake Service,67054,36815,14417,FC102,51232
SVC0055947,VEH518632,D0303,2026-06-19,Wheel Alignment,243766,33633,7372,FC103,41005
SVC0055951,VEH737079,D0295,2025-04-11,Battery Check,35625,39836,10443,FC101,50279
SVC0055955,VEH332763,D0154,2023-01-27,Wheel Alignment,164096,23272,13306,FC103,36578
SVC0055973,VEH117196,D0272,2025-10-02,Tire Replacement,258419,16023,586,FC102,16609
SVC0055974,VEH655092,D0337,2023-12-06,Engine Repair,95075,35425,4257,FC101,39682
SVC0055975,VEH442862,D0188,2024-10-22,Brake Service,265838,10071,2399,FC107,12470
SVC0055976,VEH451682,D0464,2023-10-01,Battery Check,249860,16572,6673,FC104,23245
SVC0055980,VEH925365,D0194,2025-02-28,Engine Repair,272602,19200,3493,FC104,22693
SVC0055996,VEH915856,D0469,2024-02-01,Tire Replacement,84986,49403,3082,FC105,52485
SVC0055997,VEH249687,D0286,2023-04-10,Oil Change,231641,12980,2140,FC108,15120
SVC0056001,VEH954188,D0014,2023-09-20,Wheel Alignment,150404,43142,8990,FC104,52132
SVC0056002,VEH266555,D0028,2023-07-11,Engine Repair,245777,2716,981,FC101,3697
SVC0056019,VEH815153,D0263,2023-11-22,AC Repair,94829,35921,13389,FC102,49310
SVC0056022,VEH285425,D0073,2025-12-08,Battery Check,241072,34981,5026,FC105,40007
SVC0056029,VEH769026,D0047,2026-01-21,AC Repair,138357,46771,5321,FC105,52092
SVC0056041,VEH879769,D0148,2023-04-09,Software Update,21126,45996,9263,FC101,55259
SVC0056042,VEH505101,D0116,2023-10-29,Engine Repair,180054,11723,14656,FC104,26379
SVC0056048,VEH515084,D0093,2024-01-14,Oil Change,227993,12245,11641,FC107,23886
SVC0056060,VEH593748,D0310,2024-02-22,Software Update,244385,23773,12973,FC105,36746
SVC0056061,VEH746000,D0043,2023-10-31,Oil Change,92720,37956,8268,NONE,46224
SVC0056093,VEH666474,D0399,2023-07-15,Oil Change,37779,13263,8683,FC102,21946
SVC0056094,VEH338926,D0273,2024-05-23,Oil Change,194598,35875,1874,FC105,37749
SVC0056097,VEH346766,D0288,2025-11-25,Software Update,142516,33801,12364,FC106,46165
SVC0056098,VEH206427,D0066,2026-01-18,Brake Service,139891,42029,9223,NONE,51252
SVC0056109,VEH591694,D0030,2026-05-09,Wheel Alignment,54859,12366,13512,FC103,25878
SVC0056114,VEH241788,D0350,2023-03-04,Software Update,155557,23234,13439,FC103,36673
SVC0056134,VEH938649,D0470,2025-07-07,Brake Service,112043,44709,12796,FC104,57505
SVC0056138,VEH325508,D0448,2026-04-03,Brake Service,203696,27805,8791,FC101,36596
SVC0056140,VEH625519,D0191,2025-01-28,Wheel Alignment,172479,35277,8667,FC108,43944
SVC0056141,VEH901512,D0232,2025-10-24,Brake Service,95056,32403,11829,FC106,44232
SVC0056144,VEH132589,D0024,2023-04-26,Tire Replacement,85260,6435,9346,FC103,15781
SVC0056145,VEH106190,D0163,2024-04-26,Brake Service,96147,29116,14957,FC105,44073
SVC0056153,VEH326753,D0093,2025-01-27,Brake Service,45909,37640,9708,FC102,47348
SVC0056158,VEH966092,D0208,2026-03-27,Oil Change,198116,27992,10800,FC104,38792
SVC0056166,VEH405228,D0234,2023-09-04,Wheel Alignment,94106,31225,6030,FC101,37255
SVC0056171,VEH286052,D0335,2023-04-30,Wheel Alignment,136596,23023,4096,FC107,27119
SVC0056172,VEH183413,D0231,2026-04-23,Oil Change,288562,3803,7147,FC103,10950
SVC0056176,VEH292509,D0239,2026-07-15,Oil Change,204557,42650,8329,FC101,50979
SVC0056186,VEH217856,D0362,2025-07-23,Oil Change,218342,17721,8453,FC105,26174
SVC0056190,VEH733754,D0431,2026-01-07,Battery Check,101431,20254,3517,FC106,23771
SVC0056192,VEH989370,D0273,2023-02-21,AC Repair,256316,884,10215,FC107,11099
SVC0056197,VEH578674,D0301,2025-04-16,Tire Replacement,96444,37405,6621,FC105,44026
SVC0056218,VEH494493,D0500,2024-04-25,Oil Change,252550,31385,14446,NONE,45831
SVC0056224,VEH282624,D0118,2026-04-14,AC Repair,172394,19788,6582,FC104,26370
SVC0056229,VEH350041,D0319,2023-10-12,Engine Repair,67226,2332,1716,FC106,4048
SVC0056235,VEH604322,D0201,2023-11-28,Oil Change,35362,45158,3117,FC102,48275
SVC0056240,VEH398506,D0083,2024-05-17,Brake Service,152653,32968,6827,FC102,39795
SVC0056251,VEH850289,D0285,2024-09-26,Oil Change,170133,43174,10664,FC104,53838
SVC0056253,VEH679285,D0145,2025-02-18,AC Repair,56683,1429,13968,FC101,15397
SVC0056257,VEH606077,D0359,2024-02-22,Tire Replacement,262178,25158,8215,FC103,33373
SVC0056258,VEH247462,D0225,2024-05-30,AC Repair,175823,39237,11621,FC107,50858
SVC0056268,VEH788692,D0471,2023-04-04,Battery Check,116846,19575,10160,FC108,29735
SVC0056274,VEH862409,D0166,2023-07-05,Battery Check,113413,46046,7588,NONE,53634
SVC0056280,VEH772674,D0395,2026-03-02,Engine Repair,222429,19596,3862,FC104,23458
SVC0056284,VEH314848,D0012,2025-02-10,Oil Change,182692,4963,7285,FC108,12248
SVC0056285,VEH275878,D0244,2023-05-20,Battery Check,100304,1783,6528,FC101,8311
SVC0056294,VEH844686,D0277,2025-08-26,Engine Repair,168664,6200,8042,FC104,14242
SVC0056296,VEH286592,D0288,2023-04-14,Software Update,81267,26367,2361,FC108,28728
SVC0056302,VEH245576,D0113,2024-11-15,Software Update,155787,39271,2983,FC105,42254
SVC0056313,VEH254723,D0006,2023-10-31,AC Repair,143931,47669,7680,FC108,55349
SVC0056323,VEH691396,D0076,2026-05-11,Engine Repair,278781,872,13774,FC106,14646
SVC0056329,VEH881307,D0155,2026-04-08,Battery Check,61509,45952,2193,FC101,48145
SVC0056342,VEH630093,D0096,2025-01-20,Battery Check,180530,17313,13659,FC104,30972
SVC0056343,VEH216199,D0408,2026-03-13,Engine Repair,185305,19781,14241,FC104,34022
SVC0056344,VEH218425,D0181,2024-09-27,Software Update,207200,47404,6063,FC105,53467
SVC0056355,VEH726841,D0361,2026-05-02,Software Update,153883,47152,5909,FC102,53061
SVC0056357,VEH288238,D0133,2024-12-12,Battery Check,145366,46789,6552,FC107,53341
SVC0056360,VEH449273,D0500,2023-09-13,Tire Replacement,267533,39079,12012,FC105,51091
SVC0056367,VEH553310,D0079,2023-07-16,AC Repair,184042,27534,2896,FC101,30430
SVC0056369,VEH345221,D0399,2024-03-07,Wheel Alignment,274372,14559,8265,FC103,22824
SVC0056371,VEH116505,D0262,2025-01-15,Wheel Alignment,195287,27389,6893,FC102,34282
SVC0056373,VEH279428,D0325,2025-03-18,Software Update,50122,3532,14899,FC102,18431
SVC0056376,VEH701224,D0105,2026-01-16,Tire Replacement,92001,6352,7444,FC108,13796
SVC0056384,VEH771839,D0378,2026-03-30,Oil Change,174917,15686,4440,FC102,20126
SVC0056388,VEH806435,D0382,2024-12-25,Wheel Alignment,7239,1186,14562,FC101,15748
SVC0056391,VEH930410,D0148,2023-05-09,Software Update,238509,10039,1726,FC107,11765
SVC0056400,VEH797033,D0297,2026-03-16,Tire Replacement,187742,9080,2066,FC107,11146
SVC0056406,VEH435260,D0304,2023-05-04,AC Repair,50841,11767,7668,FC102,19435
SVC0056413,VEH674355,D0124,2024-11-03,Wheel Alignment,195317,29943,14809,FC103,44752
SVC0056415,VEH532915,D0435,2023-01-27,Wheel Alignment,119431,30811,12914,FC108,43725
SVC0056416,VEH613160,D0071,2026-06-27,Oil Change,259152,1834,4958,FC106,6792
SVC0056417,VEH568274,D0382,2024-03-07,Wheel Alignment,130780,25430,10271,FC106,35701
SVC0056436,VEH782005,D0252,2024-06-12,AC Repair,112868,35199,10950,FC102,46149
SVC0056438,VEH511779,D0053,2024-11-02,Battery Check,229955,42113,8370,FC104,50483
SVC0056445,VEH634707,D0111,2025-08-21,Brake Service,97328,12927,11102,FC108,24029
SVC0056451,VEH188301,D0347,2025-08-24,AC Repair,34801,31887,12757,FC104,44644
SVC0056461,VEH860305,D0349,2023-05-27,AC Repair,125589,14140,14851,FC107,28991
SVC0056473,VEH111410,D0306,2026-06-13,Tire Replacement,25663,14518,14358,FC101,28876
SVC0056479,VEH166281,D0064,2024-01-17,Brake Service,85552,8813,630,FC102,9443
SVC0056484,VEH547928,D0168,2023-07-05,Tire Replacement,189081,49154,12202,FC108,61356
SVC0056489,VEH132541,D0119,2024-08-02,Wheel Alignment,298979,27017,9861,FC102,36878
SVC0056491,VEH747968,D0226,2024-05-24,Tire Replacement,249480,44319,3993,FC102,48312
SVC0056494,VEH481552,D0129,2024-04-07,Software Update,262191,24527,2913,FC106,27440
SVC0056508,VEH386434,D0048,2024-12-06,Wheel Alignment,182971,1099,7099,FC106,8198
SVC0056511,VEH940928,D0102,2025-02-07,Wheel Alignment,240403,16803,6676,NONE,23479
SVC0056523,VEH999476,D0168,2023-08-14,Brake Service,30033,31919,9404,FC104,41323
SVC0056524,VEH561303,D0110,2023-07-15,Wheel Alignment,225592,22893,7260,FC104,30153
SVC0056527,VEH634999,D0367,2024-06-28,Tire Replacement,101547,48965,1182,FC101,50147
SVC0056528,VEH683166,D0297,2024-10-15,Tire Replacement,296623,29572,3838,FC103,33410
SVC0056533,VEH193915,D0254,2023-06-04,Brake Service,256417,3737,10440,FC108,14177
SVC0056543,VEH733512,D0054,2025-04-28,Engine Repair,123651,20270,3119,NONE,23389
SVC0056554,VEH646534,D0317,2025-08-22,Battery Check,109637,13962,11833,FC101,25795
SVC0056563,VEH960824,D0070,2024-05-06,Engine Repair,266608,9060,3607,FC101,12667
SVC0056565,VEH832641,D0175,2025-12-08,Brake Service,223084,19908,9857,FC107,29765
SVC0056575,VEH712862,D0019,2023-05-22,AC Repair,79721,25145,8187,FC108,33332
SVC0056579,VEH691915,D0080,2023-06-15,AC Repair,227289,8652,12351,NONE,21003
SVC0056580,VEH518492,D0358,2023-10-07,Brake Service,8942,5262,14170,FC105,19432
SVC0056592,VEH421308,D0438,2024-03-31,Battery Check,227599,4512,5168,FC107,9680
SVC0056600,VEH235199,D0366,2025-09-26,Tire Replacement,165099,21422,5262,FC105,26684
SVC0056603,VEH315624,D0329,2024-11-04,Brake Service,111845,45803,6093,FC103,51896
SVC0056607,VEH838164,D0499,2025-09-20,Software Update,251703,29903,8923,FC104,38826
SVC0056611,VEH574078,D0228,2025-04-06,Wheel Alignment,142228,19598,2843,FC103,22441
SVC0056614,VEH561822,D0168,2023-05-19,Software Update,86132,34855,4752,FC101,39607
SVC0056620,VEH863917,D0091,2024-10-08,Brake Service,54512,17538,8761,NONE,26299
SVC0056625,VEH767010,D0242,2023-06-22,Wheel Alignment,20187,13619,8187,FC102,21806
SVC0056636,VEH921916,D0198,2026-05-28,Software Update,7981,35308,3232,FC105,38540
SVC0056638,VEH478285,D0164,2025-09-06,Tire Replacement,137003,25833,5910,FC108,31743
SVC0056641,VEH623083,D0001,2025-06-15,AC Repair,171080,1284,9686,FC107,10970
SVC0056644,VEH279723,D0067,2024-09-30,AC Repair,27942,12790,6172,FC103,18962
SVC0056650,VEH859959,D0327,2026-07-16,Tire Replacement,189102,23568,13685,FC108,37253
SVC0056664,VEH703273,D0018,2023-01-13,AC Repair,257872,1539,12136,FC101,13675
SVC0056665,VEH627464,D0362,2023-07-16,AC Repair,167913,23607,5380,FC102,28987
SVC0056667,VEH798328,D0413,2024-08-08,Battery Check,40835,8001,12001,FC103,20002
SVC0056668,VEH544269,D0077,2025-11-15,Engine Repair,40110,28648,5439,NONE,34087
SVC0056685,VEH713979,D0061,2026-05-11,Wheel Alignment,234297,22015,6652,FC107,28667
SVC0056693,VEH809922,D0378,2024-12-31,Battery Check,122508,26202,5216,FC107,31418
SVC0056698,VEH732092,D0293,2024-10-13,Tire Replacement,285284,35149,5978,FC101,41127
SVC0056711,VEH361020,D0122,2024-12-04,Oil Change,293088,25612,12388,FC102,38000
SVC0056735,VEH239662,D0470,2024-10-30,AC Repair,273654,30404,7429,FC102,37833
SVC0056736,VEH196328,D0302,2026-06-22,AC Repair,102603,33509,1781,FC101,35290
SVC0056738,VEH517708,D0159,2023-04-09,Engine Repair,8756,13528,7921,NONE,21449
SVC0056743,VEH460048,D0163,2023-02-13,Engine Repair,287736,38148,8085,NONE,46233
SVC0056752,VEH539972,D0122,2024-03-04,Software Update,206461,22068,2171,FC106,24239
SVC0056763,VEH480706,D0100,2023-07-12,Brake Service,7889,31321,3601,NONE,34922
SVC0056765,VEH851411,D0292,2024-08-27,Wheel Alignment,246619,45672,9517,FC104,55189
SVC0056777,VEH589882,D0331,2023-03-20,Software Update,188360,37999,3781,FC104,41780
SVC0056784,VEH448598,D0459,2025-01-11,Tire Replacement,224789,35995,6513,NONE,42508
SVC0056785,VEH601273,D0133,2023-01-26,Tire Replacement,233010,8589,533,FC105,9122
SVC0056787,VEH402848,D0006,2024-06-05,Brake Service,210004,38685,5734,FC108,44419
SVC0056792,VEH762465,D0073,2023-09-09,Battery Check,155322,33879,8169,FC103,42048
SVC0056801,VEH414840,D0206,2025-03-13,Software Update,255689,38474,10639,FC102,49113
SVC0056806,VEH484919,D0427,2023-09-21,Oil Change,140477,14173,13292,FC102,27465
SVC0056808,VEH269261,D0171,2023-02-01,Brake Service,111765,14852,10678,NONE,25530
SVC0056816,VEH772851,D0311,2025-05-03,Brake Service,238606,36542,8425,NONE,44967
SVC0056819,VEH363900,D0448,2024-02-25,Oil Change,84351,47975,10563,FC107,58538
SVC0056855,VEH373773,D0229,2025-02-20,Tire Replacement,72340,28262,9055,FC104,37317
SVC0056857,VEH782533,D0138,2023-09-18,Wheel Alignment,102416,17844,13251,FC105,31095
SVC0056859,VEH935649,D0386,2023-07-28,Oil Change,229568,42844,7567,FC105,50411
SVC0056861,VEH330939,D0118,2025-05-16,Brake Service,213839,20946,6599,FC108,27545
SVC0056866,VEH286040,D0020,2024-10-24,Oil Change,121034,48654,11758,FC101,60412
SVC0056867,VEH820753,D0298,2025-08-16,Battery Check,262641,31636,9207,FC103,40843
SVC0056870,VEH456100,D0256,2024-09-12,Brake Service,221925,47138,9422,FC102,56560
SVC0056872,VEH952247,D0472,2023-11-07,Battery Check,264583,589,2328,FC101,2917
SVC0056882,VEH627614,D0386,2024-08-23,Brake Service,3406,12606,2662,FC105,15268
SVC0056893,VEH813613,D0332,2025-07-03,Brake Service,239005,12501,12182,FC104,24683
SVC0056899,VEH880955,D0211,2026-04-09,Engine Repair,85757,34975,2351,FC108,37326
SVC0056902,VEH766568,D0149,2025-01-22,AC Repair,58339,2342,8967,FC107,11309
SVC0056904,VEH381701,D0088,2024-03-12,Software Update,255028,11355,4304,FC108,15659
SVC0056910,VEH872151,D0207,2024-08-03,Wheel Alignment,44156,12147,2156,FC106,14303
SVC0056911,VEH879559,D0360,2023-02-02,Software Update,287668,27172,2436,FC103,29608
SVC0056918,VEH948300,D0041,2025-12-29,Engine Repair,19431,25106,2449,FC102,27555
SVC0056930,VEH937790,D0398,2024-10-22,Brake Service,268080,21732,12532,FC103,34264
SVC0056935,VEH614939,D0273,2025-06-04,Tire Replacement,268679,22349,2457,FC104,24806
SVC0056947,VEH379193,D0171,2026-04-23,Battery Check,137426,10585,11207,FC108,21792
SVC0056952,VEH109425,D0409,2023-08-04,AC Repair,288855,39778,11694,FC104,51472
SVC0056956,VEH433888,D0010,2023-03-12,Battery Check,142652,20822,8574,FC105,29396
SVC0056958,VEH245535,D0178,2025-09-07,Tire Replacement,283575,33775,961,FC106,34736
SVC0056986,VEH183831,D0124,2023-08-20,Engine Repair,164445,7242,7023,FC104,14265
SVC0056994,VEH489992,D0189,2023-10-30,AC Repair,22207,5560,12852,FC105,18412
SVC0057001,VEH499220,D0232,2025-04-30,AC Repair,98332,28855,11624,FC104,40479
SVC0057004,VEH953974,D0215,2024-03-24,Battery Check,165328,29882,12296,FC107,42178
SVC0057005,VEH767576,D0173,2025-03-23,Wheel Alignment,31441,30331,10803,NONE,41134
SVC0057012,VEH164649,D0497,2024-07-30,Wheel Alignment,185263,34066,870,FC101,34936
SVC0057015,VEH399806,D0080,2023-10-04,AC Repair,260923,38031,2016,FC102,40047
SVC0057018,VEH978861,D0011,2025-01-03,Tire Replacement,28163,46254,5401,FC102,51655
SVC0057022,VEH511310,D0003,2024-09-17,Brake Service,17396,20281,5980,FC105,26261
SVC0057024,VEH772806,D0089,2023-05-15,Brake Service,261638,13240,6015,FC103,19255
SVC0057028,VEH612059,D0094,2025-07-19,Battery Check,31643,37118,6448,FC105,43566
SVC0057030,VEH358674,D0188,2023-10-01,Wheel Alignment,18903,46558,1708,FC108,48266
SVC0057032,VEH984936,D0010,2023-09-04,Engine Repair,75817,38330,3070,FC101,41400
SVC0057048,VEH728749,D0188,2023-05-17,Oil Change,174125,42027,11748,FC106,53775
SVC0057051,VEH439391,D0460,2023-05-18,Oil Change,124606,13079,3652,FC104,16731
SVC0057053,VEH593394,D0106,2025-01-07,Software Update,192207,7649,11910,FC103,19559
SVC0057055,VEH558035,D0356,2026-01-03,Software Update,30852,37808,13876,FC106,51684
SVC0057064,VEH721840,D0338,2025-06-05,Brake Service,12908,1145,13915,NONE,15060
SVC0057065,VEH340776,D0237,2023-09-17,Wheel Alignment,262890,33041,7490,FC102,40531
SVC0057070,VEH601072,D0100,2025-12-20,Battery Check,246917,19439,7224,FC101,26663
SVC0057073,VEH792141,D0457,2023-03-20,Software Update,56350,17521,9523,FC103,27044
SVC0057087,VEH854860,D0458,2023-03-22,Battery Check,250715,15606,13086,FC102,28692
SVC0057090,VEH142321,D0409,2023-02-02,Oil Change,166917,17502,5368,NONE,22870
SVC0057098,VEH661497,D0383,2023-07-18,Engine Repair,188096,33400,6958,FC105,40358
SVC0057101,VEH104657,D0388,2023-02-26,Engine Repair,285535,34838,380,FC104,35218
SVC0057106,VEH341052,D0468,2024-08-19,Oil Change,156752,46765,2459,FC101,49224
SVC0057113,VEH878121,D0073,2024-07-21,Tire Replacement,6597,6432,2381,NONE,8813
SVC0057120,VEH763406,D0369,2024-08-15,Tire Replacement,239192,47367,14723,FC101,62090
SVC0057131,VEH321751,D0329,2026-07-10,AC Repair,185136,34336,11854,FC102,46190
SVC0057133,VEH422179,D0038,2023-06-18,Oil Change,146708,26238,2299,FC102,28537
SVC0057138,VEH609785,D0256,2025-08-22,Engine Repair,291599,15620,2021,NONE,17641
SVC0057143,VEH279739,D0434,2025-01-20,Tire Replacement,172219,47995,8991,FC106,56986
SVC0057144,VEH191302,D0129,2025-12-19,Tire Replacement,44403,47346,8563,FC102,55909
SVC0057145,VEH159706,D0054,2023-06-13,Tire Replacement,89669,31457,12780,FC106,44237
SVC0057149,VEH235822,D0296,2024-11-11,Software Update,48983,22214,9397,FC102,31611
SVC0057162,VEH923189,D0436,2024-10-08,Brake Service,121471,36632,8292,FC107,44924
SVC0057169,VEH163842,D0180,2025-06-04,AC Repair,136597,17284,12337,NONE,29621
SVC0057173,VEH736007,D0473,2024-07-08,Wheel Alignment,171888,41856,6618,FC106,48474
SVC0057180,VEH452705,D0343,2024-10-25,Battery Check,294040,48969,4807,NONE,53776
SVC0057191,VEH719404,D0365,2025-02-07,AC Repair,57801,35237,1027,FC101,36264
SVC0057193,VEH139916,D0015,2024-02-21,Engine Repair,111007,46347,3495,FC107,49842
SVC0057194,VEH962932,D0153,2024-12-06,Engine Repair,291616,17012,1752,FC107,18764
SVC0057199,VEH480131,D0343,2024-01-03,Tire Replacement,258993,14703,861,FC108,15564
SVC0057202,VEH438421,D0367,2024-05-17,Tire Replacement,231357,12107,5173,FC106,17280
SVC0057209,VEH885891,D0129,2026-05-03,Tire Replacement,286748,38764,6333,FC102,45097
SVC0057213,VEH862755,D0411,2023-12-13,Engine Repair,246034,19144,14008,FC103,33152
SVC0057219,VEH278816,D0458,2026-02-17,Tire Replacement,9679,33751,4144,FC102,37895
SVC0057220,VEH447034,D0270,2024-10-04,Battery Check,97397,32370,14370,FC105,46740
SVC0057221,VEH957492,D0052,2024-11-29,Oil Change,73586,11259,2545,FC102,13804
SVC0057230,VEH986782,D0380,2025-10-28,Wheel Alignment,121971,2071,7030,FC106,9101
SVC0057231,VEH771322,D0120,2023-09-15,Software Update,175461,12631,10891,FC106,23522
SVC0057240,VEH993491,D0184,2023-10-23,AC Repair,211745,47918,10601,FC101,58519
SVC0057256,VEH269983,D0007,2024-03-31,Engine Repair,111493,33089,2703,FC108,35792
SVC0057267,VEH155297,D0372,2023-12-31,Oil Change,272237,22404,11279,FC103,33683
SVC0057272,VEH797065,D0114,2023-05-05,AC Repair,188460,19942,10986,FC106,30928
SVC0057278,VEH100966,D0416,2024-01-24,Wheel Alignment,86663,18449,5495,FC106,23944
SVC0057283,VEH194032,D0371,2024-10-11,Wheel Alignment,51150,26013,7677,FC108,33690
SVC0057291,VEH535002,D0317,2024-10-22,Battery Check,255335,45237,1387,FC102,46624
SVC0057297,VEH332129,D0428,2023-07-14,Battery Check,126777,5779,3635,FC106,9414
SVC0057312,VEH268846,D0175,2023-02-14,Wheel Alignment,62559,2851,3841,FC102,6692
SVC0057313,VEH744902,D0126,2024-08-31,Engine Repair,67337,18792,1603,FC106,20395
SVC0057321,VEH884164,D0277,2023-10-03,Software Update,275231,34514,12816,FC107,47330
SVC0057326,VEH635950,D0030,2025-03-05,Software Update,117107,10577,9858,NONE,20435
SVC0057330,VEH517199,D0351,2025-06-26,AC Repair,52793,20388,1206,FC106,21594
SVC0057340,VEH622379,D0369,2023-09-25,Engine Repair,25713,14161,4263,FC104,18424
SVC0057343,VEH298029,D0200,2026-02-23,Wheel Alignment,145130,2634,4722,FC108,7356
SVC0057344,VEH570625,D0284,2023-12-04,Tire Replacement,264523,38227,8924,FC103,47151
SVC0057346,VEH646601,D0080,2025-08-19,Battery Check,63371,558,6875,FC107,7433
