dealer_id,model,region,month,sales,current_inventory,previous_month_sales,inventory_30_days_ago
116,i5,South,11,13,40,1,77
67,X7,South,11,17,77,32,98
150,X1,West,11,9,99,37,33
41,3 Series,East,11,48,29,34,18
181,iX,Central,11,35,53,6,57
188,7 Series,Central,11,48,14,25,75
39,X1,South,11,19,30,11,10
55,3 Series,East,11,10,45,17,39
224,5 Series,East,11,44,68,21,40
158,2 Series,North,11,1,88,47,86
71,3 Series,North,11,1,95,6,7
217,5 Series,East,11,17,56,14,4
130,X3,North,11,10,55,19,38
8,i4,Central,11,41,94,4,14
114,X7,East,11,1,48,3,71
63,7 Series,North,11,29,63,6,47
187,iX,East,11,39,67,49,4
97,3 Series,North,11,45,42,12,26
156,iX1,East,11,30,78,11,42
74,X1,South,11,19,85,43,25
166,7 Series,North,11,25,92,8,16
18,7 Series,West,11,30,75,28,48
190,2 Series,East,11,13,53,28,31
205,X5,North,11,5,51,42,88
213,7 Series,North,11,16,26,27,18
97,7 Series,Central,11,7,5,46,80
23,iX1,West,11,15,21,17,92
193,3 Series,North,11,25,44,2,82
236,X1,Central,11,24,13,38,23
124,i5,Central,11,9,89,31,41
168,X1,West,11,10,27,33,17
60,X3,North,11,40,79,15,34
85,i4,South,11,8,67,43,65
5,iX,West,11,29,34,42,55
99,X7,South,11,42,13,49,74
146,X7,East,11,45,71,45,11
166,iX3,North,11,25,1,14,9
228,X1,East,11,13,47,18,76
111,i4,East,11,11,40,13,19
157,X5,East,11,26,22,7,16
154,i4,West,11,4,85,35,33
60,i4,East,11,32,25,5,49
164,7 Series,Central,11,31,36,38,86
230,X7,North,11,44,32,8,21
114,X1,East,11,30,18,8,77
82,X7,West,11,10,41,29,30
157,i7,South,11,42,69,18,92
250,7 Series,East,11,2,91,18,69
159,5 Series,East,11,36,94,19,54
191,X1,North,11,48,40,21,95
106,i7,East,11,11,31,28,72
141,i7,North,11,27,77,22,14
244,2 Series,Central,11,46,87,36,17
118,i7,Central,11,11,71,38,49
242,X1,East,11,30,10,1,3
222,7 Series,East,11,4,29,33,38
199,iX1,South,11,31,43,6,50
123,4 Series,North,11,25,70,48,62
168,iX,West,11,10,5,43,85
121,X7,West,11,45,46,4,76
198,X3,North,11,27,63,48,14
2,i5,East,11,17,17,22,62
118,X5,South,11,22,36,36,55
136,iX3,East,11,36,44,19,16
74,3 Series,South,11,48,79,8,29
127,7 Series,Central,11,45,82,5,75
241,X5,West,11,28,33,13,98
118,iX,Central,11,24,12,6,74
108,i4,South,11,5,20,20,65
43,i7,East,11,2,64,12,73
177,3 Series,West,11,13,40,45,96
112,X3,East,11,48,15,41,15
150,iX1,North,11,26,70,16,91
202,X5,South,11,16,5,30,73
244,i5,West,11,46,14,5,94
163,i4,North,11,41,4,43,66
19,iX1,North,11,7,7,39,98
132,X5,Central,11,2,79,47,37
19,X3,East,11,27,45,12,44
233,4 Series,South,11,15,5,15,50
20,5 Series,West,11,30,7,49,55
241,X5,Central,11,43,50,32,91
4,2 Series,Central,11,32,53,34,50
49,2 Series,South,11,26,86,44,26
250,4 Series,South,11,22,55,2,60
154,X3,West,11,13,51,14,15
3,7 Series,Central,11,18,23,44,4
52,5 Series,West,11,21,73,6,14
222,3 Series,Central,11,2,24,2,53
128,iX3,East,11,41,38,3,52
36,iX,East,11,21,80,5,98
169,2 Series,North,11,4,98,10,72
198,5 Series,Central,11,43,89,41,64
179,X3,North,11,26,22,29,44
103,iX3,Central,11,33,67,25,1
219,3 Series,North,11,47,11,49,50
16,2 Series,East,11,46,7,33,1
47,4 Series,South,11,1,77,48,46
80,iX,South,11,16,15,21,98
46,i7,South,11,19,87,14,20
100,iX1,East,11,34,42,22,70
183,3 Series,West,11,32,59,13,89
98,2 Series,South,11,43,34,8,54
231,i7,East,11,9,2,12,96
216,iX1,South,11,40,65,22,2
124,X7,North,11,37,83,8,47
167,iX3,West,11,10,70,24,1
134,iX3,South,11,40,51,49,40
84,X5,North,11,44,72,41,31
61,5 Series,West,11,46,38,40,65
9,i5,West,11,14,14,15,49
241,X3,North,11,5,18,8,91
213,2 Series,South,11,10,21,19,2
139,i7,Central,11,41,17,18,54
240,i5,East,11,30,31,10,55
222,X5,Central,11,36,95,34,25
65,iX1,West,11,15,30,1,61
91,i7,West,11,11,84,31,34
122,X1,West,11,46,1,2,61
59,4 Series,North,11,32,68,38,27
112,i7,West,11,19,24,37,65
113,3 Series,East,11,27,16,6,87
198,iX3,North,11,18,44,34,8
118,3 Series,East,11,20,92,23,78
235,i5,South,11,46,32,17,75
7,7 Series,South,11,15,71,48,93
112,iX,North,11,8,74,36,5
122,i7,East,11,34,20,40,66
61,X5,Central,11,42,45,30,78
57,7 Series,Central,11,36,78,31,5
86,2 Series,South,11,21,68,1,63
162,2 Series,West,11,46,32,35,17
84,3 Series,West,11,30,25,14,22
45,i4,South,11,39,11,29,14
45,X5,South,11,48,24,8,98
15,X5,West,11,10,49,49,83
239,3 Series,North,11,26,10,32,82
137,2 Series,Central,11,15,11,42,34
210,4 Series,East,11,39,97,26,16
174,iX,North,11,23,64,43,65
247,i4,West,11,1,99,1,96
174,X7,South,11,24,88,36,63
36,X1,Central,11,8,16,21,5
46,X5,Central,11,5,63,37,39
42,X1,West,11,24,45,20,47
158,2 Series,Central,11,6,64,16,13
139,3 Series,West,11,34,11,1,76
118,X3,East,11,41,19,18,37
33,5 Series,North,11,2,18,19,46
126,iX3,Central,11,11,20,46,74
110,3 Series,Central,11,22,54,36,91
168,X3,South,11,8,32,41,37
70,i5,South,11,21,80,24,76
171,i4,South,11,43,74,41,27
110,X3,North,11,10,33,32,14
167,X5,South,11,17,11,19,33
125,iX1,West,11,32,43,44,75
214,4 Series,West,11,30,38,2,1
39,i4,East,11,47,77,10,20
181,i7,South,11,18,44,35,28
83,iX,North,11,27,22,15,89
214,3 Series,North,11,25,7,49,30
159,7 Series,West,11,41,97,26,6
106,X5,North,11,45,35,46,20
63,i4,East,11,24,44,35,66
25,2 Series,West,11,23,1,44,74
246,X1,West,11,45,58,27,95
41,iX,West,11,38,45,17,58
178,iX1,Central,11,43,31,25,77
59,5 Series,North,11,13,81,33,49
177,i4,East,11,36,27,12,97
30,2 Series,South,11,49,66,12,49
45,3 Series,West,11,8,96,10,33
196,i7,East,11,20,49,4,13
53,i4,East,11,39,76,32,1
154,2 Series,North,11,2,88,46,18
199,X5,East,11,14,14,5,42
40,5 Series,Central,11,23,18,33,14
240,X5,West,11,27,90,25,87
140,X3,North,11,19,75,29,9
1,2 Series,North,11,46,23,47,95
70,3 Series,Central,11,5,86,7,66
129,X5,West,11,25,28,4,70
136,4 Series,Central,11,41,4,32,89
236,i7,North,11,19,70,39,30
112,2 Series,South,11,32,76,3,86
33,i4,North,11,7,86,15,92
196,i7,East,11,15,84,4,20
115,iX1,Central,11,40,32,37,59
178,i5,Central,11,22,46,15,90
104,iX,South,11,13,3,39,29
134,X1,East,11,6,79,41,11
237,4 Series,East,11,6,64,47,95
188,7 Series,West,11,10,8,32,18
191,X5,Central,11,16,74,11,61
180,i4,East,11,41,33,46,11
131,X7,East,11,3,18,39,90
79,7 Series,East,11,35,45,16,82
198,iX1,South,11,14,47,43,58
6,X5,South,11,28,1,16,3
37,iX3,North,11,5,61,49,14
179,X7,South,11,46,5,22,6
27,i4,North,11,19,64,24,86
106,iX1,South,11,18,38,38,99
233,7 Series,North,11,41,63,15,98
174,i7,Central,11,8,45,49,78
246,iX1,South,11,16,53,44,19
69,X1,East,11,31,54,22,76
123,iX3,North,11,35,16,15,75
231,5 Series,Central,11,36,74,12,99
145,i4,East,11,15,17,30,76
215,5 Series,East,11,46,90,9,12
17,i7,East,11,25,18,14,50
105,iX,South,11,30,42,35,40
118,iX3,North,11,46,95,28,60
23,iX,North,11,23,60,12,49
39,iX3,West,11,27,12,9,94
161,7 Series,East,11,33,62,31,16
194,i5,East,11,40,31,28,1
10,X3,South,11,14,31,39,35
83,7 Series,East,11,19,21,31,19
168,iX1,South,11,12,65,22,88
73,iX3,East,11,18,91,32,76
143,i4,South,11,32,93,40,50
43,2 Series,North,11,36,3,47,29
88,X1,East,11,4,90,34,51
12,iX1,East,11,22,54,22,97
22,X1,West,11,49,46,10,89
18,2 Series,West,11,12,3,20,38
194,X5,East,11,46,28,27,17
62,X1,North,11,2,88,16,74
189,X7,East,11,37,2,3,76
188,X5,West,11,16,62,20,38
79,i4,West,11,20,1,21,89
234,3 Series,South,11,15,39,18,88
167,3 Series,West,11,10,67,12,88
201,2 Series,North,11,43,26,2,50
150,4 Series,Central,11,43,37,37,81
209,i5,East,11,36,51,37,81
142,5 Series,East,11,25,69,1,54
223,X7,East,11,21,33,5,46
105,X7,East,11,31,43,43,18
7,X1,East,11,16,45,36,57
239,i7,Central,11,30,1,46,64
163,X7,Central,11,48,9,3,14
34,i4,North,11,41,66,48,98
195,5 Series,South,11,31,27,21,53
63,i4,West,11,5,84,35,73
130,X7,Central,11,40,30,15,23
109,7 Series,South,11,49,64,26,48
219,4 Series,North,11,6,62,20,84
250,X7,East,11,10,59,36,17
173,iX,North,11,10,52,39,32
63,i5,South,11,49,59,14,71
130,iX,Central,11,6,50,27,94
244,i4,East,11,43,18,1,42
182,4 Series,South,11,23,96,32,15
51,3 Series,East,11,40,54,23,18
41,4 Series,South,11,16,53,41,24
133,X3,North,11,29,63,36,31
85,2 Series,East,11,47,27,30,74
71,iX3,Central,11,7,4,30,93
153,i4,East,11,40,99,24,22
237,iX1,Central,11,29,16,1,8
1,7 Series,North,11,6,91,45,1
9,X5,Central,11,26,67,41,34
194,iX3,South,11,28,53,43,51
195,iX1,East,11,29,34,47,5
108,2 Series,South,11,23,30,22,44
101,iX1,West,11,41,79,28,36
122,X7,North,11,47,52,39,51
108,X5,West,11,6,28,18,57
4,iX,North,11,46,35,26,17
149,X7,Central,11,12,33,45,95
61,X5,Central,11,39,59,43,44
26,7 Series,East,11,45,90,18,90
117,4 Series,Central,11,23,69,39,20
172,X1,South,11,28,66,6,98
165,5 Series,Central,11,14,88,32,78
78,iX,Central,11,10,48,10,73
238,4 Series,North,11,28,97,46,9
138,X1,East,11,24,45,27,65
218,i4,Central,11,3,47,8,93
202,X5,Central,11,11,90,9,52
229,i4,Central,11,2,93,14,55
82,i4,East,11,43,25,22,25
219,7 Series,West,11,15,88,43,68
81,4 Series,West,11,3,51,32,38
202,X5,North,11,13,72,20,84
75,i7,East,11,49,40,4,55
47,X5,East,11,48,35,39,35
88,X1,East,11,16,38,18,15
83,i7,Central,11,47,70,30,71
236,iX,West,11,29,33,4,18
208,2 Series,North,11,29,44,16,50
151,7 Series,South,11,25,39,18,35
120,X3,Central,11,16,41,8,86
123,5 Series,South,11,12,46,3,48
204,i4,North,11,21,95,46,74
246,iX,North,11,7,49,23,27
54,X7,South,11,9,98,34,89
187,X5,Central,11,23,3,42,25
147,iX1,North,11,46,23,3,30
25,X5,Central,11,20,95,31,4
67,i4,North,11,36,83,7,98
141,5 Series,West,11,34,55,14,47
21,X1,North,11,37,85,21,50
22,i4,Central,11,38,92,46,15
175,5 Series,East,11,37,6,11,22
191,X1,South,11,8,10,42,3
29,X7,East,11,6,7,4,5
49,5 Series,West,11,43,75,35,55
107,X1,North,11,14,60,20,96
25,7 Series,Central,11,23,91,35,91
151,iX1,West,11,38,22,7,53
76,X7,South,11,13,85,29,36
49,X7,West,11,18,18,8,86
246,3 Series,North,11,3,86,42,47
151,i4,North,11,46,52,24,10
5,iX3,North,11,36,96,36,81
157,X3,Central,11,46,65,31,31
5,X7,West,11,37,16,19,50
39,X3,Central,11,8,27,33,49
227,7 Series,Central,11,44,94,49,18
163,X1,Central,11,45,71,8,73
81,7 Series,West,11,30,72,13,26
30,iX3,North,11,32,80,1,61
184,3 Series,East,11,8,37,31,87
2,i7,West,11,12,12,20,92
15,i4,West,11,5,87,29,78
51,4 Series,East,11,10,32,12,47
23,iX,East,11,35,77,33,55
234,2 Series,Central,11,37,22,16,64
26,X7,South,11,9,91,30,69
11,2 Series,North,11,27,4,29,14
128,iX1,North,11,1,81,6,94
24,7 Series,North,11,3,63,20,6
137,iX3,West,11,28,59,44,82
206,i7,South,11,34,57,43,16
216,i4,North,11,39,11,14,39
71,2 Series,North,11,44,59,45,84
138,5 Series,South,11,40,98,24,43
225,X7,South,11,48,46,20,34
97,2 Series,Central,11,43,92,34,89
110,iX,Central,11,32,12,43,29
219,iX3,East,11,13,3,5,44
72,4 Series,Central,11,10,39,28,27
206,i7,South,11,46,31,39,32
71,X1,North,11,7,29,7,71
210,i5,East,11,38,30,8,98
185,5 Series,South,11,4,93,9,17
90,X1,South,11,18,17,5,55
247,X1,Central,11,30,14,41,13
127,2 Series,East,11,30,87,2,44
233,5 Series,South,11,22,83,17,3
123,2 Series,East,11,43,29,18,93
143,iX1,West,11,35,1,14,81
33,i7,East,11,37,15,14,35
139,4 Series,North,11,37,88,4,47
147,iX1,South,11,37,41,38,75
170,5 Series,Central,11,14,96,43,13
210,X1,East,11,45,87,11,89
214,4 Series,North,11,13,17,12,43
58,2 Series,East,11,23,9,5,15
228,X1,East,11,27,48,42,72
146,5 Series,South,11,40,75,40,7
146,X7,North,11,16,97,33,34
22,i5,West,11,18,96,34,55
89,iX1,South,11,7,17,46,60
118,3 Series,West,11,25,67,49,18
180,i5,North,11,48,91,9,65
44,X7,East,11,25,42,45,82
159,3 Series,West,11,20,43,47,96
9,X7,West,11,36,94,20,55
50,3 Series,North,11,40,30,17,14
230,i5,Central,11,7,99,21,95
119,3 Series,North,11,21,15,24,63
61,i4,East,11,22,81,5,46
19,i7,West,11,8,85,30,30
52,4 Series,East,11,11,73,36,88
55,i4,Central,11,47,3,6,74
25,i5,South,11,47,47,21,63
207,4 Series,North,11,28,27,30,53
69,5 Series,North,11,18,26,38,29
75,5 Series,East,11,43,7,44,40
141,X7,Central,11,48,9,33,72
162,X1,North,11,10,99,40,82
72,i7,North,11,45,73,48,34
25,X3,North,11,2,48,28,84
91,7 Series,Central,11,7,49,23,51
75,X7,East,11,27,53,2,17
64,2 Series,East,11,23,90,8,70
82,iX1,South,11,2,41,45,93
250,4 Series,West,11,5,14,28,98
138,iX,Central,11,42,16,30,20
97,i7,East,11,39,73,36,61
100,X5,Central,11,17,48,49,34
17,X3,South,11,36,41,42,92
241,X5,West,11,37,67,49,37
5,i5,West,11,3,43,46,39
215,i5,North,11,44,38,1,1
67,X1,Central,11,40,40,49,80
231,iX1,South,11,47,99,11,49
101,iX1,Central,11,35,53,20,32
138,4 Series,South,11,40,87,20,78
155,4 Series,West,11,25,93,12,22
184,3 Series,South,11,18,88,2,66
135,X7,West,11,5,61,2,96
113,3 Series,North,11,8,16,23,89
29,3 Series,East,11,31,25,24,98
49,i4,West,11,2,32,31,61
167,4 Series,South,11,12,69,43,57
198,iX1,North,11,45,20,24,17
9,4 Series,South,11,33,76,14,34
200,iX,South,11,7,19,45,76
189,4 Series,West,11,45,95,15,56
78,iX3,West,11,46,51,9,38
182,X1,East,11,18,1,8,6
230,iX,South,11,19,22,13,34
137,i4,East,11,42,58,30,36
60,iX3,North,11,16,90,22,66
52,4 Series,North,11,42,88,37,26
121,7 Series,North,11,16,89,29,60
75,3 Series,North,11,5,94,32,14
11,iX,East,11,30,17,47,93
104,X1,North,11,40,28,31,18
163,X7,East,11,24,48,27,72
75,X3,Central,11,28,82,2,37
36,i4,South,11,3,54,19,35
183,X3,East,11,6,95,28,82
131,i5,East,11,1,9,8,11
109,X5,Central,11,23,52,28,73
83,iX3,West,11,48,9,6,25
200,iX,West,11,17,33,30,73
181,i4,Central,11,47,82,22,84
28,iX3,West,11,44,17,44,65
53,i4,South,11,23,71,36,4
248,4 Series,South,11,45,72,17,80
54,X1,Central,11,4,25,27,92
181,i5,West,11,12,60,39,2
65,5 Series,Central,11,9,50,16,83
53,7 Series,North,11,37,96,39,39
40,i5,South,11,22,47,2,89
222,iX1,East,11,2,11,18,95
41,3 Series,East,11,45,16,3,93
166,X1,Central,11,1,90,5,79
75,7 Series,East,11,17,82,33,80
29,iX1,South,11,33,78,16,31
159,X7,West,11,49,81,31,63
189,7 Series,South,11,9,98,45,10
202,4 Series,West,11,5,52,24,97
227,X7,West,11,42,40,24,19
40,X3,Central,11,46,77,33,20
221,X1,South,11,45,83,17,6
229,i7,East,11,8,49,45,3
130,3 Series,West,11,21,3,38,40
48,4 Series,East,11,15,15,40,84
1,5 Series,South,11,17,3,2,5
59,7 Series,South,11,10,48,43,63
160,i7,Central,11,19,70,5,99
88,X7,West,11,38,57,44,94
2,X1,Central,11,13,88,42,79
59,X5,West,11,6,12,20,22
131,X7,South,11,16,85,15,12
201,i7,North,11,43,33,49,34
49,X5,East,11,12,27,10,89
216,7 Series,South,11,20,96,29,13
76,X3,East,11,16,29,49,24
34,5 Series,North,11,22,44,3,7
248,X3,North,11,20,42,7,29
62,4 Series,North,11,18,92,4,40
34,X5,Central,11,5,90,39,32
23,i4,South,11,34,67,15,67
19,X7,East,11,19,70,37,93
180,7 Series,Central,11,23,30,4,55
60,5 Series,North,11,6,46,7,50
127,i4,West,11,34,51,30,52
96,X3,North,11,7,35,26,54
241,5 Series,East,11,3,73,3,12
156,iX,East,11,9,18,1,36
90,7 Series,South,11,43,3,35,65
49,2 Series,West,11,4,98,31,8
45,2 Series,South,12,34,61,16,49
76,i7,North,12,9,30,30,9
107,3 Series,South,12,19,48,37,66
250,3 Series,North,12,5,74,38,99
223,7 Series,West,12,16,64,15,52
60,5 Series,South,12,37,82,21,55
203,i4,Central,12,12,70,7,61
184,3 Series,East,12,41,89,36,12
232,i7,South,12,33,52,24,13
242,iX1,East,12,33,22,41,72
132,i5,South,12,15,78,16,12
146,X3,Central,12,42,37,40,81
157,5 Series,North,12,24,68,16,87
239,X1,Central,12,18,28,24,84
120,X5,East,12,20,79,48,92
167,X5,North,12,47,97,18,45
55,iX1,West,12,21,75,47,77
186,iX1,Central,12,8,94,26,99
175,X1,East,12,28,23,30,86
31,2 Series,Central,12,46,63,32,76
115,i5,West,12,4,40,42,84
156,3 Series,Central,12,22,62,39,4
155,iX,East,12,3,27,23,47
245,i5,Central,12,41,74,30,25
30,iX,West,12,20,79,5,75
49,7 Series,Central,12,34,26,8,48
170,X3,East,12,48,67,21,41
75,X7,North,12,8,97,18,2
206,X1,North,12,26,13,49,59
68,i4,South,12,8,80,37,15
100,3 Series,South,12,42,42,11,80
129,4 Series,East,12,11,88,14,28
172,iX,North,12,3,39,36,12
103,2 Series,South,12,44,40,4,46
165,4 Series,Central,12,1,46,48,28
161,X5,Central,12,11,24,48,41
149,iX1,South,12,10,24,48,96
88,iX1,North,12,21,89,42,88
250,i7,West,12,30,17,2,23
168,X5,South,12,39,92,45,78
189,i7,South,12,30,38,44,71
114,4 Series,South,12,2,43,29,52
13,iX,East,12,33,77,10,73
113,7 Series,East,12,36,14,21,87
226,i4,North,12,42,62,9,42
166,3 Series,South,12,14,40,4,91
157,X1,North,12,21,45,6,51
181,5 Series,West,12,42,31,32,66
64,i5,Central,12,6,55,22,90
36,iX,East,12,28,28,33,66
104,7 Series,East,12,23,88,41,99
111,X3,South,12,49,30,46,76
5,i5,West,12,43,55,11,65
148,4 Series,Central,12,28,83,24,20
221,3 Series,East,12,26,70,42,44
139,X3,East,12,24,35,19,5
72,X5,South,12,22,1,36,89
156,i7,South,12,42,51,47,83
177,4 Series,East,12,31,42,8,20
169,2 Series,North,12,45,19,3,66
146,i7,Central,12,18,54,7,53
158,5 Series,Central,12,45,59,13,94
128,i5,Central,12,29,17,11,58
142,7 Series,South,12,9,94,11,68
56,7 Series,North,12,22,54,3,49
73,iX,North,12,37,1,30,31
202,4 Series,West,12,10,71,26,27
248,5 Series,North,12,27,87,8,40
217,X3,South,12,6,81,15,66
180,3 Series,West,12,49,60,12,1
91,X1,East,12,40,4,13,7
194,iX,North,12,34,68,6,9
195,iX3,Central,12,19,14,18,57
29,X5,Central,12,42,10,14,50
128,3 Series,North,12,14,95,36,16
248,X3,East,12,31,9,8,98
229,2 Series,South,12,7,47,14,19
27,i5,West,12,49,68,4,42
68,3 Series,West,12,43,54,28,11
163,3 Series,East,12,17,1,44,78
91,iX1,East,12,25,97,14,79
211,i5,North,12,35,18,15,60
10,X3,East,12,39,91,31,39
127,X3,South,12,35,95,41,42
26,X1,Central,12,39,80,7,62
71,7 Series,East,12,17,30,33,77
91,iX,East,12,10,30,41,1
94,5 Series,West,12,18,29,26,70
76,X7,North,12,36,49,36,43
104,4 Series,East,12,27,3,27,11
189,2 Series,North,12,33,45,7,99
197,iX3,South,12,16,80,13,75
184,iX1,Central,12,18,81,7,29
77,5 Series,Central,12,48,1,15,2
192,2 Series,North,12,3,20,12,28
41,4 Series,West,12,48,90,40,7
132,2 Series,East,12,15,11,13,65
66,X1,West,12,36,32,30,11
165,iX1,Central,12,14,39,15,47
34,X1,North,12,14,15,39,73
122,X1,North,12,47,74,43,4
50,i4,East,12,30,32,44,82
198,i7,North,12,11,86,26,71
90,i7,North,12,11,81,38,85
203,X1,East,12,44,58,29,12
42,i7,South,12,20,96,37,48
129,X1,East,12,49,43,31,46
34,i7,South,12,13,88,22,48
213,2 Series,East,12,41,61,9,99
138,4 Series,South,12,11,29,46,55
5,3 Series,Central,12,49,37,32,81
90,i7,North,12,7,58,26,74
172,iX3,North,12,35,50,6,66
147,i7,Central,12,26,63,45,3
149,5 Series,East,12,28,71,1,72
121,X5,East,12,6,56,41,86
162,X5,Central,12,13,98,32,41
29,iX1,West,12,4,92,42,58
102,iX3,East,12,48,26,20,5
207,4 Series,South,12,7,25,42,43
40,i5,South,12,20,33,19,54
208,3 Series,Central,12,14,86,3,96
115,iX3,East,12,34,73,3,1
18,2 Series,North,12,27,59,33,3
123,iX1,South,12,13,85,12,4
49,X3,Central,12,21,24,15,50
189,5 Series,Central,12,43,92,31,48
65,i7,West,12,15,99,19,42
203,2 Series,Central,12,8,30,43,95
164,X3,South,12,36,61,21,79
224,7 Series,East,12,25,19,3,13
220,iX,South,12,6,29,9,81
70,X5,South,12,19,63,29,79
7,X1,Central,12,38,47,46,34
61,X5,North,12,25,91,12,10
192,5 Series,South,12,15,23,35,75
104,X7,North,12,21,49,35,33
88,i5,South,12,46,44,48,34
202,5 Series,Central,12,22,76,5,94
158,X5,West,12,22,71,19,82
17,i4,South,12,8,89,15,86
172,2 Series,East,12,23,77,6,3
200,X1,North,12,40,6,38,29
76,i4,North,12,29,83,21,56
26,X7,West,12,11,66,43,61
145,i7,West,12,35,32,17,63
163,4 Series,West,12,33,35,18,24
174,X3,East,12,37,80,45,48
108,i7,Central,12,32,97,29,99
133,5 Series,West,12,27,75,15,13
45,X1,West,12,35,33,48,53
75,iX,East,12,2,18,5,44
144,7 Series,North,12,46,32,35,46
58,iX3,East,12,37,26,35,97
42,iX3,South,12,19,6,28,40
94,2 Series,Central,12,43,44,16,16
188,X5,Central,12,35,25,30,33
184,X7,North,12,32,41,21,96
232,2 Series,South,12,15,53,49,19
134,3 Series,East,12,18,76,39,56
20,X7,South,12,29,54,5,53
212,i5,Central,12,38,24,46,2
24,iX,South,12,35,81,45,90
91,7 Series,Central,12,21,65,20,90
195,2 Series,Central,12,4,45,37,17
216,i4,East,12,12,32,47,43
52,3 Series,Central,12,29,8,14,82
138,iX1,West,12,26,46,18,90
153,2 Series,Central,12,37,23,30,7
220,3 Series,West,12,17,87,47,74
210,X1,West,12,41,48,32,28
106,5 Series,North,12,36,74,46,84
173,X5,East,12,43,85,9,65
206,iX1,North,12,16,10,11,67
1,3 Series,West,12,49,54,33,88
212,iX3,Central,12,35,34,3,71
239,5 Series,Central,12,26,70,27,85
25,i4,North,12,2,32,9,60
204,2 Series,East,12,34,30,22,50
112,X7,South,12,39,19,11,65
103,7 Series,East,12,21,36,4,4
238,iX,West,12,9,47,27,63
201,X7,South,12,46,84,25,44
137,2 Series,Central,12,42,13,35,78
170,X5,South,12,39,66,32,68
191,X7,North,12,31,20,46,51
105,i4,East,12,28,37,14,58
153,X1,West,12,24,7,14,4
222,i5,South,12,21,16,18,75
48,iX,West,12,13,34,20,2
183,7 Series,South,12,3,67,35,99
232,i4,East,12,21,86,26,63
220,i5,North,12,25,81,43,76
66,X1,North,12,17,93,26,68
217,5 Series,East,12,30,78,34,18
210,2 Series,Central,12,43,38,42,77
24,2 Series,West,12,40,20,6,5
82,iX3,Central,12,31,70,3,42
91,5 Series,South,12,9,56,33,38
172,i7,Central,12,13,26,2,41
184,iX,West,12,22,51,19,56
35,5 Series,North,12,40,89,41,55
34,X1,West,12,21,15,43,37
230,7 Series,South,12,39,47,49,83
6,2 Series,North,12,11,56,10,3
177,5 Series,Central,12,47,62,4,74
144,X1,South,12,39,54,45,85
215,7 Series,North,12,31,46,45,43
220,i5,North,12,40,15,48,78
141,X3,West,12,34,58,21,51
12,iX,North,12,19,33,41,3
139,X1,North,12,16,60,24,21
47,iX1,South,12,13,9,9,82
60,4 Series,North,12,35,81,8,72
49,7 Series,North,12,4,76,27,29
52,iX3,West,12,26,77,30,12
61,5 Series,West,12,27,59,48,26
214,4 Series,North,12,42,87,15,57
95,X5,East,12,49,77,15,98
120,3 Series,East,12,8,82,36,86
219,4 Series,West,12,6,41,5,5
219,X5,East,12,15,64,36,12
40,X7,Central,12,41,19,37,55
90,3 Series,North,12,20,94,2,47
71,i4,North,12,20,49,34,1
203,4 Series,South,12,4,54,43,89
181,3 Series,Central,12,43,45,22,34
61,iX1,South,12,39,39,20,3
150,iX3,West,12,34,58,4,99
232,3 Series,South,12,21,60,49,75
211,i7,South,12,37,95,43,74
38,iX,South,12,46,19,6,36
212,iX1,West,12,4,37,19,77
61,3 Series,North,12,23,33,11,79
211,X7,West,12,42,69,47,4
83,X1,North,12,19,88,15,14
100,5 Series,West,12,47,84,32,11
118,iX1,North,12,42,37,2,69
47,iX1,West,12,11,60,32,49
27,i7,East,12,18,71,45,44
209,3 Series,North,12,19,59,4,27
146,X7,South,12,13,8,41,14
125,X3,East,12,49,19,3,89
20,iX,East,12,47,83,23,18
236,X1,Central,12,48,29,30,68
42,i5,North,12,47,65,37,55
41,3 Series,West,12,39,69,32,93
72,X5,East,12,5,74,33,92
58,iX,North,12,4,24,29,43
40,3 Series,North,12,43,30,26,65
203,X7,North,12,28,96,2,53
119,5 Series,North,12,37,73,20,47
158,X5,West,12,12,22,40,23
140,iX1,North,12,14,50,1,3
118,X1,South,12,11,19,3,89
62,7 Series,North,12,32,50,44,99
190,3 Series,South,12,1,33,25,87
87,X3,West,12,25,91,45,98
70,i7,East,12,41,52,27,34
99,iX3,North,12,3,3,27,98
143,i7,East,12,35,24,34,33
124,2 Series,North,12,2,45,44,2
230,5 Series,West,12,3,75,39,52
220,X5,East,12,7,38,28,23
7,iX3,West,12,49,71,24,52
134,iX1,East,12,43,8,19,37
27,X5,South,12,40,12,37,96
2,i4,South,12,39,71,17,50
134,X5,South,12,48,85,42,34
61,X1,Central,12,6,6,11,47
160,iX,Central,12,26,10,7,85
157,X5,South,12,11,53,7,18
226,7 Series,North,12,36,38,35,42
65,X7,North,12,19,10,21,39
143,X5,East,12,26,46,35,47
138,iX1,Central,12,30,2,33,86
10,X3,East,12,3,78,42,43
10,7 Series,North,12,18,41,41,24
37,i7,West,12,15,5,17,57
32,i7,South,12,43,33,40,95
36,3 Series,Central,12,45,41,1,31
64,X3,Central,12,34,98,36,95
217,iX3,East,12,21,12,18,30
143,4 Series,East,12,42,27,37,88
73,X1,West,12,39,21,38,94
16,X3,East,12,3,91,38,95
105,2 Series,South,12,37,87,10,3
83,4 Series,North,12,16,60,2,75
174,iX3,North,12,32,58,36,54
122,X3,North,12,39,48,44,4
172,X3,East,12,3,83,1,33
76,5 Series,North,12,26,58,4,26
35,X3,Central,12,6,82,43,44
