claim_id,vehicle_id,claim_date,component,claim_amount,claim_status
CLM000820,BMWV0085,2024-08-16,Electrical System,1929.31,Approved
CLM000821,BMWV0157,2025-07-28,Engine,1965.29,Pending
CLM000822,BMWV0133,2026-05-01,Battery,2449.66,Approved
CLM000823,BMWV0092,2025-06-20,Suspension,929.68,Pending
CLM000824,BMWV0021,2024-09-24,Brake System,1076.63,Rejected
CLM000825,BMWV0199,2025-02-08,Electrical System,3487.18,Approved
CLM000826,BMWV0195,2026-03-03,Electrical System,2861.72,Approved
CLM000827,BMWV0109,2024-01-11,Steering,2606.39,Approved
CLM000828,BMWV0047,2024-11-15,Battery,3431.64,Approved
CLM000829,BMWV0084,2025-12-13,Air Conditioning,331.04,Approved
CLM000830,BMWV0083,2024-05-05,Cooling System,734.28,Pending
CLM000831,BMWV0035,2024-11-01,Suspension,2620.15,Approved
CLM000832,BMWV0196,2025-12-02,Brake System,817.48,Approved
CLM000833,BMWV0069,2025-05-25,Electrical System,631.64,Approved
CLM000834,BMWV0129,2024-03-29,Suspension,2085.77,Approved
CLM000835,BMWV0196,2024-12-20,Electrical System,1258.26,Approved
CLM000836,BMWV0140,2025-09-19,Engine,3601.34,Approved
CLM000837,BMWV0188,2024-12-17,Transmission,6489.89,Approved
CLM000838,BMWV0027,2025-11-19,Steering,2638.25,Approved
CLM000839,BMWV0056,2024-01-14,Transmission,3539.69,Approved
CLM000840,BMWV0023,2024-09-13,Suspension,2752.63,Pending
CLM000841,BMWV0153,2024-07-27,Battery,3495.49,Approved
CLM000842,BMWV0021,2024-10-07,Brake System,1400.13,Approved
CLM000843,BMWV0061,2025-03-18,Engine,2011.14,Approved
CLM000844,BMWV0063,2026-04-19,Transmission,2108.03,Approved
CLM000845,BMWV0122,2026-04-16,Cooling System,1629.48,Approved
CLM000846,BMWV0052,2025-01-23,Fuel System,2282.9,Approved
CLM000847,BMWV0088,2025-09-08,Air Conditioning,1466.3,Approved
CLM000848,BMWV0153,2025-04-27,Brake System,457.74,Approved
CLM000849,BMWV0055,2024-05-26,Air Conditioning,475.73,Approved
CLM000850,BMWV0046,2024-10-05,Electrical System,3001.39,Approved
CLM000851,BMWV0032,2025-06-04,Electrical System,745.77,Approved
CLM000852,BMWV0055,2025-09-21,Engine,5285.55,Approved
CLM000853,BMWV0096,2025-08-28,Electrical System,418.76,Rejected
CLM000854,BMWV0133,2025-03-09,Suspension,593.61,Rejected
CLM000855,BMWV0036,2024-05-23,Cooling System,1711.93,Approved
CLM000856,BMWV0110,2024-10-15,Engine,6417.52,Approved
CLM000857,BMWV0177,2025-01-20,Suspension,1219.53,Approved
CLM000858,BMWV0106,2024-01-14,Electrical System,989.95,Pending
CLM000859,BMWV0058,2024-09-13,Brake System,1511.25,Approved
CLM000860,BMWV0039,2024-12-11,Engine,3254.59,Approved
CLM000861,BMWV0080,2025-11-28,Battery,3030.72,Approved
CLM000862,BMWV0097,2024-12-10,Battery,4863.3,Approved
CLM000863,BMWV0113,2025-02-03,Battery,1335.77,Approved
CLM000864,BMWV0061,2024-07-25,Suspension,2658.1,Approved
CLM000865,BMWV0137,2026-05-07,Air Conditioning,606.64,Approved
CLM000866,BMWV0006,2026-07-31,Electrical System,2115.82,Pending
CLM000867,BMWV0109,2024-06-20,Fuel System,1160.57,Approved
CLM000868,BMWV0035,2025-04-08,Battery,4849.19,Approved
CLM000869,BMWV0039,2024-09-26,Transmission,2867.71,Approved
CLM000870,BMWV0150,2024-08-08,Air Conditioning,1029.33,Approved
CLM000871,BMWV0169,2024-05-31,Transmission,6414.3,Approved
CLM000872,BMWV0118,2025-09-14,Battery,3006.82,Rejected
CLM000873,BMWV0005,2024-07-01,Transmission,4013.15,Approved
CLM000874,BMWV0170,2025-02-02,Engine,3527.12,Rejected
CLM000875,BMWV0087,2026-04-30,Steering,2238.48,Approved
CLM000876,BMWV0076,2024-03-12,Transmission,1571.86,Approved
CLM000877,BMWV0195,2025-02-21,Brake System,326.74,Rejected
CLM000878,BMWV0158,2026-06-16,Engine,5815.7,Approved
CLM000879,BMWV0057,2024-10-09,Air Conditioning,916.27,Approved
CLM000880,BMWV0127,2024-03-14,Battery,4799.26,Approved
CLM000881,BMWV0029,2024-12-20,Suspension,2567.66,Approved
CLM000882,BMWV0165,2025-12-27,Battery,3768.94,Approved
CLM000883,BMWV0087,2025-05-11,Transmission,5590.73,Approved
CLM000884,BMWV0141,2024-11-23,Brake System,1284.36,Approved
CLM000885,BMWV0160,2025-06-18,Engine,2641.4,Approved
CLM000886,BMWV0046,2025-08-02,Brake System,1436.59,Approved
CLM000887,BMWV0116,2026-06-28,Battery,1603.83,Rejected
CLM000888,BMWV0112,2025-03-22,Fuel System,1045.4,Rejected
CLM000889,BMWV0151,2025-01-07,Engine,7288.87,Approved
CLM000890,BMWV0045,2024-12-27,Air Conditioning,1296.22,Pending
CLM000891,BMWV0145,2024-04-02,Transmission,5799.7,Approved
CLM000892,BMWV0104,2024-11-16,Battery,1616.05,Rejected
CLM000893,BMWV0085,2024-11-19,Battery,3313.45,Approved
CLM000894,BMWV0194,2025-01-18,Fuel System,530.15,Approved
CLM000895,BMWV0134,2025-07-28,Transmission,4715.3,Rejected
CLM000896,BMWV0108,2026-01-05,Engine,6908.98,Approved
CLM000897,BMWV0018,2026-01-06,Battery,3215.2,Approved
CLM000898,BMWV0094,2026-05-30,Engine,3583.75,Rejected
CLM000899,BMWV0150,2024-12-11,Engine,2010.0,Rejected
CLM000900,BMWV0033,2026-04-28,Electrical System,682.24,Pending
CLM000901,BMWV0158,2024-04-12,Engine,5969.43,Approved
CLM000902,BMWV0126,2024-08-02,Engine,8060.62,Approved
CLM000903,BMWV0160,2024-07-10,Air Conditioning,652.74,Approved
CLM000904,BMWV0170,2025-11-02,Battery,3860.61,Approved
CLM000905,BMWV0122,2026-06-02,Engine,7605.22,Approved
CLM000906,BMWV0138,2025-12-19,Transmission,4104.41,Approved
CLM000907,BMWV0115,2026-02-19,Electrical System,2441.65,Approved
CLM000908,BMWV0164,2024-07-12,Transmission,5575.08,Approved
CLM000909,BMWV0162,2025-01-14,Brake System,654.05,Approved
CLM000910,BMWV0028,2025-02-06,Engine,3789.2,Pending
CLM000911,BMWV0011,2025-10-25,Electrical System,302.01,Approved
CLM000912,BMWV0167,2026-01-18,Battery,4841.3,Rejected
CLM000913,BMWV0047,2025-08-22,Electrical System,3236.14,Approved
CLM000914,BMWV0127,2024-01-11,Suspension,2234.96,Pending
CLM000915,BMWV0147,2024-07-05,Electrical System,553.04,Approved
CLM000916,BMWV0118,2025-12-26,Transmission,3737.51,Rejected
CLM000917,BMWV0143,2024-01-15,Transmission,2009.46,Pending
CLM000918,BMWV0126,2026-02-16,Battery,768.46,Pending
CLM000919,BMWV0156,2024-10-23,Transmission,4580.91,Approved
CLM000920,BMWV0152,2025-02-14,Transmission,6304.15,Approved
CLM000921,BMWV0072,2026-08-13,Suspension,2566.88,Approved
CLM000922,BMWV0107,2025-08-07,Battery,3696.05,Approved
CLM000923,BMWV0137,2024-02-21,Brake System,399.79,Approved
CLM000924,BMWV0175,2025-10-01,Electrical System,1177.32,Approved
CLM000925,BMWV0033,2024-01-28,Electrical System,1324.18,Approved
CLM000926,BMWV0190,2025-07-30,Engine,6913.11,Approved
CLM000927,BMWV0019,2024-01-17,Steering,2495.74,Approved
CLM000928,BMWV0195,2024-12-16,Transmission,3425.53,Approved
CLM000929,BMWV0074,2025-03-03,Air Conditioning,1064.87,Approved
CLM000930,BMWV0168,2025-10-11,Suspension,506.82,Approved
CLM000931,BMWV0175,2026-04-10,Air Conditioning,813.82,Approved
CLM000932,BMWV0193,2024-08-16,Electrical System,1744.11,Pending
CLM000933,BMWV0157,2026-02-04,Engine,2583.79,Approved
CLM000934,BMWV0178,2024-07-28,Battery,2649.05,Approved
CLM000935,BMWV0098,2025-03-06,Electrical System,3030.16,Approved
CLM000936,BMWV0141,2024-10-20,Battery,3199.68,Approved
CLM000937,BMWV0129,2026-01-12,Steering,651.27,Approved
CLM000938,BMWV0162,2026-01-22,Battery,1524.19,Approved
CLM000939,BMWV0093,2025-08-04,Transmission,3872.72,Approved
CLM000940,BMWV0176,2024-04-13,Transmission,3307.44,Approved
CLM000941,BMWV0048,2024-07-22,Battery,2242.53,Approved
CLM000942,BMWV0177,2024-02-22,Electrical System,1993.66,Approved
CLM000943,BMWV0064,2026-08-31,Air Conditioning,1389.57,Approved
CLM000944,BMWV0061,2026-07-28,Air Conditioning,1803.88,Approved
CLM000945,BMWV0157,2025-01-09,Suspension,1218.32,Approved
CLM000946,BMWV0039,2026-04-21,Fuel System,2081.75,Approved
CLM000947,BMWV0128,2024-02-23,Steering,1313.46,Approved
CLM000948,BMWV0088,2024-10-02,Engine,2171.4,Rejected
CLM000949,BMWV0026,2024-11-30,Suspension,1730.05,Approved
CLM000950,BMWV0017,2024-01-31,Transmission,4439.51,Approved
CLM000951,BMWV0071,2024-05-14,Engine,8061.42,Rejected
CLM000952,BMWV0013,2024-02-27,Electrical System,2623.4,Approved
CLM000953,BMWV0069,2024-04-14,Battery,4646.42,Approved
CLM000954,BMWV0026,2024-09-22,Engine,7885.93,Pending
CLM000955,BMWV0049,2025-06-05,Engine,5850.65,Rejected
CLM000956,BMWV0195,2025-05-10,Engine,5336.01,Approved
CLM000957,BMWV0007,2024-09-09,Fuel System,1548.5,Approved
CLM000958,BMWV0058,2024-10-21,Engine,8354.82,Rejected
CLM000959,BMWV0049,2025-10-29,Transmission,5365.84,Approved
CLM000960,BMWV0103,2024-06-06,Battery,1156.94,Rejected
CLM000961,BMWV0053,2025-07-02,Battery,4047.24,Approved
CLM000962,BMWV0193,2025-09-22,Fuel System,716.66,Approved
CLM000963,BMWV0062,2024-03-07,Engine,4797.25,Pending
CLM000964,BMWV0017,2026-01-23,Brake System,576.21,Rejected
CLM000965,BMWV0171,2024-10-25,Air Conditioning,1594.69,Approved
CLM000966,BMWV0025,2025-04-07,Fuel System,2236.22,Approved
CLM000967,BMWV0131,2025-12-25,Electrical System,1229.16,Approved
CLM000968,BMWV0029,2026-03-30,Suspension,596.83,Approved
CLM000969,BMWV0117,2024-04-10,Engine,3799.9,Approved
CLM000970,BMWV0160,2024-02-25,Battery,3591.16,Pending
CLM000971,BMWV0026,2024-11-27,Battery,2113.67,Rejected
CLM000972,BMWV0124,2026-04-15,Fuel System,947.94,Approved
CLM000973,BMWV0144,2026-01-20,Engine,3035.72,Approved
CLM000974,BMWV0025,2025-01-27,Engine,5133.36,Approved
CLM000975,BMWV0054,2026-01-12,Battery,1886.58,Approved
CLM000976,BMWV0156,2026-05-23,Engine,6697.77,Approved
CLM000977,BMWV0073,2025-01-15,Transmission,1883.11,Approved
CLM000978,BMWV0120,2024-04-01,Cooling System,1694.47,Approved
CLM000979,BMWV0056,2026-03-01,Battery,1721.51,Approved
CLM000980,BMWV0065,2025-03-22,Electrical System,1865.69,Approved
CLM000981,BMWV0093,2024-04-18,Air Conditioning,807.88,Approved
CLM000982,BMWV0086,2024-11-12,Battery,3807.91,Approved
CLM000983,BMWV0080,2024-06-16,Engine,8133.56,Approved
CLM000984,BMWV0169,2026-03-22,Transmission,6085.38,Approved
CLM000985,BMWV0108,2026-07-08,Battery,3208.73,Approved
CLM000986,BMWV0179,2025-03-10,Electrical System,1780.35,Approved
CLM000987,BMWV0118,2025-03-17,Battery,4218.69,Rejected
CLM000988,BMWV0199,2024-08-05,Engine,6378.29,Approved
CLM000989,BMWV0157,2024-08-09,Brake System,534.52,Approved
CLM000990,BMWV0083,2025-11-03,Fuel System,2114.98,Approved
CLM000991,BMWV0147,2025-06-11,Steering,1543.66,Approved
CLM000992,BMWV0194,2024-10-04,Steering,931.91,Approved
CLM000993,BMWV0169,2025-07-22,Suspension,1076.31,Pending
CLM000994,BMWV0173,2025-07-27,Battery,1850.37,Approved
CLM000995,BMWV0015,2026-05-24,Suspension,1646.1,Pending
CLM000996,BMWV0131,2025-04-10,Engine,3370.28,Approved
CLM000997,BMWV0139,2026-04-18,Air Conditioning,490.95,Approved
CLM000998,BMWV0181,2026-01-23,Electrical System,695.81,Approved
CLM000999,BMWV0174,2025-08-24,Engine,5707.95,Approved
CLM001000,BMWV0030,2025-08-06,Suspension,2163.42,Approved
CLM001001,BMWV0057,2026-04-17,Fuel System,1041.3,Approved
CLM001002,BMWV0146,2024-01-30,Transmission,1673.25,Rejected
CLM001003,BMWV0179,2024-12-24,Steering,774.42,Approved
CLM001004,BMWV0128,2026-07-07,Engine,7928.45,Approved
CLM001005,BMWV0048,2024-10-14,Electrical System,1879.34,Rejected
CLM001006,BMWV0194,2024-03-26,Brake System,953.04,Rejected
CLM001007,BMWV0136,2024-08-21,Electrical System,421.76,Approved
CLM001008,BMWV0022,2026-01-16,Fuel System,1916.57,Rejected
CLM001009,BMWV0006,2024-11-08,Steering,1796.57,Rejected
CLM001010,BMWV0185,2024-12-30,Suspension,884.99,Approved
CLM001011,BMWV0104,2026-02-15,Transmission,2050.37,Approved
CLM001012,BMWV0036,2026-03-09,Fuel System,1174.28,Approved
CLM001013,BMWV0079,2026-04-18,Engine,7408.99,Approved
CLM001014,BMWV0116,2026-06-23,Steering,2656.5,Approved
CLM001015,BMWV0057,2024-09-25,Battery,3292.24,Pending
CLM001016,BMWV0049,2025-11-28,Engine,6674.49,Approved
CLM001017,BMWV0173,2024-05-10,Air Conditioning,474.55,Approved
CLM001018,BMWV0082,2026-03-13,Transmission,4440.63,Pending
CLM001019,BMWV0066,2026-02-27,Transmission,4834.83,Rejected
CLM001020,BMWV0077,2026-04-11,Battery,1563.07,Approved
CLM001021,BMWV0045,2024-12-16,Engine,7697.04,Approved
CLM001022,BMWV0079,2024-06-28,Transmission,2474.98,Approved
CLM001023,BMWV0020,2026-03-12,Engine,3900.3,Approved
CLM001024,BMWV0192,2025-04-24,Brake System,1211.86,Approved
CLM001025,BMWV0123,2026-06-07,Engine,6076.95,Approved
CLM001026,BMWV0067,2024-06-11,Air Conditioning,1613.8,Pending
CLM001027,BMWV0083,2026-02-21,Transmission,2060.06,Approved
CLM001028,BMWV0003,2026-06-06,Cooling System,2083.88,Rejected
CLM001029,BMWV0182,2024-04-05,Steering,1808.76,Approved
CLM001030,BMWV0064,2026-02-12,Transmission,3856.61,Approved
CLM001031,BMWV0040,2025-05-24,Suspension,2754.63,Approved
CLM001032,BMWV0059,2024-12-30,Suspension,2176.91,Rejected
CLM001033,BMWV0183,2024-12-18,Cooling System,547.81,Approved
CLM001034,BMWV0062,2026-03-10,Electrical System,2720.93,Approved
CLM001035,BMWV0132,2025-03-11,Engine,2438.17,Approved
CLM001036,BMWV0060,2024-03-23,Electrical System,387.91,Approved
CLM001037,BMWV0116,2024-08-12,Electrical System,1591.6,Approved
CLM001038,BMWV0075,2025-02-15,Electrical System,3479.45,Approved
CLM001039,BMWV0122,2026-01-04,Battery,1452.0,Approved
CLM001040,BMWV0107,2024-04-27,Steering,2165.24,Approved
CLM001041,BMWV0096,2025-04-26,Cooling System,664.13,Approved
CLM001042,BMWV0091,2024-07-10,Transmission,5123.93,Approved
CLM001043,BMWV0158,2025-08-13,Engine,5185.87,Approved
CLM001044,BMWV0130,2025-08-12,Transmission,4899.86,Approved
CLM001045,BMWV0062,2025-10-20,Steering,967.33,Approved
CLM001046,BMWV0049,2024-04-16,Air Conditioning,1703.98,Approved
CLM001047,BMWV0137,2025-01-16,Electrical System,3485.98,Approved
CLM001048,BMWV0092,2026-02-21,Battery,3562.3,Approved
CLM001049,BMWV0159,2025-01-24,Electrical System,1879.14,Approved
CLM001050,BMWV0124,2024-08-31,Battery,4669.65,Pending
CLM001051,BMWV0061,2025-08-07,Brake System,274.57,Approved
CLM001052,BMWV0048,2026-05-18,Suspension,2151.82,Approved
CLM001053,BMWV0153,2025-04-12,Cooling System,2166.37,Approved
CLM001054,BMWV0164,2026-05-15,Fuel System,482.6,Rejected
CLM001055,BMWV0136,2026-07-22,Fuel System,1317.64,Approved
CLM001056,BMWV0058,2025-06-21,Battery,1580.29,Approved
CLM001057,BMWV0101,2024-07-28,Brake System,1128.1,Pending
CLM001058,BMWV0112,2025-08-26,Air Conditioning,1516.61,Pending
CLM001059,BMWV0173,2025-09-28,Fuel System,1000.64,Approved
CLM001060,BMWV0062,2026-08-04,Engine,4881.88,Approved
CLM001061,BMWV0039,2024-03-13,Battery,1901.16,Rejected
CLM001062,BMWV0058,2025-09-26,Engine,4274.92,Approved
CLM001063,BMWV0099,2024-11-04,Electrical System,810.53,Approved
CLM001064,BMWV0192,2025-11-26,Battery,4507.91,Approved
CLM001065,BMWV0044,2025-11-29,Battery,743.04,Approved
CLM001066,BMWV0029,2025-12-10,Engine,7712.14,Approved
CLM001067,BMWV0059,2025-08-12,Battery,3158.22,Approved
CLM001068,BMWV0071,2026-05-09,Steering,1295.73,Pending
CLM001069,BMWV0092,2024-07-04,Transmission,5115.29,Approved
CLM001070,BMWV0009,2026-05-05,Air Conditioning,1240.12,Approved
CLM001071,BMWV0127,2024-09-09,Electrical System,1897.15,Approved
CLM001072,BMWV0134,2024-01-13,Steering,730.86,Pending
CLM001073,BMWV0157,2024-10-25,Engine,4409.76,Approved
CLM001074,BMWV0186,2024-03-16,Cooling System,806.24,Approved
CLM001075,BMWV0145,2024-02-20,Electrical System,350.23,Approved
CLM001076,BMWV0144,2026-02-25,Cooling System,1056.21,Approved
CLM001077,BMWV0131,2024-05-28,Fuel System,543.12,Pending
CLM001078,BMWV0021,2025-12-31,Transmission,2784.15,Approved
CLM001079,BMWV0064,2024-05-01,Engine,2419.86,Approved
CLM001080,BMWV0090,2024-07-29,Transmission,2004.71,Approved
CLM001081,BMWV0036,2024-10-06,Brake System,558.47,Rejected
CLM001082,BMWV0062,2025-06-21,Transmission,6499.25,Approved
CLM001083,BMWV0170,2025-11-15,Transmission,1510.92,Approved
CLM001084,BMWV0076,2024-06-04,Brake System,1239.94,Approved
CLM001085,BMWV0170,2024-08-25,Engine,2746.33,Approved
CLM001086,BMWV0189,2025-01-10,Engine,7968.21,Approved
CLM001087,BMWV0013,2024-03-22,Battery,1102.62,Approved
CLM001088,BMWV0011,2025-05-06,Engine,8198.92,Approved
CLM001089,BMWV0054,2024-12-21,Battery,3326.98,Approved
CLM001090,BMWV0016,2026-07-13,Brake System,251.97,Approved
CLM001091,BMWV0008,2024-09-29,Brake System,1635.71,Approved
CLM001092,BMWV0104,2025-08-02,Steering,1780.37,Pending
CLM001093,BMWV0059,2024-02-13,Brake System,657.14,Approved
CLM001094,BMWV0057,2025-07-26,Brake System,1439.28,Rejected
CLM001095,BMWV0040,2024-05-02,Battery,4684.66,Rejected
CLM001096,BMWV0187,2024-12-14,Steering,1683.41,Pending
CLM001097,BMWV0130,2025-12-08,Fuel System,1028.44,Rejected
CLM001098,BMWV0094,2024-11-25,Steering,2461.81,Approved
CLM001099,BMWV0138,2025-02-12,Air Conditioning,1579.48,Approved
CLM001100,BMWV0044,2024-11-18,Engine,7754.64,Approved
CLM001101,BMWV0139,2024-04-20,Transmission,4962.57,Approved
CLM001102,BMWV0080,2026-02-08,Engine,3431.64,Approved
CLM001103,BMWV0081,2024-03-29,Fuel System,2353.07,Rejected
CLM001104,BMWV0002,2025-03-08,Air Conditioning,454.43,Approved
CLM001105,BMWV0178,2025-12-10,Suspension,1043.06,Approved
CLM001106,BMWV0140,2026-03-04,Battery,2936.84,Pending
CLM001107,BMWV0115,2025-12-12,Steering,1892.64,Approved
CLM001108,BMWV0090,2024-04-08,Transmission,1576.55,Approved
CLM001109,BMWV0023,2025-06-22,Engine,7029.84,Rejected
CLM001110,BMWV0146,2025-08-23,Battery,2254.91,Approved
CLM001111,BMWV0062,2024-05-25,Electrical System,1600.54,Approved
CLM001112,BMWV0113,2025-11-24,Brake System,1504.52,Pending
CLM001113,BMWV0128,2024-09-13,Steering,1417.17,Pending
CLM001114,BMWV0062,2024-07-07,Engine,2116.41,Rejected
CLM001115,BMWV0038,2024-08-27,Electrical System,864.61,Approved
CLM001116,BMWV0195,2026-05-20,Brake System,1731.65,Rejected
CLM001117,BMWV0166,2026-06-17,Transmission,1852.03,Approved
CLM001118,BMWV0195,2025-05-17,Steering,1355.07,Approved
CLM001119,BMWV0061,2025-12-08,Suspension,1607.63,Approved
CLM001120,BMWV0129,2026-03-19,Suspension,1583.87,Approved
CLM001121,BMWV0173,2025-11-07,Steering,460.1,Approved
CLM001122,BMWV0156,2026-03-29,Air Conditioning,1227.27,Approved
CLM001123,BMWV0149,2024-09-27,Transmission,3418.86,Approved
CLM001124,BMWV0122,2025-06-03,Air Conditioning,2145.55,Approved
CLM001125,BMWV0110,2025-07-03,Battery,1384.38,Rejected
CLM001126,BMWV0013,2024-04-23,Transmission,3270.77,Approved
CLM001127,BMWV0155,2024-12-04,Engine,4610.53,Approved
CLM001128,BMWV0100,2025-07-21,Suspension,1337.66,Approved
CLM001129,BMWV0135,2026-07-31,Air Conditioning,1548.37,Approved
CLM001130,BMWV0022,2024-12-24,Transmission,2577.56,Approved
CLM001131,BMWV0074,2025-10-11,Suspension,930.57,Approved
CLM001132,BMWV0181,2025-09-05,Fuel System,1917.8,Approved
CLM001133,BMWV0132,2024-11-29,Engine,5151.95,Pending
CLM001134,BMWV0023,2025-11-19,Transmission,3575.78,Approved
CLM001135,BMWV0119,2024-06-17,Suspension,806.09,Approved
CLM001136,BMWV0070,2024-12-04,Transmission,2437.64,Approved
CLM001137,BMWV0084,2026-03-08,Electrical System,333.77,Approved
CLM001138,BMWV0101,2024-09-17,Engine,2412.56,Approved
CLM001139,BMWV0084,2026-06-05,Brake System,1113.1,Approved
CLM001140,BMWV0161,2026-01-04,Suspension,2540.5,Approved
CLM001141,BMWV0028,2024-07-17,Air Conditioning,809.97,Pending
CLM001142,BMWV0136,2024-07-29,Steering,1285.76,Approved
CLM001143,BMWV0001,2024-10-13,Steering,744.79,Approved
CLM001144,BMWV0165,2025-11-22,Suspension,1332.71,Rejected
CLM001145,BMWV0063,2026-01-31,Air Conditioning,322.58,Approved
CLM001146,BMWV0022,2026-01-12,Engine,7947.92,Rejected
CLM001147,BMWV0070,2025-04-16,Brake System,1293.32,Approved
CLM001148,BMWV0125,2025-04-26,Engine,8438.02,Approved
CLM001149,BMWV0149,2024-01-23,Suspension,2518.78,Rejected
CLM001150,BMWV0096,2025-07-13,Battery,2733.86,Rejected
CLM001151,BMWV0163,2024-04-18,Electrical System,1962.99,Rejected
CLM001152,BMWV0079,2024-10-22,Transmission,2452.88,Approved
CLM001153,BMWV0005,2024-01-06,Suspension,1508.89,Pending
CLM001154,BMWV0060,2025-07-03,Fuel System,2291.51,Pending
CLM001155,BMWV0120,2025-11-11,Battery,918.67,Approved
CLM001156,BMWV0046,2026-05-17,Steering,2652.07,Approved
CLM001157,BMWV0178,2026-03-05,Transmission,3204.74,Approved
CLM001158,BMWV0176,2024-07-21,Brake System,1644.24,Pending
CLM001159,BMWV0134,2024-11-20,Steering,2849.24,Approved
CLM001160,BMWV0056,2026-04-04,Battery,3584.72,Approved
CLM001161,BMWV0110,2026-02-23,Cooling System,1695.29,Approved
CLM001162,BMWV0187,2024-08-31,Engine,4833.45,Approved
CLM001163,BMWV0157,2024-11-22,Engine,7398.12,Approved
CLM001164,BMWV0199,2024-02-16,Fuel System,2417.47,Approved
CLM001165,BMWV0104,2026-01-30,Engine,6993.05,Pending
CLM001166,BMWV0077,2025-08-13,Cooling System,1606.07,Approved
CLM001167,BMWV0146,2025-09-13,Cooling System,1574.27,Rejected
CLM001168,BMWV0002,2024-01-13,Engine,7491.45,Approved
CLM001169,BMWV0008,2026-06-25,Brake System,1088.87,Approved
CLM001170,BMWV0075,2025-01-14,Transmission,5519.3,Approved
CLM001171,BMWV0182,2024-12-30,Battery,2888.21,Approved
CLM001172,BMWV0125,2025-08-24,Engine,2218.38,Approved
CLM001173,BMWV0038,2024-12-07,Transmission,3419.74,Pending
CLM001174,BMWV0176,2026-05-09,Battery,2611.1,Approved
CLM001175,BMWV0027,2026-03-02,Brake System,469.51,Approved
CLM001176,BMWV0020,2024-08-08,Cooling System,515.24,Approved
CLM001177,BMWV0140,2024-03-13,Suspension,1685.12,Approved
CLM001178,BMWV0043,2026-01-15,Suspension,604.34,Pending
CLM001179,BMWV0189,2026-02-10,Brake System,719.57,Approved
CLM001180,BMWV0031,2025-09-16,Steering,2348.72,Approved
CLM001181,BMWV0091,2024-02-15,Battery,4847.06,Approved
CLM001182,BMWV0061,2025-05-18,Air Conditioning,1649.85,Approved
CLM001183,BMWV0195,2024-09-30,Cooling System,2384.51,Approved
CLM001184,BMWV0109,2025-07-08,Battery,3702.85,Approved
CLM001185,BMWV0091,2024-07-26,Air Conditioning,822.9,Approved
CLM001186,BMWV0163,2026-07-17,Steering,2163.73,Approved
CLM001187,BMWV0095,2026-05-10,Fuel System,1859.64,Approved
CLM001188,BMWV0143,2025-09-06,Air Conditioning,974.87,Rejected
CLM001189,BMWV0144,2024-05-03,Transmission,1588.57,Approved
CLM001190,BMWV0013,2024-01-10,Battery,3723.76,Approved
CLM001191,BMWV0113,2024-11-24,Engine,1945.39,Rejected
CLM001192,BMWV0035,2024-07-05,Suspension,1914.85,Approved
CLM001193,BMWV0187,2025-06-26,Engine,2896.23,Approved
CLM001194,BMWV0149,2025-10-29,Steering,1892.29,Approved
CLM001195,BMWV0182,2024-02-29,Engine,5176.22,Approved
CLM001196,BMWV0158,2026-01-30,Transmission,1567.57,Approved
CLM001197,BMWV0048,2026-06-17,Brake System,812.44,Approved
CLM001198,BMWV0035,2026-06-04,Suspension,1842.62,Approved
CLM001199,BMWV0086,2026-08-08,Engine,7485.66,Pending
CLM001200,BMWV0166,2026-02-20,Brake System,1627.4,Approved
CLM001201,BMWV0159,2025-03-17,Brake System,999.97,Approved
CLM001202,BMWV0152,2024-08-04,Transmission,5142.11,Approved
CLM001203,BMWV0114,2026-06-29,Engine,3920.25,Approved
CLM001204,BMWV0177,2024-01-02,Steering,1322.58,Approved
CLM001205,BMWV0100,2025-06-19,Brake System,551.42,Approved
CLM001206,BMWV0160,2025-12-18,Engine,5565.05,Rejected
CLM001207,BMWV0183,2026-04-11,Suspension,1154.95,Rejected
CLM001208,BMWV0186,2025-12-11,Cooling System,477.18,Approved
CLM001209,BMWV0099,2024-12-21,Electrical System,2492.02,Approved
CLM001210,BMWV0003,2025-09-17,Brake System,1347.02,Approved
CLM001211,BMWV0197,2026-03-02,Steering,1367.98,Approved
CLM001212,BMWV0085,2025-10-28,Cooling System,461.12,Approved
CLM001213,BMWV0125,2024-06-13,Suspension,1423.11,Approved
CLM001214,BMWV0138,2026-01-03,Brake System,935.62,Approved
CLM001215,BMWV0083,2024-03-31,Electrical System,2439.75,Approved
CLM001216,BMWV0025,2024-06-15,Air Conditioning,865.06,Approved
CLM001217,BMWV0068,2026-08-16,Transmission,4913.0,Pending
CLM001218,BMWV0061,2024-07-25,Brake System,1600.81,Approved
CLM001219,BMWV0029,2024-10-08,Steering,1055.59,Pending
CLM001220,BMWV0127,2024-03-05,Air Conditioning,2158.89,Approved
CLM001221,BMWV0019,2026-06-06,Battery,2361.38,Approved
CLM001222,BMWV0171,2025-05-30,Air Conditioning,771.15,Approved
CLM001223,BMWV0194,2024-06-05,Engine,4624.12,Approved
CLM001224,BMWV0074,2026-01-30,Battery,1105.91,Rejected
CLM001225,BMWV0061,2026-02-07,Suspension,701.69,Approved
CLM001226,BMWV0171,2026-01-16,Transmission,3572.17,Pending
CLM001227,BMWV0153,2024-11-01,Transmission,5312.22,Approved
CLM001228,BMWV0020,2026-05-27,Cooling System,2190.66,Rejected
CLM001229,BMWV0048,2025-01-29,Transmission,4824.09,Rejected
CLM001230,BMWV0087,2024-03-14,Transmission,2026.1,Approved
