vehicle_id,model,city,fault_date,fault_type,severity
1923,BMW X5,Bengaluru,2026-06-22,Infotainment,High
1924,BMW i4,Hyderabad,2026-01-14,Charging,Medium
1925,BMW X3,Mumbai,2026-08-05,Infotainment,High
1926,BMW i7,Ahmedabad,2026-01-05,Cooling,Medium
1927,BMW X7,Hyderabad,2026-02-02,Suspension,High
1928,BMW 5 Series,Kolkata,2026-02-11,Cooling,Low
1929,BMW 7 Series,Pune,2026-08-07,AC,High
1930,BMW 3 Series,Ahmedabad,2026-05-12,Suspension,High
1931,BMW X5,Chennai,2026-04-13,Steering,Low
1932,BMW X3,Mumbai,2026-05-18,Steering,Medium
1933,BMW 5 Series,Ahmedabad,2026-08-25,Transmission,High
1934,BMW 5 Series,Hyderabad,2026-06-26,Charging,Low
1935,BMW 7 Series,Delhi,2026-07-25,Engine,Low
1936,BMW i4,Mumbai,2026-01-28,AC,Low
1937,BMW X3,Kolkata,2026-04-28,Brake,High
1938,BMW i7,Mumbai,2026-06-02,Steering,Low
1939,BMW i4,Chennai,2026-08-18,Brake,High
1940,BMW iX,Delhi,2026-03-18,Infotainment,Low
1941,BMW X1,Hyderabad,2026-07-26,Cooling,Medium
1942,BMW i7,Mumbai,2026-01-16,Suspension,Medium
1943,BMW i5,Bengaluru,2026-01-04,AC,Medium
1944,BMW i7,Mumbai,2026-02-25,Battery,Medium
1945,BMW i5,Hyderabad,2026-06-02,Charging,Low
1946,BMW 7 Series,Pune,2026-01-02,AC,Low
1947,BMW i5,Ahmedabad,2026-06-14,AC,Low
1948,BMW X7,Pune,2026-06-26,Cooling,High
1949,BMW iX,Mumbai,2026-02-14,Brake,Low
1950,BMW X1,Ahmedabad,2026-03-28,Battery,High
1951,BMW iX,Kolkata,2026-02-13,Brake,Low
1952,BMW X7,Mumbai,2026-01-11,Charging,Low
1953,BMW 7 Series,Delhi,2026-05-03,Brake,Medium
1954,BMW 3 Series,Pune,2026-08-15,Brake,High
1955,BMW i5,Mumbai,2026-05-03,Steering,Medium
1956,BMW 5 Series,Kolkata,2026-05-02,Battery,Medium
1957,BMW i7,Pune,2026-06-03,Cooling,Medium
1958,BMW i4,Chennai,2026-06-12,Steering,Medium
1959,BMW X3,Pune,2026-02-11,Cooling,Low
1960,BMW i5,Mumbai,2026-01-17,Transmission,Medium
1961,BMW i4,Kolkata,2026-05-11,Brake,Medium
1962,BMW i4,Bengaluru,2026-02-03,Steering,Low
1963,BMW i7,Pune,2026-08-08,Infotainment,High
1964,BMW i4,Mumbai,2026-01-20,AC,Medium
1965,BMW 5 Series,Kolkata,2026-01-08,AC,Low
1966,BMW i7,Ahmedabad,2026-04-17,Steering,Low
1967,BMW X3,Kolkata,2026-03-19,Battery,Medium
1968,BMW 5 Series,Hyderabad,2026-08-14,Cooling,High
1969,BMW X5,Chennai,2026-05-24,Infotainment,Low
1970,BMW X1,Kolkata,2026-04-28,Electrical,Low
1971,BMW 7 Series,Delhi,2026-08-26,Transmission,High
1972,BMW X3,Kolkata,2026-04-10,Battery,High
1973,BMW 7 Series,Bengaluru,2026-04-11,AC,High
1974,BMW i5,Ahmedabad,2026-05-20,Battery,Medium
1975,BMW X3,Pune,2026-03-18,Electrical,Low
1976,BMW 7 Series,Pune,2026-06-05,Brake,Medium
1977,BMW i7,Ahmedabad,2026-01-16,Transmission,Low
1978,BMW i4,Bengaluru,2026-03-23,AC,Low
1979,BMW X5,Ahmedabad,2026-08-24,Battery,High
1980,BMW X5,Delhi,2026-05-14,Brake,High
1981,BMW i5,Hyderabad,2026-08-26,Suspension,Low
1982,BMW 3 Series,Hyderabad,2026-06-22,Electrical,Medium
1983,BMW X7,Kolkata,2026-06-28,Infotainment,Low
1984,BMW 3 Series,Bengaluru,2026-02-05,Infotainment,Medium
1985,BMW i4,Delhi,2026-08-06,Brake,High
1986,BMW 5 Series,Kolkata,2026-07-18,Brake,Low
1987,BMW 7 Series,Mumbai,2026-03-10,AC,Medium
1988,BMW iX,Mumbai,2026-03-16,Brake,High
1989,BMW X7,Hyderabad,2026-06-21,Electrical,Medium
1990,BMW X1,Chennai,2026-03-10,Steering,Medium
1991,BMW 5 Series,Hyderabad,2026-07-16,Charging,Low
1992,BMW 7 Series,Ahmedabad,2026-04-23,AC,High
1993,BMW i4,Pune,2026-07-04,Electrical,Medium
1994,BMW iX,Delhi,2026-04-13,Battery,Low
1995,BMW i4,Kolkata,2026-01-06,Cooling,High
1996,BMW X3,Mumbai,2026-03-09,Cooling,Low
1997,BMW i4,Chennai,2026-06-20,Charging,Medium
1998,BMW 7 Series,Pune,2026-04-01,Electrical,High
1999,BMW 3 Series,Kolkata,2026-07-15,AC,Medium
2000,BMW i4,Pune,2026-07-22,Charging,High
