vehicle_id,model,city,sale_date,sales_amount,quantity
1965,BMW X7,Delhi,2026-04-09,13770000,1
1966,BMW i5,Chennai,2026-05-18,10710000,1
1967,BMW X1,Delhi,2026-04-14,10500000,2
1968,BMW 5 Series,Hyderabad,2026-05-19,25080000,3
1969,BMW 5 Series,Kolkata,2026-06-09,16560000,2
1970,BMW 5 Series,Kolkata,2026-06-12,8360000,1
1971,BMW 7 Series,Kolkata,2026-01-22,18900000,1
1972,BMW i7,Hyderabad,2026-03-03,21210000,1
1973,BMW i5,Delhi,2026-08-09,33060000,3
1974,BMW X7,Kolkata,2026-07-03,14180000,1
1975,BMW 5 Series,Hyderabad,2026-03-02,16900000,2
1976,BMW X3,Delhi,2026-02-21,7270000,1
1977,BMW 7 Series,Chennai,2026-03-09,17820000,1
1978,BMW i5,Ahmedabad,2026-04-05,10290000,1
1979,BMW X7,Pune,2026-02-15,13100000,1
1980,BMW i7,Hyderabad,2026-01-28,64890000,3
1981,BMW X5,Mumbai,2026-05-10,9310000,1
1982,BMW iX,Bengaluru,2026-01-28,12750000,1
1983,BMW X7,Kolkata,2026-08-08,13770000,1
1984,BMW 7 Series,Hyderabad,2026-02-10,17640000,1
1985,BMW X1,Delhi,2026-02-26,15750000,3
1986,BMW i4,Ahmedabad,2026-06-20,7980000,1
1987,BMW X7,Delhi,2026-06-09,14180000,1
1988,BMW i4,Delhi,2026-07-14,7900000,1
1989,BMW X5,Delhi,2026-05-23,10290000,1
1990,BMW X7,Chennai,2026-07-08,13640000,1
1991,BMW X7,Hyderabad,2026-03-07,12960000,1
1992,BMW i5,Kolkata,2026-07-22,10710000,1
1993,BMW i7,Bengaluru,2026-04-06,21210000,1
1994,BMW 7 Series,Chennai,2026-01-03,18540000,1
1995,BMW X7,Delhi,2026-04-10,12820000,1
1996,BMW i5,Ahmedabad,2026-02-16,10180000,1
1997,BMW iX,Kolkata,2026-06-25,25000000,2
1998,BMW iX,Mumbai,2026-04-01,12620000,1
1999,BMW X7,Hyderabad,2026-02-18,14180000,1
2000,BMW 3 Series,Pune,2026-03-19,5980000,1
