vehicle_id,model,city,battery_date,battery_percentage,battery_status
1944,BMW i5,Kolkata,2026-05-01,49,Warning
1945,BMW i5,Bengaluru,2026-07-01,20,Critical
1946,BMW i4,Kolkata,2026-08-01,33,Critical
1947,BMW 7 Series,Delhi,2026-05-01,90,Healthy
1948,BMW 5 Series,Kolkata,2026-05-15,77,Healthy
1949,BMW i4,Pune,2026-06-01,42,Warning
1950,BMW i5,Ahmedabad,2026-08-15,24,Critical
1951,BMW X7,Hyderabad,2026-08-01,59,Healthy
1952,BMW 5 Series,Hyderabad,2026-07-15,72,Healthy
1953,BMW i7,Chennai,2026-05-15,32,Critical
1954,BMW X5,Mumbai,2026-05-01,83,Healthy
1955,BMW i5,Bengaluru,2026-08-01,67,Healthy
1956,BMW 7 Series,Pune,2026-05-15,93,Healthy
1957,BMW X7,Bengaluru,2026-06-15,52,Warning
1958,BMW X1,Mumbai,2026-05-15,70,Healthy
1959,BMW X3,Ahmedabad,2026-07-15,51,Warning
1960,BMW i5,Hyderabad,2026-06-01,31,Critical
1961,BMW X3,Bengaluru,2026-08-15,65,Healthy
1962,BMW 5 Series,Pune,2026-07-01,72,Healthy
1963,BMW 7 Series,Pune,2026-06-15,47,Warning
1964,BMW 3 Series,Hyderabad,2026-06-15,74,Healthy
1965,BMW i7,Delhi,2026-08-15,71,Healthy
1966,BMW X7,Ahmedabad,2026-08-01,88,Healthy
1967,BMW X7,Pune,2026-05-01,71,Healthy
1968,BMW X3,Mumbai,2026-08-15,65,Healthy
1969,BMW X7,Ahmedabad,2026-06-15,75,Healthy
1970,BMW i7,Bengaluru,2026-06-15,57,Healthy
1971,BMW X1,Hyderabad,2026-07-15,60,Healthy
1972,BMW X7,Kolkata,2026-08-01,81,Healthy
1973,BMW X3,Pune,2026-08-01,77,Healthy
1974,BMW 3 Series,Pune,2026-07-01,45,Warning
1975,BMW iX,Hyderabad,2026-05-01,91,Healthy
1976,BMW X1,Kolkata,2026-05-15,79,Healthy
1977,BMW i5,Chennai,2026-05-01,33,Critical
1978,BMW 3 Series,Ahmedabad,2026-06-01,79,Healthy
1979,BMW X1,Chennai,2026-08-01,71,Healthy
1980,BMW X1,Bengaluru,2026-08-15,66,Healthy
1981,BMW iX,Delhi,2026-07-15,64,Healthy
1982,BMW 3 Series,Mumbai,2026-07-15,50,Warning
1983,BMW X5,Kolkata,2026-05-15,79,Healthy
1984,BMW X3,Delhi,2026-07-01,53,Warning
1985,BMW i4,Hyderabad,2026-05-01,38,Warning
1986,BMW i5,Pune,2026-06-01,40,Warning
1987,BMW i7,Pune,2026-05-01,78,Healthy
1988,BMW X5,Ahmedabad,2026-06-15,98,Healthy
1989,BMW X3,Ahmedabad,2026-07-01,68,Healthy
1990,BMW i4,Mumbai,2026-07-15,43,Warning
1991,BMW i4,Delhi,2026-06-15,43,Warning
1992,BMW X7,Bengaluru,2026-05-01,68,Healthy
1993,BMW iX,Delhi,2026-07-15,69,Healthy
1994,BMW X5,Hyderabad,2026-06-01,49,Warning
1995,BMW X3,Mumbai,2026-08-01,70,Healthy
1996,BMW i4,Delhi,2026-08-01,25,Critical
1997,BMW X1,Bengaluru,2026-06-01,69,Healthy
1998,BMW X7,Hyderabad,2026-07-01,59,Healthy
1999,BMW iX,Delhi,2026-08-01,59,Healthy
2000,BMW X5,Pune,2026-05-15,47,Warning
