vehicle_id,model,city,warranty_date,fault_type,warranty_cost
1921,BMW X7,Ahmedabad,2026-01-22,Infotainment,62000
1922,BMW X5,Kolkata,2026-03-18,Infotainment,40000
1923,BMW 7 Series,Kolkata,2026-08-14,AC,41000
1924,BMW 5 Series,Ahmedabad,2026-06-21,Transmission,127000
1925,BMW 7 Series,Pune,2026-08-15,Cooling,55000
1926,BMW 5 Series,Mumbai,2026-02-09,Battery,90000
1927,BMW i5,Hyderabad,2026-05-21,Infotainment,48000
1928,BMW i5,Chennai,2026-05-18,AC,54000
1929,BMW i7,Mumbai,2026-06-05,Charging,111000
1930,BMW X1,Kolkata,2026-02-08,Electrical,82000
1931,BMW i7,Chennai,2026-08-11,Steering,63000
1932,BMW 7 Series,Hyderabad,2026-01-16,Electrical,90000
1933,BMW i5,Ahmedabad,2026-08-19,Infotainment,63000
1934,BMW i4,Bengaluru,2026-01-09,Transmission,87000
1935,BMW iX,Mumbai,2026-02-24,Engine,82000
1936,BMW 7 Series,Delhi,2026-02-13,Infotainment,57000
1937,BMW i4,Hyderabad,2026-07-09,Transmission,80000
1938,BMW 3 Series,Ahmedabad,2026-07-25,Electrical,64000
1939,BMW i5,Ahmedabad,2026-05-15,Cooling,44000
1940,BMW 7 Series,Hyderabad,2026-05-20,Battery,183000
1941,BMW 7 Series,Chennai,2026-02-14,Infotainment,77000
1942,BMW X7,Mumbai,2026-02-11,Electrical,72000
1943,BMW 5 Series,Bengaluru,2026-02-23,Charging,78000
1944,BMW 3 Series,Mumbai,2026-03-25,Charging,102000
1945,BMW 7 Series,Bengaluru,2026-06-22,Suspension,30000
1946,BMW 5 Series,Chennai,2026-08-09,Steering,49000
1947,BMW 3 Series,Hyderabad,2026-03-21,Brake,41000
1948,BMW X3,Ahmedabad,2026-03-16,Steering,78000
1949,BMW 3 Series,Hyderabad,2026-06-09,Suspension,52000
1950,BMW X3,Hyderabad,2026-08-06,Brake,45000
1951,BMW X7,Mumbai,2026-06-28,Infotainment,60000
1952,BMW i7,Ahmedabad,2026-06-17,Electrical,82000
1953,BMW 7 Series,Chennai,2026-01-04,AC,47000
1954,BMW i7,Chennai,2026-02-04,Brake,58000
1955,BMW i7,Pune,2026-07-16,Cooling,44000
1956,BMW iX,Chennai,2026-01-05,Battery,157000
1957,BMW i5,Pune,2026-06-13,Electrical,77000
1958,BMW 3 Series,Kolkata,2026-02-22,AC,64000
1959,BMW 3 Series,Ahmedabad,2026-03-22,Brake,31000
1960,BMW 7 Series,Kolkata,2026-03-03,Steering,83000
1961,BMW 5 Series,Delhi,2026-08-09,Battery,94000
1962,BMW i5,Mumbai,2026-06-28,AC,70000
1963,BMW i4,Ahmedabad,2026-01-12,Brake,46000
1964,BMW X3,Pune,2026-07-06,Steering,62000
1965,BMW i4,Chennai,2026-05-13,Brake,32000
1966,BMW i4,Pune,2026-05-22,Steering,42000
1967,BMW 7 Series,Pune,2026-03-20,Battery,120000
1968,BMW i7,Pune,2026-07-11,Steering,68000
1969,BMW X3,Mumbai,2026-06-18,Infotainment,68000
1970,BMW 3 Series,Mumbai,2026-08-01,AC,64000
1971,BMW 7 Series,Delhi,2026-02-08,AC,38000
1972,BMW i7,Mumbai,2026-03-20,Electrical,62000
1973,BMW 7 Series,Chennai,2026-01-17,Engine,68000
1974,BMW X5,Bengaluru,2026-03-22,Suspension,31000
1975,BMW iX,Mumbai,2026-04-18,Cooling,55000
1976,BMW 5 Series,Delhi,2026-08-26,Charging,112000
1977,BMW X7,Chennai,2026-01-14,Battery,182000
1978,BMW X7,Pune,2026-03-22,Battery,179000
1979,BMW X7,Pune,2026-02-10,Transmission,116000
1980,BMW i4,Ahmedabad,2026-08-24,Transmission,91000
1981,BMW 3 Series,Ahmedabad,2026-02-03,Electrical,88000
1982,BMW 7 Series,Bengaluru,2026-08-25,AC,49000
1983,BMW 7 Series,Bengaluru,2026-08-02,Transmission,109000
1984,BMW X1,Pune,2026-01-09,Battery,133000
1985,BMW i7,Mumbai,2026-02-04,Brake,42000
1986,BMW 3 Series,Hyderabad,2026-07-05,Brake,52000
1987,BMW i5,Kolkata,2026-06-16,Battery,147000
1988,BMW i5,Kolkata,2026-06-05,AC,49000
1989,BMW 3 Series,Ahmedabad,2026-08-22,Engine,76000
1990,BMW X3,Delhi,2026-05-22,Suspension,62000
1991,BMW 5 Series,Hyderabad,2026-08-01,Transmission,94000
1992,BMW X7,Bengaluru,2026-07-27,Engine,73000
1993,BMW 3 Series,Mumbai,2026-07-05,Brake,42000
1994,BMW X1,Hyderabad,2026-01-16,Steering,72000
1995,BMW 5 Series,Kolkata,2026-01-09,AC,60000
1996,BMW 7 Series,Hyderabad,2026-03-11,AC,64000
1997,BMW 7 Series,Bengaluru,2026-08-06,Brake,38000
1998,BMW 5 Series,Bengaluru,2026-04-03,Electrical,51000
1999,BMW i7,Pune,2026-06-01,Electrical,51000
2000,BMW iX,Hyderabad,2026-08-27,Brake,49000
