vehicle_id,vin,model,model_year,fuel_type,region,manufacturing_date
BMWV00696,WBA00000000000696,BMW i4,2020,Electric,West,2020-06-11
BMWV00697,WBA00000000000697,BMW iX,2021,Electric,West,2021-01-04
BMWV00698,WBA00000000000698,BMW i4,2022,Electric,East,2024-02-20
BMWV00699,WBA00000000000699,BMW 2 Series,2021,Petrol,West,2021-11-08
BMWV00700,WBA00000000000700,BMW 3 Series,2020,Petrol,North,2025-01-08
BMWV00701,WBA00000000000701,BMW 7 Series,2020,Hybrid,North,2019-10-10
BMWV00702,WBA00000000000702,BMW 7 Series,2023,Hybrid,North,2022-10-19
BMWV00703,WBA00000000000703,BMW X3,2025,Diesel,South,2025-04-16
BMWV00704,WBA00000000000704,BMW X5,2021,Diesel,East,2019-01-18
BMWV00705,WBA00000000000705,BMW i4,2022,Electric,North,2022-03-04
BMWV00706,WBA00000000000706,BMW X1,2020,Petrol,West,2025-01-06
BMWV00707,WBA00000000000707,BMW X5,2025,Diesel,South,2022-10-25
BMWV00708,WBA00000000000708,BMW 5 Series,2025,Diesel,North,2018-01-05
BMWV00709,WBA00000000000709,BMW X3,2023,Diesel,North,2019-06-28
BMWV00710,WBA00000000000710,BMW 2 Series,2021,Petrol,West,2018-02-08
BMWV00711,WBA00000000000711,BMW 3 Series,2025,Petrol,East,2019-05-09
BMWV00712,WBA00000000000712,BMW iX,2025,Electric,South,2023-05-11
BMWV00713,WBA00000000000713,BMW 5 Series,2021,Diesel,West,2019-01-01
BMWV00714,WBA00000000000714,BMW 5 Series,2020,Diesel,East,2022-02-14
BMWV00715,WBA00000000000715,BMW X5,2021,Diesel,West,2019-06-30
BMWV00716,WBA00000000000716,BMW X1,2020,Petrol,North,2024-11-04
BMWV00717,WBA00000000000717,BMW X1,2023,Petrol,East,2020-05-22
BMWV00718,WBA00000000000718,BMW X1,2023,Petrol,West,2020-06-08
BMWV00719,WBA00000000000719,BMW 5 Series,2020,Diesel,South,2019-05-20
BMWV00720,WBA00000000000720,BMW 2 Series,2025,Petrol,West,2021-12-10
BMWV00721,WBA00000000000721,BMW iX,2022,Electric,South,2020-10-11
BMWV00722,WBA00000000000722,BMW X5,2025,Diesel,North,2020-10-13
BMWV00723,WBA00000000000723,BMW X7,2024,Petrol,East,2025-09-29
BMWV00724,WBA00000000000724,BMW 3 Series,2025,Petrol,East,2020-04-21
BMWV00725,WBA00000000000725,BMW X7,2024,Petrol,South,2022-05-24
BMWV00726,WBA00000000000726,BMW X5,2025,Diesel,North,2020-09-07
BMWV00727,WBA00000000000727,BMW 7 Series,2023,Hybrid,North,2020-09-14
BMWV00728,WBA00000000000728,BMW 7 Series,2025,Hybrid,North,2023-12-04
BMWV00729,WBA00000000000729,BMW 3 Series,2022,Petrol,East,2019-06-25
BMWV00730,WBA00000000000730,BMW iX,2024,Electric,West,2022-02-05
BMWV00731,WBA00000000000731,BMW X7,2025,Petrol,South,2023-04-14
BMWV00732,WBA00000000000732,BMW 5 Series,2020,Diesel,North,2018-02-26
BMWV00733,WBA00000000000733,BMW X5,2021,Diesel,North,2018-09-05
BMWV00734,WBA00000000000734,BMW iX,2024,Electric,East,2025-01-18
BMWV00735,WBA00000000000735,BMW X7,2023,Petrol,West,2025-11-14
BMWV00736,WBA00000000000736,BMW iX,2020,Electric,South,2021-02-10
BMWV00737,WBA00000000000737,BMW 5 Series,2022,Diesel,North,2023-09-26
BMWV00738,WBA00000000000738,BMW X3,2021,Diesel,East,2022-05-20
BMWV00739,WBA00000000000739,BMW 2 Series,2025,Petrol,North,2021-06-24
BMWV00740,WBA00000000000740,BMW iX,2025,Electric,South,2018-08-26
BMWV00741,WBA00000000000741,BMW X3,2020,Diesel,West,2019-04-21
BMWV00742,WBA00000000000742,BMW 7 Series,2024,Hybrid,North,2021-06-20
BMWV00743,WBA00000000000743,BMW X1,2020,Petrol,North,2025-12-09
BMWV00744,WBA00000000000744,BMW X1,2025,Petrol,North,2019-11-03
BMWV00745,WBA00000000000745,BMW 7 Series,2022,Hybrid,East,2019-11-15
BMWV00746,WBA00000000000746,BMW i4,2021,Electric,East,2019-04-29
BMWV00747,WBA00000000000747,BMW 3 Series,2022,Petrol,West,2021-01-19
BMWV00748,WBA00000000000748,BMW X7,2020,Petrol,East,2025-12-27
BMWV00749,WBA00000000000749,BMW 2 Series,2025,Petrol,North,2023-07-26
BMWV00750,WBA00000000000750,BMW 7 Series,2024,Hybrid,East,2018-08-16
BMWV00751,WBA00000000000751,BMW 7 Series,2024,Hybrid,South,2022-02-15
BMWV00752,WBA00000000000752,BMW X1,2022,Petrol,North,2024-06-08
BMWV00753,WBA00000000000753,BMW 5 Series,2021,Diesel,North,2018-06-30
BMWV00754,WBA00000000000754,BMW 3 Series,2021,Petrol,North,2023-04-17
BMWV00755,WBA00000000000755,BMW i4,2023,Electric,South,2020-01-04
BMWV00756,WBA00000000000756,BMW 3 Series,2024,Petrol,West,2020-07-08
BMWV00757,WBA00000000000757,BMW i4,2021,Electric,West,2021-08-03
BMWV00758,WBA00000000000758,BMW X5,2020,Diesel,East,2019-05-05
BMWV00759,WBA00000000000759,BMW X7,2025,Petrol,North,2020-01-05
BMWV00760,WBA00000000000760,BMW X3,2024,Diesel,North,2022-07-01
BMWV00761,WBA00000000000761,BMW 5 Series,2023,Diesel,East,2021-06-26
BMWV00762,WBA00000000000762,BMW i4,2020,Electric,West,2018-02-02
BMWV00763,WBA00000000000763,BMW i4,2021,Electric,East,2024-04-28
BMWV00764,WBA00000000000764,BMW X5,2025,Diesel,South,2023-03-16
BMWV00765,WBA00000000000765,BMW i4,2024,Electric,West,2020-03-11
BMWV00766,WBA00000000000766,BMW X7,2021,Petrol,South,2018-01-27
BMWV00767,WBA00000000000767,BMW iX,2020,Electric,South,2024-01-28
BMWV00768,WBA00000000000768,BMW i4,2025,Electric,North,2021-10-04
BMWV00769,WBA00000000000769,BMW 3 Series,2025,Petrol,West,2021-06-13
BMWV00770,WBA00000000000770,BMW 5 Series,2021,Diesel,South,2022-09-16
BMWV00771,WBA00000000000771,BMW 7 Series,2020,Hybrid,South,2025-12-24
BMWV00772,WBA00000000000772,BMW X5,2020,Diesel,North,2020-08-06
BMWV00773,WBA00000000000773,BMW X7,2023,Petrol,East,2023-02-21
BMWV00774,WBA00000000000774,BMW 5 Series,2024,Diesel,North,2023-09-02
BMWV00775,WBA00000000000775,BMW X1,2025,Petrol,West,2018-11-03
BMWV00776,WBA00000000000776,BMW 2 Series,2024,Petrol,North,2022-11-17
BMWV00777,WBA00000000000777,BMW X1,2021,Petrol,East,2020-12-05
BMWV00778,WBA00000000000778,BMW i4,2023,Electric,East,2021-07-26
BMWV00779,WBA00000000000779,BMW 7 Series,2022,Hybrid,South,2018-11-02
BMWV00780,WBA00000000000780,BMW X3,2021,Diesel,North,2019-09-29
BMWV00781,WBA00000000000781,BMW 5 Series,2021,Diesel,West,2023-03-24
BMWV00782,WBA00000000000782,BMW i4,2023,Electric,North,2024-01-05
BMWV00783,WBA00000000000783,BMW i4,2021,Electric,West,2021-06-16
BMWV00784,WBA00000000000784,BMW 7 Series,2022,Hybrid,North,2019-01-06
BMWV00785,WBA00000000000785,BMW X1,2025,Petrol,East,2025-11-26
BMWV00786,WBA00000000000786,BMW 2 Series,2020,Petrol,South,2021-09-04
BMWV00787,WBA00000000000787,BMW X1,2020,Petrol,South,2021-12-28
BMWV00788,WBA00000000000788,BMW iX,2024,Electric,North,2025-08-05
BMWV00789,WBA00000000000789,BMW X5,2022,Diesel,South,2018-05-08
BMWV00790,WBA00000000000790,BMW iX,2023,Electric,South,2019-01-23
BMWV00791,WBA00000000000791,BMW 7 Series,2020,Hybrid,South,2019-05-13
BMWV00792,WBA00000000000792,BMW 3 Series,2020,Petrol,South,2019-06-20
BMWV00793,WBA00000000000793,BMW X3,2023,Diesel,East,2025-09-12
BMWV00794,WBA00000000000794,BMW 5 Series,2024,Diesel,East,2018-11-04
BMWV00795,WBA00000000000795,BMW 3 Series,2020,Petrol,South,2025-03-30
BMWV00796,WBA00000000000796,BMW 7 Series,2021,Hybrid,North,2021-09-20
BMWV00797,WBA00000000000797,BMW 5 Series,2020,Diesel,West,2018-07-27
BMWV00798,WBA00000000000798,BMW X1,2024,Petrol,West,2022-06-06
BMWV00799,WBA00000000000799,BMW 7 Series,2020,Hybrid,West,2025-08-30
BMWV00800,WBA00000000000800,BMW iX,2021,Electric,East,2020-05-29
BMWV00801,WBA00000000000801,BMW X1,2022,Petrol,East,2023-01-01
BMWV00802,WBA00000000000802,BMW X1,2020,Petrol,South,2025-04-05
BMWV00803,WBA00000000000803,BMW X5,2023,Diesel,West,2024-03-05
BMWV00804,WBA00000000000804,BMW 7 Series,2020,Hybrid,North,2021-02-19
BMWV00805,WBA00000000000805,BMW iX,2021,Electric,West,2020-03-27
BMWV00806,WBA00000000000806,BMW X7,2021,Petrol,North,2022-04-16
BMWV00807,WBA00000000000807,BMW i4,2023,Electric,West,2021-11-10
BMWV00808,WBA00000000000808,BMW 2 Series,2024,Petrol,East,2022-05-10
BMWV00809,WBA00000000000809,BMW X5,2021,Diesel,North,2021-07-30
BMWV00810,WBA00000000000810,BMW 2 Series,2021,Petrol,North,2021-02-24
BMWV00811,WBA00000000000811,BMW 3 Series,2023,Petrol,East,2024-07-20
BMWV00812,WBA00000000000812,BMW X3,2021,Diesel,North,2020-10-12
BMWV00813,WBA00000000000813,BMW X3,2022,Diesel,North,2020-06-17
BMWV00814,WBA00000000000814,BMW 2 Series,2023,Petrol,East,2019-12-13
BMWV00815,WBA00000000000815,BMW X1,2021,Petrol,East,2025-10-28
BMWV00816,WBA00000000000816,BMW i4,2024,Electric,North,2025-11-21
BMWV00817,WBA00000000000817,BMW i4,2024,Electric,South,2024-04-25
BMWV00818,WBA00000000000818,BMW X3,2023,Diesel,East,2019-12-21
BMWV00819,WBA00000000000819,BMW 7 Series,2020,Hybrid,North,2018-08-19
BMWV00820,WBA00000000000820,BMW X3,2024,Diesel,South,2018-03-23
BMWV00821,WBA00000000000821,BMW X7,2023,Petrol,North,2021-09-20
BMWV00822,WBA00000000000822,BMW 2 Series,2021,Petrol,South,2021-10-27
BMWV00823,WBA00000000000823,BMW X1,2022,Petrol,North,2018-03-31
BMWV00824,WBA00000000000824,BMW X1,2024,Petrol,South,2019-03-31
BMWV00825,WBA00000000000825,BMW X7,2022,Petrol,North,2022-03-11
BMWV00826,WBA00000000000826,BMW iX,2024,Electric,North,2021-10-10
BMWV00827,WBA00000000000827,BMW X5,2022,Diesel,South,2019-10-08
BMWV00828,WBA00000000000828,BMW iX,2025,Electric,West,2025-04-13
BMWV00829,WBA00000000000829,BMW i4,2021,Electric,East,2020-07-03
BMWV00830,WBA00000000000830,BMW 2 Series,2021,Petrol,West,2021-06-10
BMWV00831,WBA00000000000831,BMW X5,2021,Diesel,South,2018-01-08
BMWV00832,WBA00000000000832,BMW 2 Series,2023,Petrol,North,2020-01-16
BMWV00833,WBA00000000000833,BMW 2 Series,2022,Petrol,South,2025-03-04
BMWV00834,WBA00000000000834,BMW 2 Series,2020,Petrol,West,2019-07-31
BMWV00835,WBA00000000000835,BMW i4,2025,Electric,North,2020-09-01
BMWV00836,WBA00000000000836,BMW i4,2022,Electric,South,2025-02-18
BMWV00837,WBA00000000000837,BMW 5 Series,2025,Diesel,East,2023-01-04
BMWV00838,WBA00000000000838,BMW 3 Series,2022,Petrol,South,2020-10-19
BMWV00839,WBA00000000000839,BMW 5 Series,2022,Diesel,East,2019-03-19
BMWV00840,WBA00000000000840,BMW 3 Series,2020,Petrol,West,2022-11-30
BMWV00841,WBA00000000000841,BMW iX,2021,Electric,West,2023-07-13
BMWV00842,WBA00000000000842,BMW iX,2022,Electric,West,2019-02-20
BMWV00843,WBA00000000000843,BMW 7 Series,2024,Hybrid,South,2019-10-29
BMWV00844,WBA00000000000844,BMW 7 Series,2020,Hybrid,North,2021-04-22
BMWV00845,WBA00000000000845,BMW 3 Series,2022,Petrol,East,2019-03-05
BMWV00846,WBA00000000000846,BMW 5 Series,2022,Diesel,South,2022-03-18
BMWV00847,WBA00000000000847,BMW X1,2025,Petrol,North,2024-02-19
BMWV00848,WBA00000000000848,BMW 5 Series,2022,Diesel,West,2025-11-25
BMWV00849,WBA00000000000849,BMW 3 Series,2023,Petrol,South,2024-10-23
BMWV00850,WBA00000000000850,BMW iX,2021,Electric,North,2019-02-19
BMWV00851,WBA00000000000851,BMW i4,2021,Electric,South,2022-08-04
BMWV00852,WBA00000000000852,BMW X7,2025,Petrol,East,2025-05-29
BMWV00853,WBA00000000000853,BMW X5,2022,Diesel,South,2019-01-28
BMWV00854,WBA00000000000854,BMW 3 Series,2023,Petrol,West,2019-09-22
BMWV00855,WBA00000000000855,BMW 3 Series,2022,Petrol,North,2022-10-18
BMWV00856,WBA00000000000856,BMW 5 Series,2022,Diesel,West,2020-03-28
BMWV00857,WBA00000000000857,BMW 5 Series,2020,Diesel,South,2019-12-01
BMWV00858,WBA00000000000858,BMW X5,2020,Diesel,West,2019-04-19
BMWV00859,WBA00000000000859,BMW X5,2023,Diesel,West,2023-06-27
BMWV00860,WBA00000000000860,BMW X5,2020,Diesel,West,2020-01-28
BMWV00861,WBA00000000000861,BMW i4,2023,Electric,East,2020-02-04
BMWV00862,WBA00000000000862,BMW 7 Series,2020,Hybrid,East,2022-12-07
BMWV00863,WBA00000000000863,BMW 7 Series,2022,Hybrid,South,2021-01-05
BMWV00864,WBA00000000000864,BMW 2 Series,2020,Petrol,South,2025-10-23
BMWV00865,WBA00000000000865,BMW 5 Series,2020,Diesel,East,2024-01-27
BMWV00866,WBA00000000000866,BMW iX,2024,Electric,South,2024-03-17
BMWV00867,WBA00000000000867,BMW 3 Series,2023,Petrol,West,2024-01-03
BMWV00868,WBA00000000000868,BMW 7 Series,2024,Hybrid,South,2023-05-05
BMWV00869,WBA00000000000869,BMW X5,2020,Diesel,West,2018-05-23
BMWV00870,WBA00000000000870,BMW X7,2024,Petrol,South,2019-05-08
BMWV00871,WBA00000000000871,BMW 7 Series,2021,Hybrid,South,2020-05-17
BMWV00872,WBA00000000000872,BMW X3,2021,Diesel,North,2022-10-01
BMWV00873,WBA00000000000873,BMW 5 Series,2025,Diesel,West,2020-04-07
BMWV00874,WBA00000000000874,BMW X1,2024,Petrol,East,2021-08-02
BMWV00875,WBA00000000000875,BMW 5 Series,2020,Diesel,West,2024-03-28
BMWV00876,WBA00000000000876,BMW iX,2024,Electric,East,2021-02-05
BMWV00877,WBA00000000000877,BMW X7,2023,Petrol,North,2025-11-08
BMWV00878,WBA00000000000878,BMW 2 Series,2024,Petrol,West,2019-04-06
BMWV00879,WBA00000000000879,BMW iX,2021,Electric,South,2024-05-09
BMWV00880,WBA00000000000880,BMW 2 Series,2024,Petrol,North,2019-03-09
BMWV00881,WBA00000000000881,BMW 2 Series,2020,Petrol,East,2024-01-03
BMWV00882,WBA00000000000882,BMW i4,2023,Electric,East,2022-04-18
BMWV00883,WBA00000000000883,BMW 7 Series,2024,Hybrid,West,2018-06-03
BMWV00884,WBA00000000000884,BMW X1,2022,Petrol,West,2019-08-13
BMWV00885,WBA00000000000885,BMW 2 Series,2024,Petrol,West,2018-06-08
BMWV00886,WBA00000000000886,BMW iX,2022,Electric,South,2018-07-21
BMWV00887,WBA00000000000887,BMW 7 Series,2022,Hybrid,East,2018-03-24
BMWV00888,WBA00000000000888,BMW i4,2022,Electric,East,2021-02-22
BMWV00889,WBA00000000000889,BMW 7 Series,2025,Hybrid,North,2020-07-22
BMWV00890,WBA00000000000890,BMW X1,2022,Petrol,West,2021-08-07
BMWV00891,WBA00000000000891,BMW X5,2025,Diesel,West,2024-10-13
BMWV00892,WBA00000000000892,BMW 5 Series,2021,Diesel,West,2020-05-15
BMWV00893,WBA00000000000893,BMW iX,2025,Electric,West,2023-10-17
BMWV00894,WBA00000000000894,BMW i4,2020,Electric,South,2018-09-26
BMWV00895,WBA00000000000895,BMW X5,2025,Diesel,West,2019-07-10
BMWV00896,WBA00000000000896,BMW X7,2024,Petrol,North,2019-12-13
BMWV00897,WBA00000000000897,BMW X3,2021,Diesel,North,2020-10-18
BMWV00898,WBA00000000000898,BMW 3 Series,2023,Petrol,North,2022-01-16
BMWV00899,WBA00000000000899,BMW X3,2022,Diesel,East,2023-03-17
BMWV00900,WBA00000000000900,BMW X7,2023,Petrol,North,2025-08-22
BMWV00901,WBA00000000000901,BMW 3 Series,2021,Petrol,East,2023-06-26
BMWV00902,WBA00000000000902,BMW 2 Series,2023,Petrol,South,2023-04-28
BMWV00903,WBA00000000000903,BMW 2 Series,2024,Petrol,East,2021-11-11
BMWV00904,WBA00000000000904,BMW X1,2022,Petrol,North,2021-03-13
BMWV00905,WBA00000000000905,BMW 3 Series,2023,Petrol,North,2019-10-30
BMWV00906,WBA00000000000906,BMW 2 Series,2021,Petrol,South,2025-04-05
BMWV00907,WBA00000000000907,BMW X3,2025,Diesel,South,2021-01-07
BMWV00908,WBA00000000000908,BMW iX,2024,Electric,North,2025-08-26
BMWV00909,WBA00000000000909,BMW 3 Series,2023,Petrol,South,2025-04-05
BMWV00910,WBA00000000000910,BMW X1,2024,Petrol,North,2020-07-05
BMWV00911,WBA00000000000911,BMW X5,2024,Diesel,East,2025-12-29
BMWV00912,WBA00000000000912,BMW X5,2023,Diesel,West,2021-11-29
BMWV00913,WBA00000000000913,BMW 7 Series,2022,Hybrid,South,2023-03-27
BMWV00914,WBA00000000000914,BMW X5,2025,Diesel,West,2024-07-22
BMWV00915,WBA00000000000915,BMW 5 Series,2020,Diesel,East,2024-04-18
BMWV00916,WBA00000000000916,BMW 2 Series,2024,Petrol,East,2021-05-07
BMWV00917,WBA00000000000917,BMW 5 Series,2023,Diesel,North,2021-10-09
BMWV00918,WBA00000000000918,BMW X5,2025,Diesel,East,2021-02-08
BMWV00919,WBA00000000000919,BMW X5,2025,Diesel,East,2020-02-11
BMWV00920,WBA00000000000920,BMW X1,2024,Petrol,South,2018-08-21
BMWV00921,WBA00000000000921,BMW 2 Series,2023,Petrol,East,2025-08-20
BMWV00922,WBA00000000000922,BMW X1,2025,Petrol,North,2025-05-08
BMWV00923,WBA00000000000923,BMW 7 Series,2022,Hybrid,East,2022-09-11
BMWV00924,WBA00000000000924,BMW iX,2023,Electric,North,2024-07-16
BMWV00925,WBA00000000000925,BMW 2 Series,2021,Petrol,East,2025-12-31
BMWV00926,WBA00000000000926,BMW X3,2025,Diesel,West,2025-07-14
BMWV00927,WBA00000000000927,BMW i4,2024,Electric,East,2019-11-28
BMWV00928,WBA00000000000928,BMW X7,2021,Petrol,East,2019-02-04
BMWV00929,WBA00000000000929,BMW 7 Series,2021,Hybrid,East,2024-04-08
BMWV00930,WBA00000000000930,BMW X1,2025,Petrol,East,2025-05-04
BMWV00931,WBA00000000000931,BMW 5 Series,2021,Diesel,East,2020-07-03
BMWV00932,WBA00000000000932,BMW X5,2023,Diesel,East,2022-03-03
BMWV00933,WBA00000000000933,BMW X5,2024,Diesel,East,2023-03-15
BMWV00934,WBA00000000000934,BMW 5 Series,2023,Diesel,North,2025-02-11
BMWV00935,WBA00000000000935,BMW 2 Series,2024,Petrol,North,2023-04-19
BMWV00936,WBA00000000000936,BMW X3,2024,Diesel,North,2025-08-20
BMWV00937,WBA00000000000937,BMW iX,2024,Electric,East,2022-08-20
BMWV00938,WBA00000000000938,BMW 3 Series,2021,Petrol,South,2020-03-31
BMWV00939,WBA00000000000939,BMW i4,2023,Electric,West,2019-08-10
BMWV00940,WBA00000000000940,BMW i4,2025,Electric,South,2018-11-28
BMWV00941,WBA00000000000941,BMW 7 Series,2022,Hybrid,South,2021-07-07
BMWV00942,WBA00000000000942,BMW 3 Series,2020,Petrol,West,2021-01-25
BMWV00943,WBA00000000000943,BMW X3,2021,Diesel,South,2023-06-29
BMWV00944,WBA00000000000944,BMW 5 Series,2021,Diesel,West,2025-02-07
BMWV00945,WBA00000000000945,BMW iX,2023,Electric,West,2023-05-10
BMWV00946,WBA00000000000946,BMW iX,2020,Electric,North,2023-12-27
BMWV00947,WBA00000000000947,BMW X3,2025,Diesel,East,2018-02-27
BMWV00948,WBA00000000000948,BMW i4,2024,Electric,South,2018-03-15
BMWV00949,WBA00000000000949,BMW 3 Series,2025,Petrol,South,2020-07-15
BMWV00950,WBA00000000000950,BMW i4,2022,Electric,South,2019-02-25
BMWV00951,WBA00000000000951,BMW iX,2024,Electric,East,2019-11-16
BMWV00952,WBA00000000000952,BMW 5 Series,2020,Diesel,East,2021-04-06
BMWV00953,WBA00000000000953,BMW 7 Series,2025,Hybrid,East,2022-11-12
BMWV00954,WBA00000000000954,BMW X1,2022,Petrol,West,2022-01-11
BMWV00955,WBA00000000000955,BMW X3,2021,Diesel,West,2018-03-20
BMWV00956,WBA00000000000956,BMW X3,2021,Diesel,South,2020-05-15
BMWV00957,WBA00000000000957,BMW 3 Series,2024,Petrol,South,2019-05-20
BMWV00958,WBA00000000000958,BMW i4,2025,Electric,North,2022-03-17
BMWV00959,WBA00000000000959,BMW X5,2024,Diesel,North,2024-08-29
BMWV00960,WBA00000000000960,BMW 3 Series,2025,Petrol,North,2025-05-01
BMWV00961,WBA00000000000961,BMW 3 Series,2020,Petrol,North,2022-09-04
BMWV00962,WBA00000000000962,BMW 7 Series,2023,Hybrid,North,2024-02-20
BMWV00963,WBA00000000000963,BMW X5,2023,Diesel,South,2020-04-21
BMWV00964,WBA00000000000964,BMW 3 Series,2022,Petrol,West,2025-06-03
BMWV00965,WBA00000000000965,BMW 5 Series,2025,Diesel,East,2024-12-25
BMWV00966,WBA00000000000966,BMW 2 Series,2025,Petrol,South,2022-09-12
BMWV00967,WBA00000000000967,BMW 5 Series,2024,Diesel,North,2021-03-03
BMWV00968,WBA00000000000968,BMW 5 Series,2020,Diesel,West,2020-03-24
BMWV00969,WBA00000000000969,BMW 2 Series,2021,Petrol,East,2023-11-13
BMWV00970,WBA00000000000970,BMW X3,2022,Diesel,West,2021-04-24
BMWV00971,WBA00000000000971,BMW X1,2020,Petrol,West,2020-04-30
BMWV00972,WBA00000000000972,BMW 7 Series,2022,Hybrid,South,2018-01-12
BMWV00973,WBA00000000000973,BMW 3 Series,2025,Petrol,North,2019-03-29
BMWV00974,WBA00000000000974,BMW 2 Series,2025,Petrol,West,2019-09-03
BMWV00975,WBA00000000000975,BMW 5 Series,2024,Diesel,North,2019-02-19
BMWV00976,WBA00000000000976,BMW X5,2025,Diesel,South,2023-02-14
BMWV00977,WBA00000000000977,BMW X5,2022,Diesel,West,2018-07-25
BMWV00978,WBA00000000000978,BMW 5 Series,2021,Diesel,North,2021-04-05
BMWV00979,WBA00000000000979,BMW i4,2025,Electric,East,2022-10-11
BMWV00980,WBA00000000000980,BMW 5 Series,2020,Diesel,North,2018-02-09
BMWV00981,WBA00000000000981,BMW X1,2025,Petrol,South,2021-09-08
BMWV00982,WBA00000000000982,BMW i4,2023,Electric,East,2019-01-16
BMWV00983,WBA00000000000983,BMW i4,2022,Electric,South,2019-04-12
BMWV00984,WBA00000000000984,BMW iX,2023,Electric,West,2021-01-18
BMWV00985,WBA00000000000985,BMW iX,2025,Electric,West,2022-09-24
BMWV00986,WBA00000000000986,BMW X1,2020,Petrol,South,2025-10-22
BMWV00987,WBA00000000000987,BMW 3 Series,2021,Petrol,North,2022-09-01
BMWV00988,WBA00000000000988,BMW 2 Series,2023,Petrol,West,2020-01-13
BMWV00989,WBA00000000000989,BMW 2 Series,2023,Petrol,East,2024-11-09
BMWV00990,WBA00000000000990,BMW 3 Series,2025,Petrol,South,2023-06-02
BMWV00991,WBA00000000000991,BMW 7 Series,2020,Hybrid,West,2022-12-11
BMWV00992,WBA00000000000992,BMW 3 Series,2020,Petrol,East,2025-05-06
BMWV00993,WBA00000000000993,BMW i4,2020,Electric,South,2025-07-06
BMWV00994,WBA00000000000994,BMW i4,2024,Electric,North,2022-11-08
BMWV00995,WBA00000000000995,BMW X3,2023,Diesel,East,2025-06-11
BMWV00996,WBA00000000000996,BMW iX,2021,Electric,North,2018-02-17
BMWV00997,WBA00000000000997,BMW X1,2024,Petrol,West,2023-07-24
BMWV00998,WBA00000000000998,BMW X1,2020,Petrol,West,2021-08-06
BMWV00999,WBA00000000000999,BMW X3,2022,Diesel,East,2018-07-26
BMWV01000,WBA00000000001000,BMW X7,2021,Petrol,West,2022-07-10
